;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;47619,2;16705,33;14556,68;8402,22;87283,43;47210,14;16305,71;14218,79;7894,25;85628,89;46794,93;16148,34;14342,19;8621,39;85906,85;45899,52;15904,56;14303,38;7843,38;83950,84;48538,78;15234,5;14362,87;7893,73;86029,88;1,89;9,65;1,35;6,44;1,46;2,74;7,03;1,0;0,01;0,47;3,59;6,0;0,14;9,22;0,14;5,44;4,4;0,41;0,64;2,42;-919,58;1470,83;193,81;508,49;1253,55;-1328,64;1071,21;-144,08;0,52;-400,99;-1743,85;913,84;-20,68;727,66;-123,03;-2639,26;670,06;-59,49;-50,35;-2079,04
1;46083,23;16111,57;14284,94;8315,61;84795,35;45866,66;15730,22;13983,17;7855,95;83436,0;45528,13;15639,91;14075,26;8547,26;83790,56;43875,86;14788,74;13969,33;7703,72;80337,65;47169,01;14779,22;14159,06;7852,87;83960,16;2,3;9,02;0,89;5,89;0,99;2,76;6,43;1,24;0,04;0,62;3,48;5,82;0,59;8,84;0,2;6,98;0,06;1,34;1,9;4,31;-1085,78;1332,35;125,88;462,74;835,19;-1302,35;951,0;-175,89;3,08;-524,16;-1640,88;860,69;-83,8;694,39;-169,6;-3293,15;9,52;-189,73;-149,15;-3622,51
2;44680,71;15579,61;14027,44;8279,47;82567,23;44580,27;15213,99;13751,65;7807,25;81353,16;44297,58;15163,1;13835,41;8462,51;81758,6;42349,02;14141,99;13698,02;7581,15;77770,18;45880,12;14350,94;13956,69;7794,5;81982,26;2,61;8,56;0,51;6,22;0,71;2,83;6,01;1,47;0,16;0,77;3,45;5,66;0,87;8,57;0,27;7,7;1,46;1,85;2,74;5,14;-1199,41;1228,67;70,75;484,97;584,97;-1299,85;863,05;-205,04;12,75;-629,1;-1582,54;812,16;-121,28;668,01;-223,66;-3531,1;-208,95;-258,67;-213,35;-4212,08
3;43517,08;15152,32;13794,76;8309,49;80773,65;43410,0;14797,98;13531,23;7741,98;79481,19;43143,61;14742,33;13640,03;8359,25;79885,22;41399,92;13857,32;13472,22;7463,32;76192,78;44747,34;13969,72;13760,08;7708,78;80185,92;2,75;8,47;0,25;7,79;0,73;2,99;5,93;1,66;0,43;0,88;3,58;5,53;0,87;8,44;0,38;7,48;0,8;2,09;3,18;4,98;-1230,26;1182,6;34,68;600,71;587,73;-1337,34;828,26;-228,85;33,2;-704,73;-1603,73;772,61;-120,05;650,47;-300,7;-3347,42;-112,4;-287,86;-245,46;-3993,14
4;42585,75;14796,84;13582,97;8282,33;79247,89;42422,6;14449,87;13340,54;7670,89;77883,9;42122,7;14373,05;13467,73;8240,42;78203,9;40582,84;13556,08;13320,13;7366,64;74825,69;43823,32;13627,7;13585,0;7616,57;78652,59;2,82;8,58;0,01;8,74;0,76;3,2;6,03;1,8;0,71;0,98;3,88;5,47;0,86;8,19;0,57;7,39;0,53;1,95;3,28;4,87;-1237,57;1169,14;-2,03;665,76;595,3;-1400,72;822,17;-244,46;54,32;-768,69;-1700,62;745,35;-117,27;623,85;-448,69;-3240,48;-71,62;-264,87;-249,93;-3826,9
5;41848,09;14476,09;13387,72;8098,84;77810,74;41660,38;14132,12;13191,6;7604,31;76588,41;41286,44;14048,08;13295,36;8113,95;76743,83;39948,21;13286,77;13252,11;7302,94;73790,03;43128,91;13317,23;13442,37;7539,42;77427,94;2,97;8,7;0,41;7,42;0,49;3,4;6,12;1,87;0,86;1,08;4,27;5,49;1,09;7,62;0,88;7,37;0,23;1,42;3,14;4,7;-1280,82;1158,86;-54,65;559,42;382,8;-1468,53;814,89;-250,77;64,89;-839,53;-1842,47;730,85;-147,01;574,53;-684,11;-3180,7;-30,46;-190,26;-236,48;-3637,91
6;41249,39;14211,76;13217,62;7895,7;76574,47;41059,98;13859,6;13058,3;7534,08;75511,96;40650,66;13778,44;13131,61;7996,77;75557,48;39472,56;13083,46;13146,84;7225,82;72928,68;42580,22;13059,55;13312,1;7470,92;76422,8;3,13;8,82;0,71;5,69;0,2;3,57;6,13;1,91;0,85;1,19;4,53;5,5;1,36;7,04;1,13;7,3;0,18;1,24;3,28;4,57;-1330,83;1152,21;-94,48;424,78;151,67;-1520,24;800,05;-253,8;63,16;-910,84;-1929,56;718,89;-180,49;525,85;-865,32;-3107,66;23,91;-165,26;-245,1;-3494,12
7;40751,96;14029,17;13084,43;7818,62;75684,18;40560,86;13653,39;12921,28;7451,61;74587,14;40214,51;13575,05;12994,18;7901,87;74685,61;39139,37;12942,13;13000,54;7119,83;72201,87;42100,53;12875,53;13179,15;7399,8;75555,02;3,2;8,96;0,72;5,66;0,17;3,66;6,04;1,96;0,7;1,28;4,48;5,43;1,4;6,78;1,15;7,03;0,52;1,36;3,78;4,44;-1348,57;1153,64;-94,72;418,82;129,16;-1539,67;777,86;-257,87;51,81;-967,88;-1886,02;699,52;-184,97;502,07;-869,41;-2961,16;66,6;-178,61;-279,97;-3353,15
8;40402,3;13909,33;12999,73;7813,74;75125,1;40219,45;13507,04;12826,27;7365,06;73917,82;39946,29;13430,11;12905,07;7817,41;74098,88;38951,19;12834,7;12903,68;7045,8;71735,37;41746,38;12755,97;13079,54;7323,39;74905,29;3,22;9,04;0,61;6,7;0,29;3,66;5,89;1,94;0,57;1,32;4,31;5,28;1,33;6,75;1,08;6,7;0,62;1,34;3,79;4,23;-1344,08;1153,36;-79,81;490,35;219,81;-1526,93;751,07;-253,27;41,67;-987,47;-1800,09;674,14;-174,47;494,02;-806,41;-2795,19;78,73;-175,86;-277,59;-3169,92
9;40251,86;13834,23;12955,92;7785,65;74827,66;40088,24;13412,55;12796,28;7287,43;73584,5;39809,09;13337,7;12859,66;7730,98;73737,43;38899,58;12771,85;12874,18;7022,08;71567,69;41570,91;12685,08;13027,77;7245,45;74529,21;3,17;9,06;0,55;7,46;0,4;3,57;5,73;1,78;0,58;1,27;4,24;5,14;1,29;6,7;1,06;6,43;0,68;1,18;3,08;3,97;-1319,05;1149,15;-71,85;540,2;298,45;-1482,67;727,47;-231,49;41,98;-944,71;-1761,82;652,62;-168,11;485,53;-791,78;-2671,33;86,77;-153,59;-223,37;-2961,52
