;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;43905,95;12794,78;13514,11;7018,96;77233,8;42400,35;12919,86;13523,54;7384,6;76228,36;42360,81;12820,85;13536,45;7519,78;76237,9;43981,19;13057,04;13383,68;7256,32;77678,23
1;42802,23;12378,17;13301,44;6977,95;75459,78;41374,91;12463,29;13323,72;7348,18;74510,1;41285,82;12387,32;13360,46;7444,6;74478,19;42341,98;12656,59;13183,82;7299,05;75481,44
2;41733,66;11996,8;13093,38;6933,12;73756,95;40394,89;12062,57;13135,47;7303,5;72896,43;40312,04;11995,78;13180,84;7371,92;72860,58;41448,09;12273,05;13000,79;7283,4;74005,34
3;40736,33;11675,3;12895,07;6881,8;72188,51;39498,48;11756,41;12967,35;7245,69;71467,92;39501,51;11675,21;12998,02;7303,2;71477,93;40650,67;11935,69;12841,74;7215,8;72643,9
4;39850,09;11395,94;12713,79;6825,9;70785,72;38694,73;11515,02;12815,81;7183,39;70208,95;38759,46;11402,4;12828,69;7235,66;70226,21;39873,09;11635,32;12693,82;7175,06;71377,28
5;39102,29;11137,57;12553,93;6767,73;69561,52;37985,84;11297,48;12674,17;7125,5;69083,0;38000,64;11148,25;12686,26;7166,47;69001,61;39155,23;11446,43;12567,63;7115,67;70284,96
6;38466,37;10907,98;12406,22;6706,88;68487,45;37375,6;11086,96;12535,24;7068,33;68066,14;37334,44;10912,21;12554,76;7096,82;67898,23;38488,5;11237,15;12433,23;7053,43;69212,32
7;37915,37;10719,06;12267,76;6643,0;67545,18;36870,02;10881,76;12399,68;7007,55;67159,01;36875,68;10703,91;12421,85;7027,78;67029,22;37970,71;11036,25;12315,52;6946,72;68269,21
8;37474,62;10570,17;12174,68;6578,75;66798,22;36482,42;10716,68;12299,96;6948,93;66448,0;36566,1;10545,09;12319,08;6955,93;66386,21;37623,49;10877,12;12219,04;6862,05;67581,71
9;37164,89;10456,29;12140,89;6518,42;66280,5;36204,92;10620,2;12244,1;6898,55;65967,77;36306,44;10449,92;12257,32;6880,11;65893,79;37418,29;10806,23;12163,09;6819,57;67207,18
10;36936,41;10367,52;12052,39;6469,63;65825,95;35937,52;10558,81;12110,39;6853,66;65460,39;36006,55;10390,18;12120,76;6812,74;65330,22;36997,96;10649,41;11922,16;6756,68;66326,21
11;36700,99;10285,93;11803,0;6431,45;65221,38;35578,77;10484,64;11794,98;6804,55;64662,93;35594,54;10319,48;11807,51;6757,51;64479,05;36474,68;10349,95;11521,24;6752,45;65098,31
12;36287,38;10166,44;11445,91;6365,45;64265,17;35113,49;10354,11;11395,2;6722,33;63585,13;35062,5;10161,25;11397,93;6669,75;63291,44;35932,39;10203,38;11169,46;6629,4;63934,62
13;35628,95;9995,38;11079,49;6240,69;62944,51;34610,25;10172,7;11044,58;6588,84;62416,38;34479,97;9889,19;11011,66;6513,77;61894,58;35210,55;10070,32;10816,94;6470,46;62568,27
14;35160,79;9912,05;10823,5;6093,93;61990,28;34386,13;10137,65;10820,36;6447,91;61792,05;34162,32;9708,41;10743,17;6338,31;60952,21;35175,32;10172,29;10704,02;6332,34;62383,97
15;35302,15;10044,32;10765,83;5971,82;62084,12;34703,04;10411,2;10761,0;6349,76;62225,0;34375,3;9808,91;10648,85;6197,74;61030,8;35610,09;10467,46;10774,02;6245,73;63097,29
16;35907,13;10321,44;10845,47;5893,0;62967,05;35353,58;10823,81;10806,19;6308,36;63291,94;34940,3;10088,78;10657,75;6084,56;61771,39;36135,23;10708,58;10849,52;6203,98;63897,32
17;36715,24;10635,87;10974,88;5864,09;64190,09;36058,02;11169,82;10879,8;6320,35;64427,99;35604,27;10394,05;10682,43;5982,9;62663,65;36857,24;10884,29;10939,41;6207,45;64888,4
18;37572,74;10931,28;11109,23;5871,72;65484,97;36716,46;11430,8;10941,26;6349,33;65437,86;36260,7;10654,29;10696,76;5905,43;63517,17;37559,83;10975,77;10980,29;6213,96;65729,86
19;38365,19;11182,0;11225,55;5898,01;66670,75;37292,22;11640,5;10970,69;6361,1;66264,5;36850,42;10842,78;10694,4;5864,2;64251,8;38118,18;11131,05;10970,8;6212,76;66432,79
20;39028,78;11433,7;11345,49;5927,15;67735,13;37821,63;11854,1;10995,55;6363,12;67034,41;37357,13;11024,05;10687,04;5840,09;64908,31;38669,71;11379,37;11010,73;6205,58;67265,39
21;39549,07;11729,67;11486,68;5948,69;68714,11;38343,45;12120,27;11046,58;6370,34;67880,64;37779,19;11265,45;10688,57;5813,54;65546,76;39316,49;11656,62;11091,87;6202,13;68267,11
22;40058,37;12032,2;11606,14;5971,54;69668,25;38832,96;12440,25;11120,11;6385,79;68779,12;38130,8;11554,63;10703,85;5794,06;66183,34;39873,84;11915,3;11178,1;6199,39;69166,62
23;40657,14;12277,36;11662,12;6003,8;70600,41;39252,46;12777,15;11201,36;6407,75;69638,71;38422,14;11838,52;10733,27;5792,95;66786,88;40373,26;12147,56;11258,27;6245,36;70024,44
24;41171,53;12377,26;11678,67;6030,8;71258,26;39575,77;12988,92;11265,44;6427,11;70257,24;38631,52;11981,06;10768,68;5799,48;67180,74;40699,76;12302,0;11293,59;6245,61;70540,96
25;41424,0;12293,85;11689,04;6039,32;71446,21;39786,22;12977,89;11295,46;6438,84;70498,41;38747,79;11899,09;10803,58;5803,86;67254,31;40989,37;12316,42;11290,88;6256,38;70853,05
26;41496,45;12212,29;11697,77;6044,62;71451,12;39893,55;12928,8;11316,65;6461,4;70600,4;38833,82;11804,03;10846,86;5822,13;67306,84;41030,47;12372,75;11334,83;6269,61;71007,67
27;41521,6;12302,54;11705,06;6066,51;71595,71;39916,48;13030,24;11354,97;6512,28;70813,97;38940,63;11904,44;10907,01;5869,77;67621,86;41058,5;12509,75;11364,63;6358,15;71291,04
28;41575,89;12450,69;11722,62;6114,45;71863,64;39883,24;13203,53;11397,22;6581,56;71065,54;38997,84;12102,68;10975,5;5934,28;68010,3;41011,27;12587,49;11376,18;6378,6;71353,54
29;41696,99;12518,72;11759,05;6188,93;72163,69;39828,72;13329,87;11426,33;6653,03;71237,94;38951,11;12256,79;11041,39;5999,68;68248,97;40828,14;12692,83;11399,87;6421,04;71341,88
30;41823,79;12556,31;11799,1;6264,72;72443,91;39804,83;13397,23;11449,01;6712,73;71363,8;38931,73;12353,58;11101,02;6064,25;68450,58;40883,18;12751,75;11424,97;6439,18;71499,08
31;41901,16;12637,58;11832,74;6315,86;72687,34;39863,87;13422,39;11474,35;6749,53;71510,14;39082,69;12412,15;11153,25;6127,63;68775,71;41170,14;12807,39;11436,51;6486,36;71900,39
32;41997,02;12746,89;11894,69;6339,01;72977,61;40042,61;13430,81;11497,25;6761,19;71731,86;39408,25;12452,01;11199,56;6180,65;69240,47;41457,05;12793,89;11499,8;6495,78;72246,53
33;42173,02;12846,89;12004,41;6336,48;73360,8;40350,61;13452,79;11508,14;6748,24;72059,79;39854,16;12495,99;11237,44;6213,04;69800,63;41798,93;12810,81;11622,1;6491,35;72723,2
34;42342,93;12903,33;12075,54;6310,37;73632,16;40704,12;13529,43;11493,92;6713,22;72440,69;40270,78;12579,84;11245,81;6218,9;70315,32;42158,58;12919,3;11656,59;6440,32;73174,78
35;42452,88;12898,16;12056,83;6269,9;73677,77;41020,17;13668,35;11484,54;6668,4;72841,46;40555,04;12715,44;11250,55;6210,84;70731,88;42586,77;13094,5;11628,69;6379,94;73689,91
36;42726,5;12875,34;12143,4;6252,75;73997,99;41312,07;13732,56;11685,79;6663,1;73393,52;40885,56;12806,54;11484,04;6271,01;71447,15;43098,52;13215,75;11867,86;6417,48;74599,61
37;43373,46;12903,49;12500,37;6295,95;75073,26;41679,14;13640,07;12233,68;6741,15;74294,04;41498,19;12807,92;12105,46;6464,81;72876,38;43715,74;13218,18;12664,83;6583,36;76182,11
38;44270,3;13088,08;12926,6;6405,38;76690,36;42468,3;13673,47;12809,23;6887,67;75838,68;42576,12;12986,84;12774,78;6721,08;75058,83;44884,39;13490,52;13038,75;6745,06;78158,71
39;45198,03;13486,53;13189,61;6566,56;78440,72;43859,28;14086,2;13084,21;7065,73;78095,42;44108,64;13557,64;13133,27;6950,38;77749,94;46512,81;13988,14;13009,18;6972,53;80482,66
40;45888,64;13927,36;13297,68;6714,64;79828,32;45115,52;14650,37;13148,22;7209,07;80123,18;45361,87;14210,65;13246,83;7126,52;79945,86;47151,2;14289,1;13022,08;7054,28;81516,66
41;46138,59;14220,7;13318,59;6794,09;80471,97;45530,17;15073,17;13167,75;7267,23;81038,32;45692,44;14600,57;13270,42;7244,36;80807,79;47095,51;14693,26;12989,98;7101,68;81880,43
42;46051,07;14332,2;13317,2;6836,98;80537,46;45431,47;15283,39;13198,92;7282,28;81196,06;45542,23;14763,6;13290,8;7319,74;80916,36;47117,51;14849,85;13057,56;7104,32;82129,24
43;45775,94;14277,48;13340,12;6885,38;80278,91;45278,12;15284,87;13258,91;7307,31;81129,21;45452,64;14808,76;13355,35;7373,48;80990,22;46860,26;14728,39;13226,42;7127,1;81942,17
44;45343,06;14116,61;13363,62;6933,75;79757,04;45015,57;15160,18;13319,34;7346,79;80841,88;45277,94;14754,83;13422,28;7425,42;80880,47;46326,98;14521,8;13335,51;7165,49;81349,78
45;44765,45;13911,83;13356,7;6969,03;79003,02;44515,8;14996,55;13350,35;7393,73;80256,43;44787,09;14607,24;13443,32;7490,41;80328,06;45686,6;14441,01;13362,46;7247,79;80737,87
46;44108,9;13689,57;13329,44;6995,59;78123,5;43870,0;14820,96;13361,71;7444,05;79496,72;44094,94;14408,21;13433,5;7564,3;79500,96;44929,44;14218,24;13351,98;7269,1;79768,77
47;43452,34;13467,31;13302,18;7022,15;77243,98;43224,2;14645,37;13373,07;7494,37;78737,01;43402,78;14209,19;13423,69;7638,19;78673,85;44041,99;13900,82;13249,52;7353,46;78545,79
0;42105,3;13470,19;13171,16;7604,72;76351,37;42149,45;13969,73;13401,58;7453,23;76973,99;42386,75;13817,02;13484,0;7522,08;77209,85;42885,25;13507,99;13092,69;7342,63;76828,56
1;40853,62;13073,89;12925,46;7547,71;74400,68;41015,67;13565,04;13178,88;7416,7;75176,29;41292,32;13457,85;13230,7;7455,47;75436,34;41433,98;13186,05;12841,78;7294,4;74756,2
2;39699,88;12713,99;12697,29;7491,46;72602,62;39980,05;13201,44;12965,1;7366,38;73512,97;40276,03;13120,47;13008,55;7382,62;73787,67;40204,88;12877,74;12645,07;7257,44;72985,14
3;38723,54;12417,54;12498,6;7435,1;71074,78;39115,96;12909,94;12769,8;7295,85;72091,55;39396,69;12822,53;12836,6;7300,41;72356,24;39480,19;12646,26;12474,22;7191,61;71792,27
4;37929,98;12174,35;12318,94;7371,39;69794,65;38397,4;12681,27;12605,24;7228,3;70912,2;38635,9;12564,98;12685,56;7218,2;71104,64;38785,55;12421,6;12338,97;7103,96;70650,09
5;37302,13;11969,29;12147,05;7295,11;68713,59;37786,94;12496,25;12476,88;7183,46;69943,52;37970,12;12345,25;12525,45;7143,49;69984,3;38353,38;12191,01;12224,06;7037,13;69805,58
6;36807,16;11805,0;11990,77;7215,57;67818,5;37300,59;12336,33;12360,51;7137,61;69135,05;37432,5;12163,29;12371,95;7064,03;69031,77;37892,59;12024,0;12111,46;6987,18;69015,24
7;36423,6;11686,58;11865,06;7142,28;67117,51;36962,98;12190,1;12238,71;7066,9;68458,69;37063,51;12019,86;12250,3;6970,79;68304,46;37576,82;11872,78;12009,27;6930,8;68389,67
8;36191,41;11611,15;11794,27;7071,15;66667,99;36779,7;12074,01;12150,85;6990,33;67994,89;36876,23;11916,29;12178,46;6887,38;67858,37;37439,74;11773,0;11924,84;6894,07;68031,64
9;36151,52;11579,7;11780,21;6999,36;66510,79;36743,54;12012,03;12116,81;6932,96;67805,35;36861,8;11858,86;12147,74;6836,8;67705,2;37430,47;11702,07;11901,67;6829,94;67864,16
10;36287,39;11616,5;11724,94;6942,75;66571,58;36815,23;12030,17;12021,78;6901,21;67768,38;36951,17;11873,05;12050,06;6806,86;67681,14;37800,28;11825,36;11784,09;6783,07;68192,8
11;36579,8;11743,71;11540,94;6908,9;66773,34;36975,9;12137,8;11771,2;6885,92;67770,81;37086,5;11969,21;11799,82;6773,43;67628,95;38663,32;11995,47;11576,9;6751,27;68986,97
12;37056,23;11951,87;11281,82;6853,78;67143,69;37320,46;12275,75;11486,45;6834,29;67916,95;37315,06;12077,99;11500,44;6699,89;67593,37;39347,96;12137,95;11308,38;6668,0;69462,29
13;37764,77;12244,36;11047,79;6741,14;67798,06;37971,84;12423,26;11323,93;6710,26;68429,29;37749,72;12166,34;11296,21;6565,37;67777,64;39781,14;12242,56;11139,8;6544,2;69707,69
14;38789,2;12707,69;10984,3;6617,42;69098,61;39051,22;12781,76;11364,29;6588,27;69785,54;38660,63;12426,21;11305,82;6424,36;68817,03;40959,52;12793,8;11298,1;6442,79;71494,21
15;40173,87;13406,18;11199,78;6545,18;71325,02;40613,44;13513,2;11643,77;6554,73;72325,15;40237,25;13026,61;11601,06;6341,9;71206,82;42804,35;13811,74;11797,95;6467,39;74881,43
16;41769,78;14232,37;11609,46;6568,72;74180,32;42449,76;14399,36;12096,8;6633,4;75579,33;42188,87;13819,87;12091,67;6349,72;74450,14;44554,08;14798,51;12306,37;6554,6;78213,56
17;43388,69;15035,2;12084,75;6706,16;77214,81;44295,9;15172,87;12621,31;6815,94;78906,02;44138,89;14597,03;12644,44;6456,21;77836,58;46517,72;15760,43;12865,8;6813,19;81957,13
18;44878,98;15661,14;12515,11;6889,25;79944,48;45929,04;15749,86;13071,0;7028,27;81778,17;45847,09;15220,75;13116,24;6609,54;80793,62;48077,75;16414,79;13267,67;6997,05;84757,27
19;46129,13;16015,73;12822,6;7045,58;82013,05;47202,14;16122,68;13336,45;7195,74;83857,02;47165,51;15616,17;13404,61;6751,66;82937,96;49053,35;16706,7;13511,42;7137,46;86408,93
20;47151,62;16243,59;13041,84;7172,48;83609,53;48229,8;16404,96;13499,89;7307,27;85441,93;48178,83;15887,02;13579,74;6859,64;84505,22;49930,7;17086,18;13740,6;7252,47;88009,95
21;47991,59;16511,72;13221,77;7279,74;85004,82;49139,03;16713,48;13662,69;7371,32;86886,51;48992,83;16157,73;13730,1;6924,85;85805,51;50651,82;17544,48;13944,63;7359,68;89500,61
22;48700,93;16837,84;13356,17;7357,21;86252,15;49844,73;17056,38;13811,06;7411,08;88123,24;49565,05;16457,28;13844,73;6960,74;86827,81;51127,32;17840,38;14050,17;7389,45;90407,31
23;49274,24;17142,96;13425,9;7392,05;87235,15;50236,24;17366,89;13900,9;7442,88;88946,91;49833,66;16734,61;13888,75;6978,34;87435,35;51544,7;18044,23;14063,65;7353,65;91006,23
24;49470,09;17110,56;13415,36;7380,75;87376,76;50312,68;17387,23;13881,88;7440,88;89022,67;49807,36;16714,09;13831,08;6956,98;87309,51;51480,82;17760,32;13999,31;7293,19;90533,63
25;49171,99;16576,33;13332,81;7335,61;86416,74;50179,07;16983,64;13746,39;7390,19;88299,28;49601,04;16247,19;13681,98;6889,56;86419,77;50813,15;16944,62;13783,2;7196,69;88737,66
26;48999,35;16222,21;13278,57;7322,97;85823,1;50254,37;16709,45;13663,85;7361,93;87989,6;49683,59;15918,31;13613,27;6854,85;86070,02;50974,86;16946,08;13766,11;7227,6;88914,65
27;49510,7;16666,87;13342,87;7399,23;86919,67;50863,38;17068,71;13784,98;7424,35;89141,43;50413,4;16266,83;13771,42;6924,33;87375,99;51906,72;17780,87;13966,31;7334,23;90988,13
28;50285,3;17429,51;13483,42;7527,01;88725,24;51640,31;17681,37;14008,68;7548,04;90878,4;51352,77;16919,19;14039,84;7054,54;89366,34;52522,04;18233,9;14147,63;7461,34;92364,91
29;50799,52;17906,1;13632,14;7653,16;89990,92;52153,79;18060,11;14194,95;7681,25;92090,1;51986,68;17378,39;14264,88;7182,84;90812,78;52749,56;18476,88;14331,29;7558,96;93116,69
30;51097,49;18099,11;13750,24;7755,05;90701,88;52400,73;18172,88;14300,02;7780,6;92654,22;52286,66;17566,55;14407,88;7285,04;91546,13;52853,24;18486,76;14391,58;7659,18;93390,76
31;51336,38;18148,21;13806,39;7818,15;91109,13;52486,08;18109,63;14314,17;7815,55;92725,43;52365,2;17535,63;14462,06;7349,49;91712,38;52793,16;18266,35;14317,51;7705,29;93082,31
32;51557,82;18135,46;13769,86;7829,85;91292,99;52518,64;17992,98;14267,78;7798,81;92578,22;52412,07;17437,62;14433,25;7376,12;91659,06;52534,07;18202,62;14235,29;7690,79;92662,77
33;51670,1;18092,31;13618,89;7782,06;91163,36;52496,6;17912,18;14171,87;7746,62;92327,27;52479,87;17391,91;14312,03;7364,79;91548,61;52303,77;18214,75;14154,84;7614,32;92287,67
34;51163,5;17905,69;13367,04;7682,82;90119,05;51971,95;17790,1;13920,0;7646,14;91328,18;51995,47;17287,33;14015,58;7303,21;90601,59;51348,24;17910,51;13769,63;7476,02;90504,4
35;49719,05;17456,65;13067,35;7544,51;87787,56;50615,55;17514,49;13466,28;7488,79;89085,09;50528,69;16976,79;13526,88;7187,97;88220,33;49770,97;17368,71;12999,2;7275,41;87414,29
36;48198,49;16747,41;12895,55;7380,58;85222,02;49019,96;16999,03;13124,3;7312,16;86455,44;48847,02;16400,12;13165,67;7063,1;85475,91;48556,05;16617,27;12962,21;7145,41;85280,94
37;47524,27;15898,71;12981,85;7217,43;83622,25;47948,1;16267,05;13171,65;7167,77;84554,58;47881,77;15627,49;13206,93;6980,46;83696,65;47989,11;15658,51;13354,24;7059,19;84061,06
38;47680,98;15384,12;13151,81;7132,13;83349,04;47922,58;15754,63;13382,29;7116,71;84176,21;48021,93;15163,43;13409,89;6975,85;83571,1;48614,7;15382,8;13512,49;7070,86;84580,85
39;48386,5;15560,51;13208,0;7180,96;84335,98;49101,2;15838,97;13474,73;7192,67;85607,58;49254,35;15409,97;13481,04;7064,36;85209,73;50527,79;15837,69;13532,38;7241,88;87139,74
40;49229,56;15965,31;13165,69;7286,25;85646,82;50422,97;16249,05;13449,36;7310,19;87431,56;50499,74;15924,67;13431,59;7194,49;87050,49;51439,95;16254,4;13508,66;7330,27;88533,27
41;49839,42;16091,76;13105,44;7361,99;86398,61;50870,56;16618,94;13393,17;7382,22;88264,89;50794,57;16198,76;13365,37;7311,24;87669,93;51405,21;16817,38;13390,42;7331,01;88944,02
42;50136,44;16075,99;13156,39;7422,64;86791,46;50820,28;16851,41;13457,74;7434,61;88564,04;50704,55;16302,75;13451,87;7412,33;87871,49;51498,82;17073,99;13499,92;7430,03;89502,76
