;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;51677,96;14366,64;14526,75;7797,58;88368,93;48849,61;15416,75;14353,12;7923,44;86542,92;48986,6;14866,05;14461,63;8074,18;86388,46;50809,18;14338,84;14208,6;7765,14;87121,76
1;50007,45;13818,55;14271,8;7738,79;85836,58;47463,85;14833,02;14103,08;7870,96;84270,92;47723,52;14371,71;14193,62;8009,65;84298,5;49462,02;13827,07;13842,98;7766,06;84898,13
2;48466,03;13326,44;14021,78;7675,64;83489,9;46180,02;14310,7;13866,26;7805,83;82162,81;46517,05;13918,55;13946,89;7926,92;82309,41;48104,12;13400,14;13563,07;7719,18;82786,52
3;47161,46;12930,25;13782,0;7604,35;81478,06;45075,6;13893,74;13653,92;7721,17;80344,43;45415,0;13535,85;13736,98;7815,8;80503,63;47084,38;13040,06;13352,35;7645,61;81122,4
4;46116,04;12605,68;13559,34;7523,31;79804,36;44130,18;13556,36;13469,43;7633,38;78789,34;44430,0;13205,45;13556,39;7698,19;78890,03;46171,16;12700,14;13162,38;7570,53;79604,21
5;45312,36;12325,37;13360,43;7433,12;78431,29;43312,27;13266,19;13311,46;7558,39;77448,3;43570,73;12907,57;13392,52;7596,82;77467,64;45298,23;12441,67;13007,57;7495,96;78243,43
6;44659,55;12113,96;13189,41;7341,01;77303,92;42644,0;13034,25;13167,66;7487,14;76333,05;42865,25;12663,45;13235,28;7505,89;76269,87;44749,12;12250,06;12880,76;7415,35;77295,29
7;44085,51;11995,38;13052,11;7254,37;76387,36;42152,88;12874,17;13033,01;7408,71;75468,78;42341,04;12494,49;13085,7;7414,82;75336,06;44385,62;12154,84;12768,7;7332,68;76641,84
8;43666,82;11938,92;12963,6;7174,77;75744,11;41834,38;12766,69;12942,83;7329,52;74873,43;42003,92;12381,56;12986,92;7322,51;74694,91;44040,85;12065,22;12683,2;7250,24;76039,51
9;43483,98;11915,22;12919,67;7103,81;75422,68;41672,27;12697,41;12906,53;7260,17;74536,38;41843,08;12308,95;12953,16;7233,47;74338,66;43883,45;12029,94;12635,87;7216,13;75765,4
10;43484,34;11955,04;12829,62;7049,14;75318,14;41635,69;12704,37;12789,44;7210,5;74340,0;41802,98;12315,25;12840,97;7165,18;74124,37;43931,42;12042,3;12471,32;7156,42;75601,45
11;43593,19;12092,96;12614,4;7008,99;75309,53;41692,27;12815,09;12482,62;7178,19;74168,17;41822,91;12425,23;12530,51;7122,9;73901,55;44175,69;12106,68;12190,58;7146,93;75619,88
12;43780,39;12318,85;12327,99;6937,85;75365,08;41818,34;12962,56;12123,98;7113,03;74017,92;41866,35;12553,95;12154,24;7050,1;73624,64;44430,71;12211,62;11991,09;7007,21;75640,63
13;44095,96;12634,34;12067,63;6801,2;75599,13;42056,16;13115,48;11893,06;6977,82;74042,52;41978,42;12655,0;11891,13;6899,8;73424,34;44890,8;12324,5;11833,18;6786,75;75835,24
14;44865,81;13132,89;11970,38;6652,1;76621,19;42703,01;13479,89;11889,07;6835,23;74907,2;42506,59;12945,57;11854,22;6725,04;74031,42;45863,07;12804,27;11977,97;6679,98;77325,29
15;46337,25;13884,59;12144,88;6559,05;78925,76;44001,11;14228,66;12156,16;6762,7;77148,63;43737,35;13616,7;12100,59;6595,87;76050,52;47655,35;13583,73;12434,38;6713,66;80387,12
16;48167,37;14774,16;12545,99;6564,73;82052,25;45717,53;15164,45;12598,54;6796,87;80277,38;45410,76;14491,02;12529,67;6550,36;78981,81;49575,78;14387,38;12880,22;6835,79;83679,17
17;49929,53;15636,47;13074,18;6685,2;85325,38;47507,83;16026,71;13086,94;6943,95;83565,44;47154,15;15323,16;13004,64;6605,9;82087,85;51562,77;15226,44;13342,92;7066,06;87198,19
18;51452,53;16292,29;13565,96;6855,75;88166,53;49056,99;16672,25;13498,06;7129,22;86356,52;48690,42;15964,06;13401,49;6729,22;84785,19;52942,59;15727,65;13672,07;7228,83;89571,14
19;52662,71;16630,11;13893,08;7005,83;90191,73;50157,85;17041,8;13747,01;7275,35;88222,01;49835,29;16342,99;13636,95;6875,21;86690,45;53999,42;15960,86;13847,89;7321,6;91129,77
20;53621,09;16823,44;14132,36;7122,24;91699,14;51005,52;17294,52;13896,67;7375,62;89572,33;50680,46;16606,11;13777,94;7001,95;88066,46;54993,06;16349,33;14013,71;7415,12;92771,22
21;54395,17;17065,48;14374,97;7207,01;93042,63;51803,82;17599,01;14027,68;7441,34;90871,85;51344,42;16908,23;13903,91;7079,24;89235,81;55656,79;16771,05;14156,4;7506,55;94090,79
22;54943,63;17342,87;14564,43;7265,93;94116,86;52389,48;17943,23;14143,77;7485,44;91961,93;51776,95;17221,85;13994,5;7120,54;90113,85;56206,21;17024,39;14233,28;7531,21;94995,09
23;55206,96;17549,56;14628,68;7301,54;94686,74;52577,56;18229,79;14220,25;7514,62;92542,22;51907,96;17435,35;14010,16;7142,39;90495,86;56657,2;17150,56;14274,07;7549,45;95631,27
24;55161,62;17415,14;14580,81;7299,86;94457,43;52463,85;18200,52;14195,37;7509,08;92368,82;51756,59;17283,04;13934,51;7129,96;90104,1;56806,16;16949,78;14178,84;7524,44;95459,22
25;54894,61;16825,32;14470,98;7259,03;93449,93;52253,71;17736,01;14047,11;7460,81;91497,64;51450,81;16661,85;13789,05;7076,61;88978,32;56333,36;16203,22;13932,6;7480,34;93949,52
26;54898,95;16454,73;14412,47;7242,22;93008,37;52310,17;17432,51;13949,44;7435,33;91127,45;51464,79;16273,32;13723,61;7039,65;88501,37;56718,31;16235,84;13903,52;7498,91;94356,58
27;55561,07;16902,53;14496,26;7307,99;94267,85;52885,14;17826,37;14060,57;7494,4;92266,48;52156,56;16736,26;13863,62;7075,95;89832,39;57539,1;17051,64;14092,86;7601,87;96285,47
28;56434,74;17677,15;14661,02;7431,41;96204,32;53628,3;18498,53;14279,87;7611,14;94017,84;53073,4;17534,2;14108,63;7176,62;91892,85;58211,0;17537,56;14272,81;7678,67;97700,04
29;57002,48;18164,08;14822,1;7567,84;97556,5;54132,56;18916,13;14466,94;7737,9;95253,52;53684,55;18024,27;14322,9;7312,72;93344,44;58917,64;17873,43;14457,89;7773,54;99022,49
