;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;51677,96;14366,64;14526,75;7797,58;88368,93;48849,61;15416,75;14353,12;7923,44;86542,92;48986,6;14866,05;14461,63;8074,18;86388,46;50809,18;14338,84;14208,6;7765,14;87121,76;51121,74;14701,68;14828,38;8100,39;88752,19;1,09;2,28;2,03;3,74;0,43;4,44;4,86;3,21;2,18;2,49;4,18;1,12;2,47;0,32;2,66;0,61;2,47;4,18;4,14;1,84;556,22;-335,04;-301,63;-302,81;-383,26;-2272,13;715,07;-475,26;-176,95;-2209,27;-2135,14;164,37;-366,75;-26,21;-2363,73;-312,56;-362,84;-619,78;-335,25;-1630,43
1;50007,45;13818,55;14271,8;7738,79;85836,59;47463,85;14833,02;14103,08;7870,96;84270,91;47723,52;14371,71;14193,62;8009,65;84298,5;49462,02;13827,07;13842,98;7766,06;84898,13;49857,23;14231,01;14609,88;8020,25;86718,38;0,3;2,9;2,31;3,51;1,02;4,8;4,23;3,47;1,86;2,82;4,28;0,99;2,85;0,13;2,79;0,79;2,84;5,25;3,17;2,1;150,22;-412,46;-338,08;-281,46;-881,79;-2393,38;602,01;-506,8;-149,29;-2447,47;-2133,71;140,7;-416,26;-10,6;-2419,88;-395,21;-403,94;-766,9;-254,19;-1820,25
2;48466,03;13326,44;14021,78;7675,64;83489,89;46180,02;14310,7;13866,26;7805,83;82162,81;46517,05;13918,55;13946,89;7926,92;82309,41;48104,12;13400,14;13563,07;7719,18;82786,51;48647,14;13787,76;14379,66;7943,56;84758,11;0,37;3,35;2,49;3,37;1,5;5,07;3,79;3,57;1,73;3,06;4,38;0,95;3,01;0,21;2,89;1,12;2,81;5,68;2,82;2,33;-181,11;-461,32;-357,88;-267,92;-1268,22;-2467,12;522,94;-513,4;-137,73;-2595,3;-2130,09;130,79;-432,77;-16,64;-2448,7;-543,02;-387,62;-816,59;-224,38;-1971,6
3;47161,46;12930,25;13782,0;7604,35;81478,06;45075,6;13893,74;13653,92;7721,17;80344,43;45415,0;13535,85;13736,98;7815,8;80503,63;47084,38;13040,06;13352,35;7645,61;81122,4;47540,04;13392,96;14135,01;7869,68;82937,68;0,8;3,45;2,5;3,37;1,76;5,18;3,74;3,4;1,89;3,13;4,47;1,07;2,82;0,68;2,93;0,96;2,63;5,54;2,85;2,19;-378,58;-462,71;-353,01;-265,33;-1459,62;-2464,44;500,78;-481,09;-148,51;-2593,25;-2125,04;142,89;-398,03;-53,88;-2434,05;-455,66;-352,9;-782,66;-224,07;-1815,28
4;46116,04;12605,68;13559,34;7523,31;79804,37;44130,18;13556,36;13469,43;7633,38;78789,35;44430,0;13205,45;13556,39;7698,19;78890,03;46171,16;12700,14;13162,38;7570,53;79604,21;46561,15;13042,27;13909,33;7781,64;81294,39;0,96;3,35;2,52;3,32;1,83;5,22;3,94;3,16;1,91;3,08;4,58;1,25;2,54;1,07;2,96;0,84;2,62;5,37;2,71;2,08;-445,11;-436,59;-349,99;-258,33;-1490,02;-2430,97;514,09;-439,9;-148,26;-2505,04;-2131,15;163,18;-352,94;-83,45;-2404,36;-389,99;-342,13;-746,95;-211,11;-1690,18
5;45312,36;12325,37;13360,43;7433,12;78431,28;43312,27;13266,19;13311,46;7558,39;77448,31;43570,73;12907,57;13392,52;7596,82;77467,64;45298,23;12441,67;13007,57;7495,96;78243,43;45724,87;12732,52;13735,1;7667,15;79859,64;0,9;3,2;2,73;3,05;1,79;5,28;4,19;3,08;1,42;3,02;4,71;1,37;2,49;0,92;3,0;0,93;2,28;5,3;2,23;2,02;-412,51;-407,15;-374,67;-234,03;-1428,36;-2412,6;533,67;-423,64;-108,76;-2411,33;-2154,14;175,05;-342,58;-70,33;-2392,0;-426,64;-290,85;-727,53;-171,19;-1616,21
6;44659,55;12113,96;13189,41;7341,01;77303,93;42644,0;13034,25;13167,66;7487,14;76333,05;42865,25;12663,45;13235,28;7505,89;76269,87;44749,12;12250,06;12880,76;7415,35;77295,29;45025,6;12490,69;13605,03;7548,95;78670,28;0,81;3,02;3,05;2,75;1,74;5,29;4,35;3,21;0,82;2,97;4,8;1,38;2,72;0,57;3,05;0,61;1,93;5,32;1,77;1,75;-366,05;-376,73;-415,62;-207,94;-1366,35;-2381,6;543,56;-437,37;-61,81;-2337,23;-2160,35;172,76;-369,75;-43,06;-2400,41;-276,48;-240,63;-724,27;-133,6;-1374,99
7;44085,51;11995,38;13052,11;7254,37;76387,37;42152,88;12874,17;13033,01;7408,71;75468,77;42341,04;12494,49;13085,7;7414,82;75336,05;44385,62;12154,84;12768,7;7332,68;76641,84;44456,31;12337,81;13507,88;7452,0;77754,0;0,83;2,78;3,37;2,65;1,76;5,18;4,35;3,52;0,58;2,94;4,76;1,27;3,13;0,5;3,11;0,16;1,48;5,47;1,6;1,43;-370,8;-342,43;-455,77;-197,63;-1366,63;-2303,43;536,36;-474,87;-43,29;-2285,23;-2115,27;156,68;-422,18;-37,18;-2417,95;-70,69;-182,97;-739,18;-119,32;-1112,16
8;43666,82;11938,92;12963,6;7174,77;75744,11;41834,38;12766,69;12942,83;7329,52;74873,42;42003,92;12381,56;12986,92;7322,51;74694,91;44040,85;12065,22;12683,2;7250,24;76039,51;44024,23;12240,82;13456,4;7374,91;77096,37;0,81;2,47;3,66;2,71;1,75;4,97;4,3;3,82;0,62;2,88;4,59;1,15;3,49;0,71;3,11;0,04;1,43;5,75;1,69;1,37;-357,41;-301,9;-492,8;-200,14;-1352,26;-2189,85;525,87;-513,57;-45,39;-2222,95;-2020,31;140,74;-469,48;-52,4;-2401,46;16,62;-175,6;-773,2;-124,67;-1056,86
9;43483,98;11915,22;12919,67;7103,81;75422,68;41672,27;12697,41;12906,53;7260,17;74536,38;41843,08;12308,95;12953,16;7233,47;74338,66;43883,45;12029,94;12635,87;7216,13;75765,39;43739,5;12172,39;13436,5;7312,08;76660,46;0,58;2,11;3,85;2,85;1,61;4,73;4,31;3,94;0,71;2,77;4,34;1,12;3,6;1,08;3,03;0,33;1,17;5,96;1,31;1,17;-255,52;-257,17;-516,83;-208,27;-1237,78;-2067,23;525,02;-529,97;-51,91;-2124,08;-1896,42;136,56;-483,34;-78,61;-2321,8;143,95;-142,45;-800,63;-95,95;-895,07
