;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;44231,3;13476,52;14093,94;7651,24;79453,0;44090,59;13245,08;14258,78;7799,95;79394,4;44053,54;13462,13;14444,38;7995,45;79955,5;42705,94;13137,22;13921,38;7577,35;77341,89;43078,95;13772,07;14265,74;7884,85;79001,61;2,67;2,15;1,2;2,96;0,57;2,35;3,83;0,05;1,08;0,5;2,26;2,25;1,25;1,4;1,21;0,87;4,61;2,41;3,9;2,1;1152,35;-295,55;-171,8;-233,61;451,39;1011,64;-526,99;-6,96;-84,9;392,79;974,59;-309,94;178,64;110,6;953,89;-373,01;-634,85;-344,36;-307,5;-1659,72
1;42778,07;12965,81;13875,48;7595,31;77214,67;42763,47;12755,7;13998,94;7753,55;77271,66;42621,3;12948,96;14199,46;7946,86;77716,58;41490,23;12437,79;13373,07;7558,73;74859,82;41819,82;13271,37;14069,51;7850,28;77010,98;2,29;2,3;1,38;3,25;0,26;2,26;3,89;0,5;1,23;0,34;1,92;2,43;0,92;1,23;0,92;0,79;6,28;4,95;3,71;2,79;958,25;-305,56;-194,03;-254,97;203,69;943,65;-515,67;-70,57;-96,73;260,68;801,48;-322,41;129,95;96,58;705,6;-329,59;-833,58;-696,44;-291,55;-2151,16
2;41435,9;12498,65;13644,51;7532,29;75111,35;41513,47;12316,7;13758,93;7694,87;75283,97;41280,37;12471,84;13964,46;7879,37;75596,04;40292,52;11975,35;12940,25;7516,34;72724,46;40637,62;12823,53;13890,57;7802,89;75154,61;1,96;2,53;1,77;3,47;0,06;2,16;3,95;0,95;1,38;0,17;1,58;2,74;0,53;0,98;0,59;0,85;6,61;6,84;3,67;3,23;798,29;-324,88;-246,06;-270,6;-43,26;875,86;-506,83;-131,64;-108,02;129,36;642,76;-351,69;73,89;76,48;441,43;-345,1;-848,18;-950,32;-286,55;-2430,15
3;40293,0;12109,47;13397,17;7457,32;73256,96;40407,86;11964,38;13553,75;7616,6;73542,59;40111,07;12060,98;13748,25;7781,68;73701,98;39545,96;11889,88;13018,29;7449,0;71903,13;39601,09;12465,6;13739,57;7733,87;73540,13;1,75;2,86;2,49;3,58;0,39;2,04;4,02;1,35;1,52;0,0;1,29;3,25;0,06;0,62;0,22;0,14;4,62;5,25;3,68;2,23;691,91;-356,13;-342,4;-276,55;-283,17;806,77;-501,22;-185,82;-117,27;2,46;509,98;-404,62;8,68;47,81;161,85;-55,13;-575,72;-721,28;-284,87;-1637,0
4;39346,18;11796,36;13164,23;7374,4;71681,17;39474,57;11678,74;13379,0;7531,4;72063,71;39149,96;11723,32;13555,34;7673,12;72101,74;38675,09;11646,97;12668,87;7374,84;70365,77;38746,35;12171,36;13600,48;7650,48;72168,67;1,55;3,08;3,21;3,61;0,68;1,88;4,05;1,63;1,56;0,15;1,04;3,68;0,33;0,3;0,09;0,18;4,31;6,85;3,6;2,5;599,83;-375,0;-436,25;-276,08;-487,5;728,22;-492,62;-221,48;-119,08;-104,96;403,61;-448,04;-45,14;22,64;-66,93;-71,26;-524,39;-931,61;-275,64;-1802,9
5;38575,28;11548,4;12975,31;7289,26;70388,25;38725,74;11433,52;13225,0;7452,27;70836,53;38410,55;11459,36;13386,29;7574,59;70830,79;38150,29;11375,68;12596,15;7231,7;69353,82;38084,5;11907,06;13453,87;7562,65;71008,09;1,29;3,01;3,56;3,61;0,87;1,68;3,98;1,7;1,46;0,24;0,86;3,76;0,5;0,16;0,25;0,17;4,46;6,38;4,38;2,33;490,78;-358,66;-478,56;-273,39;-619,84;641,24;-473,54;-228,87;-110,38;-171,56;326,05;-447,7;-67,58;11,94;-177,3;65,79;-531,38;-857,72;-330,95;-1654,27
6;37983,41;11355,16;12820,78;7205,57;69364,92;38149,74;11233,81;13080,39;7373,65;69837,59;37858,0;11267,19;13229,93;7482,87;69837,99;37700,12;11251,84;12368,58;7136,26;68456,8;37559,2;11672,07;13293,41;7475,05;69999,73;1,13;2,72;3,56;3,61;0,91;1,57;3,75;1,6;1,36;0,23;0,8;3,47;0,48;0,1;0,23;0,38;3,6;6,96;4,53;2,2;424,21;-316,91;-472,63;-269,48;-634,81;590,54;-438,26;-213,02;-101,4;-162,14;298,8;-404,88;-63,48;7,82;-161,74;140,92;-420,23;-924,83;-338,79;-1542,93
7;37573,4;11208,39;12688,65;7125,51;68595,95;37733,74;11089,78;12942,58;7288,94;69055,04;37454,98;11141,56;13081,89;7390,7;69069,13;37277,11;11157,5;12254,15;7047,63;67736,39;37121,9;11475,91;13127,98;7391,1;69116,9;1,22;2,33;3,35;3,59;0,75;1,65;3,36;1,41;1,38;0,09;0,9;2,91;0,35;0,01;0,07;0,42;2,77;6,66;4,65;2,0;451,5;-267,52;-439,33;-265,59;-520,95;611,84;-386,13;-185,4;-102,16;-61,86;333,08;-334,35;-46,09;-0,4;-47,77;155,21;-318,41;-873,83;-343,47;-1380,51
8;37323,61;11108,14;12596,79;7047,3;68075,84;37483,86;11000,6;12845,67;7205,91;68536,04;37202,44;11066,31;12976,58;7298,86;68544,19;37124,66;11069,84;12229,16;6991,22;67414,88;36822,69;11335,69;13014,37;7314,49;68487,24;1,36;2,01;3,21;3,65;0,6;1,8;2,96;1,3;1,48;0,07;1,03;2,38;0,29;0,21;0,08;0,82;2,35;6,03;4,42;1,57;500,92;-227,55;-417,58;-267,19;-411,4;661,17;-335,09;-168,7;-108,58;48,8;379,75;-269,38;-37,79;-15,63;56,95;301,97;-265,85;-785,21;-323,27;-1072,36
9;37215,77;11059,68;12549,69;6971,83;67796,97;37396,38;10963,57;12800,33;7134,42;68294,7;37102,33;11031,05;12926,74;7211,43;68271,55;37278,86;11064,3;12219,54;6953,33;67516,03;36706,83;11262,69;12977,82;7249,73;68197,07;1,39;1,8;3,3;3,83;0,59;1,88;2,66;1,37;1,59;0,14;1,08;2,06;0,39;0,53;0,11;1,56;1,76;5,84;4,09;1,0;508,94;-203,01;-428,13;-277,9;-400,1;689,55;-299,12;-177,49;-115,31;97,63;395,5;-231,64;-51,08;-38,3;74,48;572,03;-198,39;-758,28;-296,4;-681,04
10;37269,6;11080,86;12468,49;6914,64;67733,59;37409,29;10979,58;12686,55;7078,27;68153,69;37122,31;11059,24;12819,45;7137,66;68138,66;37192,12;10985,75;12214,92;6910,65;67303,44;36701,7;11237,36;12869,56;7204,4;68013,03;1,55;1,39;3,12;4,02;0,41;1,93;2,29;1,42;1,75;0,21;1,15;1,59;0,39;0,93;0,18;1,34;2,24;5,09;4,08;1,04;567,89;-156,5;-401,07;-289,76;-279,44;707,58;-257,78;-183,01;-126,13;140,66;420,6;-178,12;-50,11;-66,74;125,63;490,42;-251,61;-654,64;-293,75;-709,59
11;37502,6;11183,94;12280,79;6880,32;67847,65;37462,68;11045,15;12405,29;7030,48;67943,6;37226,48;11162,42;12556,93;7078,6;68024,43;37449,88;11125,93;11918,09;6859,24;67353,14;36732,56;11242,03;12561,55;7170,11;67706,26;2,1;0,52;2,24;4,04;0,21;1,99;1,75;1,24;1,95;0,35;1,34;0,71;0,04;1,28;0,47;1,95;1,03;5,12;4,34;0,52;770,04;-58,09;-280,76;-289,79;141,39;730,12;-196,88;-156,26;-139,63;237,34;493,92;-79,61;-4,62;-91,51;318,17;717,32;-116,1;-643,46;-310,87;-353,12
12;37885,41;11346,09;12023,37;6814,94;68069,81;37563,18;11135,97;12071,89;6946,98;67718,02;37398,89;11270,56;12227,57;6997,18;67894,2;37541,14;10956,67;11658,74;6757,88;66914,43;36834,1;11297,39;12182,55;7071,54;67385,58;2,85;0,43;1,31;3,63;1,02;1,98;1,43;0,91;1,76;0,49;1,53;0,24;0,37;1,05;0,75;1,92;3,02;4,3;4,44;0,7;1051,31;48,7;-159,18;-256,6;684,23;729,08;-161,42;-110,66;-124,56;332,44;564,79;-26,83;45,02;-74,36;508,62;707,04;-340,72;-523,81;-313,66;-471,15
13;38407,89;11560,48;11774,29;6675,76;68418,42;37783,83;11257,93;11839,5;6797,54;67678,8;37678,37;11351,93;11961,65;6861,35;67853,3;38224,12;11254,57;11584,05;6585,66;67648,4;37110,11;11449,38;11913,2;6861,08;67333,77;3,5;0,97;1,17;2,7;1,61;1,82;1,67;0,62;0,93;0,51;1,53;0,85;0,41;0,0;0,77;3,0;1,7;2,76;4,01;0,47;1297,78;111,1;-138,91;-185,32;1084,65;673,72;-191,45;-73,7;-63,54;345,03;568,26;-97,45;48,45;0,27;519,53;1114,01;-194,81;-329,15;-275,42;314,63
14;39183,73;11919,15;11667,7;6523,29;69293,87;38396,64;11558,81;11798,19;6644,06;68397,7;38302,91;11609,58;11870,87;6697,28;68480,64;39019,02;11604,35;11668,53;6421,39;68713,29;37831,44;11806,66;11884,82;6668,92;68191,84;3,57;0,95;1,83;2,18;1,62;1,49;2,1;0,73;0,37;0,3;1,25;1,67;0,12;0,43;0,42;3,14;1,71;1,82;3,71;0,76;1352,29;112,49;-217,12;-145,63;1102,03;565,2;-247,85;-86,63;-24,86;205,86;471,47;-197,08;-13,95;28,36;288,8;1187,58;-202,31;-216,29;-247,53;521,45
15;40314,11;12495,1;11816,15;6433,51;71058,87;39596,02;12148,85;11994,39;6561,68;70300,94;39447,54;12208,66;12028,25;6549,74;70234,19;40828,73;12381,95;12137,99;6439,72;71788,39;39173,66;12431,63;12167,04;6630,19;70402,52;2,91;0,51;2,88;2,97;0,93;1,08;2,27;1,42;1,03;0,14;0,7;1,79;1,14;1,21;0,24;4,22;0,4;0,24;2,87;1,97;1140,45;63,47;-350,89;-196,68;656,35;422,36;-282,78;-172,65;-68,51;-101,58;273,88;-222,97;-138,79;-80,45;-168,33;1655,07;-49,68;-29,05;-190,47;1385,87
16;41726,43;13186,28;12189,95;6441,1;73543,76;41066,87;12846,32;12363,08;6586,29;72862,56;40836,09;12927,85;12370,51;6479,85;72614,3;42605,22;12845,53;12442,78;6570,86;74464,39;40764,29;13139,06;12631,99;6721,81;73257,15;2,36;0,36;3,5;4,18;0,39;0,74;2,23;2,13;2,02;0,54;0,18;1,61;2,07;3,6;0,88;4,52;2,23;1,5;2,25;1,65;962,14;47,22;-442,04;-280,71;286,61;302,58;-292,74;-268,91;-135,52;-394,59;71,8;-211,21;-261,48;-241,96;-642,85;1840,93;-293,53;-189,21;-150,95;1207,24
17;43276,81;13851,44;12705,38;6553,88;76387,51;42433,27;13433,7;12806,59;6723,07;75396,63;42133,13;13504,06;12794,91;6531,84;74963,94;44289,94;13277,62;12995,85;6806,01;77369,42;42170,2;13723,18;13116,72;6881,5;75891,6;2,62;0,93;3,14;4,76;0,65;0,62;2,11;2,36;2,3;0,65;0,09;1,6;2,45;5,08;1,22;5,03;3,25;0,92;1,1;1,95;1106,61;128,26;-411,34;-327,62;495,91;263,07;-289,48;-310,13;-158,43;-494,97;-37,07;-219,12;-321,81;-349,66;-927,66;2119,74;-445,56;-120,87;-75,49;1477,82
18;44710,04;14367,62;13204,9;6713,61;78996,17;43585,52;13842,4;13208,12;6893,48;77529,52;43217,44;13893,8;13177,0;6665,95;76954,19;45438,11;13609,5;13156,97;6986,97;79191,55;43263,71;14143,66;13515,56;7048,24;77971,17;3,34;1,58;2,3;4,75;1,31;0,74;2,13;2,27;2,2;0,57;0,11;1,77;2,5;5,42;1,3;5,03;3,78;2,65;0,87;1,57;1446,33;223,96;-310,66;-334,63;1025,0;321,81;-301,26;-307,44;-154,76;-441,65;-46,27;-249,86;-338,56;-382,29;-1016,98;2174,4;-534,16;-358,59;-61,27;1220,38
19;45813,95;14663,7;13558,23;6858,52;80894,4;44503,3;14069,84;13478,59;7018,75;79070,48;44051,14;14126,51;13422,19;6824,81;78424,65;46060,32;13894,84;13157,12;7069,21;80181,49;44046,13;14418,01;13769,27;7172,89;79406,3;4,01;1,7;1,53;4,38;1,87;1,04;2,41;2,11;2,15;0,42;0,01;2,02;2,52;4,85;1,24;4,57;3,63;4,45;1,45;0,98;1767,82;245,69;-211,04;-314,37;1488,1;457,17;-348,17;-290,68;-154,14;-335,82;5,01;-291,5;-347,08;-348,08;-981,65;2014,19;-523,17;-612,15;-103,68;775,19
20;46659,76;14857,46;13817,87;6978,85;82313,94;45257,7;14228,53;13658,92;7102,73;80247,88;44715,68;14303,89;13576,9;6964,58;79561,05;47189,32;14259,63;13218,01;7174,52;81841,48;44729,18;14629,58;13947,18;7252,59;80558,54;4,32;1,56;0,93;3,77;2,18;1,18;2,74;2,07;2,07;0,39;0,03;2,23;2,65;3,97;1,24;5,5;2,53;5,23;1,08;1,59;1930,58;227,88;-129,31;-273,74;1755,4;528,52;-401,05;-288,26;-149,86;-310,66;-13,5;-325,69;-370,28;-288,01;-997,49;2460,14;-369,95;-729,17;-78,07;1282,94
21;47355,44;15082,79;14055,29;7075,59;83569,11;45905,09;14430,94;13808,46;7165,2;81309,69;45279,44;14518,24;13704,72;7053,6;80556,0;47631,44;15131,3;13182,81;7257,45;83203,0;45502,21;14858,07;14125,69;7296,92;81782,89;4,07;1,51;0,5;3,03;2,18;0,89;2,87;2,25;1,81;0,58;0,49;2,29;2,98;3,33;1,5;4,68;1,84;6,67;0,54;1,74;1853,23;224,72;-70,4;-221,33;1786,22;402,88;-427,13;-317,23;-131,72;-473,2;-222,77;-339,83;-420,97;-243,32;-1226,89;2129,23;273,23;-942,88;-39,47;1420,11
22;47872,49;15348,99;14235,15;7140,87;84597,5;46351,8;14674,12;13930,28;7207,03;82163,23;45639,17;14752,01;13796,74;7095,41;81283,33;47968,53;15265,55;13211,52;7311,87;83757,47;46254,59;15102,63;14280,78;7318,89;82956,88;3,5;1,63;0,32;2,43;1,98;0,21;2,84;2,45;1,53;0,96;1,33;2,32;3,39;3,05;2,02;3,71;1,08;7,49;0,1;0,97;1617,9;246,36;-45,63;-178,02;1640,62;97,21;-428,51;-350,5;-111,86;-793,65;-615,42;-350,62;-484,04;-223,48;-1673,55;1713,94;162,92;-1069,26;-7,02;800,59
23;48151,45;15585,39;14307,55;7166,43;85210,82;46517,21;14889,88;14005,92;7223,93;82636,94;45700,92;14924,77;13827,15;7100,38;81553,22;48180,17;15621,23;13245,36;7278,42;84325,18;46814,11;15326,61;14360,59;7329,54;83830,85;2,86;1,69;0,37;2,23;1,65;0,63;2,85;2,47;1,44;1,42;2,38;2,62;3,71;3,13;2,72;2,92;1,92;7,77;0,7;0,59;1337,34;258,78;-53,04;-163,11;1379,97;-296,9;-436,73;-354,67;-105,61;-1193,91;-1113,19;-401,84;-533,44;-229,16;-2277,63;1366,06;294,62;-1115,23;-51,12;494,33
24;48145,43;15526,07;14271,22;7151,4;85094,12;46523,17;14864,19;13987,04;7209,8;82584,2;45579,47;14814,34;13775,07;7071,19;81240,07;48447,64;15357,19;13232,78;7307,12;84344,73;47062,38;15430,64;14302,23;7328,58;84123,84;2,3;0,62;0,22;2,42;1,15;1,15;3,67;2,2;1,62;1,83;3,15;3,99;3,69;3,51;3,43;2,94;0,48;7,48;0,29;0,26;1083,05;95,42;-31,01;-177,18;970,28;-539,21;-566,45;-315,19;-118,78;-1539,64;-1482,91;-616,31;-527,16;-257,39;-2883,77;1385,26;-73,45;-1069,45;-21,46;220,89
