;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;47617,06;15674,85;13982,78;7641,09;84915,78;46790,38;16181,83;13963,68;7747,65;84683,54;46884,8;15747,65;14112,1;8050,24;84794,79;44544,04;15200,08;13722,51;7654,35;81120,98;48198,19;16153,33;14348,73;7459,15;86159,39;1,21;2,96;2,55;2,44;1,44;2,92;0,18;2,68;3,87;1,71;2,72;2,51;1,65;7,92;1,58;7,58;5,9;4,36;2,62;5,85;-581,13;-478,48;-365,95;181,94;-1243,61;-1407,81;28,5;-385,05;288,5;-1475,85;-1313,39;-405,68;-236,63;591,09;-1364,6;-3654,15;-953,25;-626,22;195,2;-5038,41
1;46102,55;15141,09;13726,91;7574,97;82545,52;45373,27;15594,66;13720,24;7703,01;82391,18;45484,66;15227,27;13858,53;7991,13;82561,59;43419,31;15078,56;13488,16;7707,57;79693,6;46866,0;15612,02;14042,66;7421,14;83941,83;1,63;3,02;2,25;2,07;1,66;3,19;0,11;2,3;3,8;1,85;2,95;2,46;1,31;7,68;1,64;7,35;3,42;3,95;3,86;5,06;-763,45;-470,93;-315,75;153,83;-1396,31;-1492,73;-17,36;-322,42;281,87;-1550,65;-1381,34;-384,75;-184,13;569,99;-1380,24;-3446,69;-533,46;-554,5;286,43;-4248,23
2;44721,05;14655,13;13481,01;7518,87;80376,06;44080,77;15059,69;13486,26;7643,26;80269,98;44215,34;14746,21;13622,82;7909,41;80493,78;42424,0;14785,4;13241,16;7676,92;78127,48;45593,77;15104,82;13747,54;7378,45;81824,58;1,91;2,98;1,94;1,9;1,77;3,32;0,3;1,9;3,59;1,9;3,02;2,37;0,91;7,2;1,63;6,95;2,11;3,68;4,05;4,52;-872,72;-449,69;-266,53;140,42;-1448,52;-1513,0;-45,13;-261,28;264,81;-1554,6;-1378,43;-358,61;-124,72;530,96;-1330,8;-3169,77;-319,42;-506,38;298,47;-3697,1
3;43578,49;14252,36;13253,1;7476,32;78560,27;43009,63;14615,77;13271,07;7560,6;78457,07;43167,42;14333,84;13417,32;7793,32;78711,9;41415,63;14355,53;12981,38;7576,65;76329,19;44437,87;14656,43;13477,63;7326,41;79898,34;1,93;2,76;1,67;2,05;1,67;3,21;0,28;1,53;3,2;1,8;2,86;2,2;0,45;6,37;1,48;6,8;2,05;3,68;3,42;4,47;-859,38;-404,07;-224,53;149,91;-1338,07;-1428,24;-40,66;-206,56;234,19;-1441,27;-1270,45;-322,59;-60,31;466,91;-1186,44;-3022,24;-300,9;-496,25;250,24;-3569,15
4;42672,38;13918,53;13043,22;7424,84;77058,97;42145,36;14248,27;13083,45;7476,3;76953,38;42270,48;13979,76;13232,25;7674,47;77156,96;40563,86;13984,51;12761,48;7526,34;74836,19;43440,36;14253,95;13260,38;7260,52;78215,22;1,77;2,35;1,64;2,26;1,48;2,98;0,04;1,33;2,97;1,61;2,69;1,92;0,21;5,7;1,35;6,62;1,89;3,76;3,66;4,32;-767,99;-335,42;-217,16;164,32;-1156,25;-1295,0;-5,68;-176,93;215,78;-1261,84;-1169,88;-274,19;-28,13;413,95;-1058,26;-2876,5;-269,44;-498,9;265,82;-3379,03
5;41964,94;13633,18;12851,23;7342,94;75792,29;41446,28;13935,71;12927,86;7408,87;75718,72;41449,05;13668,74;13056,65;7582,05;75756,49;39970,41;13659,16;12581,4;7454,16;73665,13;42629,98;13882,79;13114,58;7179,92;76807,27;1,56;1,8;2,01;2,27;1,32;2,78;0,38;1,42;3,19;1,42;2,77;1,54;0,44;5,6;1,37;6,24;1,61;4,07;3,82;4,09;-665,04;-249,61;-263,35;163,02;-1014,98;-1183,7;52,92;-186,72;228,95;-1088,55;-1180,93;-214,05;-57,93;402,13;-1050,78;-2659,57;-223,63;-533,18;274,24;-3142,14
6;41385,62;13400,75;12684,03;7238,93;74709,33;40873,32;13682,62;12791,87;7336,64;74684,45;40768,54;13406,19;12896,86;7492,11;74563,7;39383,35;13398,24;12422,02;7358,17;72561,78;41996,3;13559,14;13011,16;7098,22;75664,82;1,45;1,17;2,51;1,98;1,26;2,67;0,91;1,69;3,36;1,3;2,92;1,13;0,88;5,55;1,46;6,22;1,19;4,53;3,66;4,1;-610,68;-158,39;-327,13;140,71;-955,49;-1122,98;123,48;-219,29;238,42;-980,37;-1227,76;-152,95;-114,3;393,89;-1101,12;-2612,95;-160,9;-589,14;259,95;-3103,04
7;40884,58;13228,65;12551,98;7129,86;73795,07;40403,82;13494,09;12667,78;7240,15;73805,84;40303,54;13200,22;12764,91;7379,11;73647,78;39068,86;13208,35;12274,76;7243,44;71795,41;41534,28;13304,6;12921,09;7028,95;74788,92;1,56;0,57;2,86;1,44;1,33;2,72;1,42;1,96;3,0;1,31;2,96;0,78;1,21;4,98;1,53;5,94;0,72;5,0;3,05;4,0;-649,7;-75,95;-369,11;100,91;-993,85;-1130,46;189,49;-253,31;211,2;-983,08;-1230,74;-104,38;-156,18;350,16;-1141,14;-2465,42;-96,25;-646,33;214,49;-2993,51
8;40527,78;13111,34;12472,35;7037,86;73149,33;40078,2;13351,32;12583,71;7148,98;73162,21;40024,4;13049,24;12678,35;7264,52;73016,51;38959,47;13084,08;12196,36;7135,86;71375,77;41299,28;13131,69;12863,43;6970,82;74265,22;1,87;0,15;3,04;0,96;1,5;2,96;1,67;2,17;2,56;1,49;3,09;0,63;1,44;4,21;1,68;5,67;0,36;5,19;2,37;3,89;-771,5;-20,35;-391,08;67,04;-1115,89;-1221,08;219,63;-279,72;178,16;-1103,01;-1274,88;-82,45;-185,08;293,7;-1248,71;-2339,81;-47,61;-667,07;165,04;-2889,45
9;40387,96;13047,0;12443,3;6979,96;72858,22;39935,93;13244,77;12545,84;7094,18;72820,72;39882,86;12956,23;12630,89;7175,36;72645,34;38958,91;13023,89;12209,43;7103,01;71295,24;41301,93;13044,67;12840,24;6920,78;74107,62;2,21;0,02;3,09;0,86;1,69;3,31;1,53;2,29;2,51;1,74;3,44;0,68;1,63;3,68;1,97;5,67;0,16;4,91;2,63;3,79;-913,97;2,33;-396,94;59,18;-1249,4;-1366,0;200,1;-294,4;173,4;-1286,9;-1419,07;-88,44;-209,35;254,58;-1462,28;-2343,02;-20,78;-630,81;182,23;-2812,38
