;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;46850,09;13998,16;13575,32;7761,9;82185,47;46091,35;13744,67;13437,03;7611,33;80884,39;46061,36;13828,23;13518,4;8174,25;81582,24;44440,25;14196,54;13550,15;7416,71;79603,65
1;45462,83;13504,46;13390,37;7713,19;80070,84;44903,18;13276,41;13251,26;7587,15;79018,0;44891,06;13315,5;13317,02;8088,0;79611,58;43180,87;13552,92;13341,23;7410,18;77485,18
2;44163,61;13048,74;13189,26;7659,85;78061,46;43777,57;12840,12;13064,28;7556,94;77238,91;43788,16;12846,45;13126,38;8010,01;77771,0;42003,19;13091,41;13165,98;7402,97;75663,55
3;43024,03;12658,84;12965,9;7598,32;76247,09;42764,44;12461,39;12879,39;7515,46;75620,69;42801,95;12454,66;12955,11;7942,7;76154,42;40924,12;12771,83;13010,93;7317,39;74024,28
4;42049,91;12321,91;12754,38;7529,47;74655,66;41863,05;12140,29;12718,02;7460,56;74181,92;41909,33;12133,42;12803,37;7865,1;74711,22;40053,8;12463,98;12839,3;7264,84;72621,91
5;41230,22;12022,28;12586,57;7455,73;73294,79;41067,07;11871,44;12594,72;7392,92;72926,14;41089,38;11868,66;12668,14;7759,74;73385,92;39408,87;12140,66;12654,82;7253,67;71458,03
6;40552,46;11773,54;12445,04;7381,6;72152,64;40398,25;11653,34;12478,42;7321,56;71851,57;40402,47;11657,18;12542,01;7646,44;72248,09;38837,52;11916,9;12528,56;7180,9;70463,88
7;40008,72;11589,24;12311,71;7310,24;71219,9;39880,69;11485,85;12344,31;7254,6;70965,44;39907,0;11498,24;12422,82;7548,66;71376,72;38331,62;11806,44;12449,27;7117,79;69705,12
8;39610,88;11453,57;12214,92;7237,36;70516,74;39519,43;11370,43;12238,04;7188,39;70316,29;39572,32;11390,07;12333,77;7467,11;70763,26;38015,45;11693,1;12355,4;7062,58;69126,53
9;39358,9;11349,36;12168,61;7161,89;70038,76;39292,78;11304,03;12188,12;7121,78;69906,71;39337,15;11328,2;12277,5;7397,51;70340,36;37886,56;11646,1;12276,49;7009,58;68818,72
10;39185,17;11283,41;12082,41;7102,94;69653,93;39090,96;11263,77;12083,92;7075,61;69514,25;39106,87;11298,63;12149,02;7338,36;69892,89;37657,91;11497,77;12044,28;6974,87;68174,82
11;39002,94;11256,05;11869,06;7069,03;69197,08;38804,5;11222,35;11823,25;7058,28;68908,38;38795,81;11280,35;11858,22;7280,54;69214,92;37355,69;11268,96;11671,62;6926,76;67223,02
12;38716,47;11217,69;11557,82;7006,2;68498,17;38413,32;11154,51;11476,8;7006,63;68051,26;38387,6;11233,82;11482,04;7181,56;68285,02;37015,93;11205,76;11375,99;6831,45;66429,13
13;38329,18;11144,15;11224,07;6870,13;67567,52;37998,81;11076,98;11158,04;6868,86;67102,68;37953,08;11158,74;11135,33;7013,33;67260,49;36573,22;11334,23;11130,58;6671,25;65709,27
14;38250,12;11162,8;11011,17;6717,62;67141,72;37959,12;11172,47;10978,71;6710,15;66820,45;37842,7;11230,01;10917,4;6838,73;66828,83;36874,2;11545,22;11129,06;6559,3;66107,79
15;38839,99;11391,69;11033,03;6619,96;67884,67;38611,33;11585,5;11011,78;6608,64;67817,26;38347,83;11592,96;10891,95;6731,29;67564,03;37895,17;11867,86;11388,63;6458,35;67610,0
16;39860,41;11759,89;11217,85;6605,23;69443,38;39631,67;12141,88;11176,74;6577,2;69527,49;39244,1;12099,21;10995,83;6716,37;69055,51;38959,63;12246,1;11617,9;6493,07;69316,7
