;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;45876,51;16033,23;13812,62;7987,62;83709,98;45960,62;16047,93;14038,47;8040,45;84087,47;45900,38;15339,68;14093,39;8545,61;83879,07;45504,12;15636,87;13908,39;7733,92;82783,3
1;44411,8;15451,92;13558,95;7920,26;81342,93;44535,0;15459,57;13792,82;7985,57;81772,96;44493,31;14798,03;13826,24;8476,27;81593,84;44244,78;15148,72;13689,44;7665,79;80748,74
2;43055,72;14924,48;13319,22;7853,96;79153,38;43227,36;14924,37;13558,83;7918,28;79628,84;43208,59;14300,79;13583,05;8393,2;79485,63;43097,43;14720,4;13507,38;7628,15;78953,35
3;41899,51;14489,35;13103,53;7787,1;77279,49;42131,29;14483,38;13346,48;7832,14;77793,29;42135,61;13882,2;13379,59;8287,97;77685,37;42095,12;14332,1;13299,41;7571,48;77298,11
4;40964,81;14123,3;12906,7;7707,32;75702,12;41242,83;14129,3;13158,96;7744,49;76275,58;41231,78;13535,75;13198,83;8173,36;76139,72;41310,8;14018,02;13072,53;7504,27;75905,64
5;40243,14;13800,41;12722,89;7606,61;74373,06;40532,6;13842,55;12996,58;7672,68;75044,41;40443,18;13248,27;13022,35;8063,18;74776,98;40735,19;13697,19;12886,8;7451,93;74771,11
6;39675,19;13545,75;12559,1;7505,08;73285,12;39967,31;13602,86;12854,78;7610,12;74035,07;39802,37;13020,78;12859,11;7954,01;73636,27;40303,95;13455,45;12727,53;7352,05;73838,99
7;39211,06;13383,94;12428,12;7422,26;72445,39;39524,43;13397,59;12734,66;7545,27;73201,95;39350,42;12854,29;12726,31;7841,16;72772,18;39838,29;13290,61;12611,98;7276,11;73016,98
8;38889,47;13286,87;12353,19;7347,4;71876,93;39228,55;13245,21;12664,8;7470,6;72609,17;39075,85;12735,69;12646,8;7731,91;72190,25;39667,43;13171,66;12526,98;7216,87;72582,94
9;38760,88;13228,64;12334,78;7270,15;71594,44;39104,88;13168,12;12646,73;7387,43;72307,16;38953,6;12659,36;12614,5;7637,11;71864,57;39563,29;13113,56;12485,57;7158,59;72321,02
10;38834,27;13245,08;12271,73;7212,15;71563,24;39133,89;13173,44;12546,22;7328,37;72181,93;38956,72;12663,82;12502,09;7569,97;71692,59;39640,18;13120,54;12347,95;7136,26;72244,94
11;39100,78;13372,05;12073,61;7184,54;71730,98;39285,06;13255,91;12257,25;7311,4;72109,62;39056,13;12771,34;12210,25;7528,4;71566,12;39700,17;13238,6;12021,29;7095,88;72055,94
12;39521,69;13583,69;11794,29;7124,48;72024,16;39528,5;13376,0;11922,44;7264,52;72091,47;39216,13;12894,98;11873,02;7446,9;71431,04;39930,15;13326,62;11671,86;7001,03;71929,66
13;40086,02;13869,13;11534,97;6981,53;72471,65;39900,62;13531,04;11724,25;7127,37;72283,27;39474,54;12987,61;11663,74;7276,62;71402,51;40354,46;13335,31;11523,44;6831,21;72044,41
14;40923,36;14339,14;11441,79;6828,85;73533,14;40702,11;13899,99;11755,72;6976,2;73334,02;40169,84;13270,48;11679,53;7098,93;72218,76;41601,94;13779,83;11675,57;6741,54;73798,88
15;42141,75;15083,63;11625,12;6759,16;75609,66;42160,22;14628,07;12056,27;6908,99;75753,56;41565,85;13938,66;11968,5;7009,62;74482,63;43475,62;14654,64;12207,89;6699,72;77037,87
16;43622,27;15987,44;12007,44;6819,63;78436,78;43944,04;15543,75;12540,1;6974,05;79001,95;43327,04;14814,16;12458,89;7032,23;77632,32;45179,5;15535,46;12700,24;6838,6;80253,8
17;45182,19;16878,45;12466,4;7019,58;81546,63;45642,34;16414,62;13086,49;7179,42;82322,87;45026,48;15649,17;13038,18;7162,31;80876,13;46895,93;16524,57;13220,09;7088,5;83729,08
18;46610,47;17561,77;12888,25;7262,4;84322,88;47080,84;17081,2;13560,43;7421,73;85144,2;46471,24;16289,73;13550,6;7355,68;83667,25;48171,84;17082,96;13552,79;7236,45;86044,05
19;47746,66;17914,41;13193,41;7450,46;86304,93;48190,66;17464,52;13862,02;7597,39;87114,59;47570,04;16662,17;13875,88;7561,98;85670,08;49121,38;17238,72;13684,47;7338,21;87382,78
20;48661,0;18123,91;13430,3;7588,05;87803,26;49087,53;17734,64;14046,23;7713,26;88581,66;48404,39;16920,03;14078,82;7745,68;87148,92;49960,26;17508,1;13866,0;7441,63;88775,98
21;49447,77;18398,39;13654,46;7698,7;89199,32;49879,36;18071,33;14192,23;7801,11;89944,03;49064,48;17226,45;14246,11;7880,19;88417,23;50796,16;17903,39;14116,35;7524,89;90340,78
22;50066,85;18717,72;13821,87;7780,78;90387,22;50458,09;18444,14;14321,42;7881,86;91105,51;49502,39;17555,84;14366,86;7959,93;89385,03;51221,16;18204,13;14189,36;7549,05;91163,7
23;50441,49;18960,79;13879,11;7825,0;91106,4;50707,98;18738,39;14422,21;7960,25;91828,84;49658,51;17797,23;14406,94;7987,52;89850,2;51359,9;18429,68;14111,97;7509,49;91411,03
24;50482,99;18830,71;13834,7;7816,38;90964,77;50698,62;18712,6;14408,89;7987,1;91807,21;49564,43;17686,83;14336,96;7977,34;89565,56;51414,06;18279,81;14013,62;7464,12;91171,6
25;50222,01;18206,73;13729,29;7760,26;89918,29;50590,14;18267,85;14238,64;7933,56;91030,19;49347,16;17118,2;14168,75;7952,13;88586,23;51225,72;17703,16;13825,51;7389,92;90144,31
26;50178,77;17848,35;13670,22;7748,93;89446,26;50719,47;18002,32;14114,3;7906,15;90742,25;49424,21;16767,07;14074,31;7956,2;88221,79;51566,09;17812,47;13805,81;7461,18;90645,55
27;50784,07;18423,22;13745,81;7862,53;90815,63;51323,96;18442,55;14224,78;8007,6;91998,9;50101,69;17229,77;14202,66;8030,47;89564,59;52272,41;18697,21;14018,06;7649,64;92637,31
28;51621,63;19351,19;13901,86;8045,64;92920,31;52065,56;19131,51;14457,64;8190,35;93845,06;50949,34;18002,89;14450,73;8180,8;91583,76;52841,82;19226,9;14210,07;7808,15;94086,93
29;52190,41;19919,67;14058,88;8219,36;94388,32;52558,13;19508,63;14654,21;8376,91;95097,88;51485,71;18461,43;14673,78;8390,44;93011,35;53322,15;19451,95;14412,92;7994,8;95181,82
30;52497,59;20134,06;14178,99;8346,4;95157,05;52798,42;19582,88;14772,37;8520,39;95674,06;51760,57;18593,93;14812,45;8587,32;93754,27;53493,8;19497,15;14492,78;8071,82;95555,56
31;52663,01;20163,63;14239,15;8406,0;95471,78;52880,63;19495,6;14804,01;8591,32;95771,56;51934,16;18541,15;14841,35;8704,48;94021,13;53492,02;19287,23;14436,14;8051,97;95267,36
32;52748,89;20115,2;14234,05;8401,92;95500,06;52905,74;19348,08;14760,77;8599,06;95613,66;52077,19;18439,02;14785,4;8750,63;94052,24;53319,5;19108,16;14329,33;7991,32;94748,32
33;52709,65;20030,85;14151,96;8341,17;95233,64;52869,64;19198,76;14636,45;8557,0;95261,85;52137,07;18367,8;14651,73;8743,92;93900,52;53173,9;19007,38;14207,79;7933,16;94322,24
34;52125,83;19756,19;13937,64;8219,27;94038,93;52340,93;18974,51;14333,98;8455,67;94105,09;51657,55;18189,66;14325,71;8664,48;92837,39;52296,84;18628,13;13817,82;7797,54;92540,33
35;50718,44;19132,04;13582,98;8036,76;91470,23;51003,07;18574,49;13822,47;8289,0;91689,02;50320,7;17752,51;13761,2;8500,77;90335,18;50837,84;17981,19;13115,99;7632,49;89567,51
36;49144,28;18176,68;13311,88;7825,86;88458,7;49426,1;17918,51;13426,57;8087,54;88858,72;48765,51;17065,37;13307,76;8312,52;87451,17;49497,31;17116,23;13021,08;7448,54;87083,16
37;48160,71;17044,62;13320,9;7635,07;86161,3;48336,47;17043,17;13431,67;7901,18;86712,49;47776,45;16253,69;13281,27;8170,2;85481,61;48524,44;16037,76;13271,9;7328,08;85162,18
38;47991,71;16257,76;13465,29;7546,44;85261,2;48199,59;16431,74;13610,28;7820,55;86062,15;47762,86;15747,62;13467,23;8115,91;85093,61;48967,7;15750,04;13433,59;7286,33;85437,67
39;48605,32;16229,68;13556,05;7611,87;86002,91;49155,5;16485,81;13678,36;7903,87;87223,54;48792,17;15878,32;13580,46;8168,51;86419,46;50662,55;16119,19;13576,65;7440,7;87799,09
40;49479,23;16573,18;13568,61;7729,06;87350,08;50303,97;16833,76;13638,36;8038,8;88814,89;49939,43;16276,35;13583,55;8282,08;88081,41;51527,38;16479,56;13639,64;7534,9;89181,48
41;50086,52;16816,59;13539,76;7792,22;88235,09;50762,72;17027,87;13578,45;8106,21;89475,25;50338,27;16511,49;13531,13;8401,57;88782,45;51749,17;16804,0;13566,0;7597,64;89716,8
42;50372,02;16951,04;13587,44;7835,68;88746,18;50761,75;17089,27;13643,08;8130,33;89624,43;50349,07;16611,01;13598,13;8500,3;89058,51;51371,51;17027,97;13696,5;7638,03;89734,01
43;50377,95;17055,49;13793,22;7910,98;89137,64;50674,0;17120,0;13919,66;8160,66;89874,32;50446,86;16679,53;13906,34;8567,89;89600,62;50861,78;17171,72;14090,27;7738,36;89862,14
44;50064,35;17097,38;14012,03;7998,44;89172,21;50331,88;17076,95;14211,01;8204,46;89824,31;50338,3;16673,63;14244,5;8630,88;89887,31;50235,4;17180,9;14312,48;7820,99;89549,77
45;49412,48;17036,61;14091,49;8068,93;88609,51;49529,55;16906,7;14314,7;8258,1;89009,06;49676,51;16539,15;14389,24;8716,47;89321,36;48975,34;16921,76;14323,91;7891,75;88112,76
46;48570,59;16914,35;14076,61;8126,74;87688,29;48448,68;16659,86;14291,62;8316,81;87716,97;48668,83;16327,23;14401,68;8817,65;88215,39;47629,54;16614,51;14264,04;7924,33;86432,43
47;47728,71;16792,08;14061,72;8184,56;86767,07;47367,8;16413,02;14268,55;8375,51;86424,88;47661,15;16115,31;14414,13;8918,83;87109,41;46657,18;16194,32;14090,44;7920,89;84862,84
