;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;42471,53;13600,57;13093,4;7844,04;77009,54;42388,71;14477,09;13411,73;7852,4;78129,92;42526,05;14030,98;13456,6;8357,22;78370,85;43284,21;13959,85;13289,03;7509,39;78042,48
1;41202,01;13182,33;12870,62;7784,59;75039,56;41256,38;14048,44;13191,71;7814,33;76310,86;41422,89;13609,24;13198,39;8304,05;76534,57;41664,96;13593,53;13024,69;7427,36;75710,53
2;40040,95;12804,87;12654,65;7724,71;73225,17;40217,32;13660,65;12979,77;7760,31;74618,05;40392,67;13225,76;12970,33;8236,95;74825,71;40523,68;13283,45;12842,88;7396,19;74046,21
3;39071,9;12497,46;12451,19;7662,85;71683,4;39341,32;13344,18;12784,93;7682,6;73153,03;39492,34;12909,5;12791,65;8147,27;73340,76;39732,7;13016,02;12668,73;7312,89;72730,33
4;38278,85;12243,39;12261,67;7593,13;70377,05;38604,36;13087,88;12620,08;7606,21;71918,52;38714,94;12652,23;12637,83;8047,43;72052,43;39053,47;12782,64;12538,54;7246,07;71620,72
5;37627,39;12022,79;12087,23;7512,06;69249,46;37973,19;12872,73;12491,55;7554,07;70891,54;38046,06;12438,6;12481,86;7950,5;70917,03;38546,9;12526,28;12421,81;7187,78;70682,76
6;37108,96;11849,2;11932,12;7430,19;68320,46;37471,57;12689,8;12375,76;7507,97;70045,1;37505,38;12262,05;12330,63;7851,01;69949,07;38149,61;12332,43;12279,95;7132,11;69894,09
7;36725,51;11737,42;11805,25;7357,44;67625,63;37129,3;12536,78;12255,8;7445,78;69367,66;37119,62;12120,42;12201,76;7744,12;69185,92;37785,37;12202,44;12208,23;7059,69;69255,73
8;36495,19;11673,84;11730,99;7287,21;67187,23;36943,43;12427,71;12171,46;7370,83;68913,43;36909,82;12020,32;12121,9;7646,0;68698,04;37676,59;12099,42;12121,15;7010,32;68907,47
9;36434,1;11647,35;11713,17;7215,08;67009,71;36899,66;12380,65;12142,1;7295,99;68718,41;36879,96;11974,58;12091,49;7572,82;68518,86;37657,34;12068,21;12088,91;6965,81;68780,27
10;36534,03;11685,36;11658,12;7162,04;67039,55;36971,16;12413,23;12048,64;7246,78;68679,81;36971,75;12012,04;11997,07;7519,78;68500,64;37992,95;12127,5;11988,01;6932,95;69041,41
11;36786,97;11816,06;11480,66;7138,5;67222,19;37146,41;12531,05;11793,13;7234,13;68704,72;37131,65;12143,68;11746,31;7470,99;68492,63;38795,44;12344,11;11777,28;6908,48;69825,32
12;37210,16;12032,26;11227,09;7087,28;67556,79;37487,99;12692,14;11500,52;7197,79;68878,44;37387,38;12293,06;11445,52;7387,28;68513,23;39482,64;12451,18;11486,72;6788,84;70209,39
13;37841,66;12337,4;10990,31;6962,08;68131,45;38091,39;12888,49;11332,84;7087,45;69400,16;37828,55;12424,45;11244,47;7243,63;68741,11;39986,71;12479,93;11361,35;6662,68;70490,67
14;38777,7;12812,91;10918,16;6827,57;69336,33;39109,71;13295,67;11377,32;6963,63;70746,33;38711,23;12752,35;11268,28;7094,94;69826,8;41139,95;13024,78;11501,53;6572,13;72238,39
15;40081,51;13518,1;11122,47;6764,71;71486,79;40630,65;14051,12;11674,21;6904,54;73260,52;40218,59;13459,12;11592,84;7008,09;72278,63;42868,05;14054,58;12007,91;6564,23;75494,77
16;41626,14;14345,87;11516,15;6808,56;74296,72;42422,55;14956,26;12150,38;6948,26;76477,45;42075,85;14348,54;12121,92;7017,84;75564,14;44687,39;15054,01;12543,42;6717,42;79002,24
17;43234,91;15146,52;11970,71;6962,99;77315,13;44196,84;15766,93;12695,15;7102,89;79761,82;43928,31;15165,46;12713,68;7135,27;78942,72;46703,19;16053,09;13105,78;6973,43;82835,49
18;44722,3;15766,41;12391,18;7152,94;80032,83;45756,8;16392,76;13160,82;7296,71;82607,1;45559,49;15797,74;13216,04;7308,68;81881,95;48200,73;16720,75;13515,59;7157,66;85594,73
19;45945,03;16112,41;12712,16;7304,2;82073,8;46983,29;16811,48;13437,7;7454,46;84686,93;46836,13;16204,15;13521,07;7479,24;84040,59;49211,34;17041,94;13732,28;7269,06;87254,61
20;46937,62;16337,37;12953,2;7424,65;83652,84;47975,55;17119,71;13605,11;7566,55;86266,91;47819,77;16484,06;13707,62;7622,34;85633,8;50079,68;17422,0;13956,56;7398,11;88856,35
21;47763,84;16612,06;13146,07;7533,73;85055,7;48841,88;17423,33;13763,68;7642,62;87671,52;48592,27;16750,03;13872,95;7723,86;86939,11;50799,86;17878,29;14187,27;7501,23;90366,66
22;48426,57;16933,11;13286,45;7614,86;86260,99;49508,57;17746,59;13910,12;7703,51;88868,79;49121,92;17026,76;14001,16;7777,37;87927,2;51275,9;18138,7;14283,69;7539,99;91238,28
