;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;49317,11;16138,36;14278,0;8281,03;88014,51;48259,91;16394,22;14082,4;7832,15;86568,69;48156,81;15974,53;14244,67;8276,26;86652,27;47176,48;15888,69;14132,77;7900,52;85098,46
1;47750,72;15558,42;14016,94;8034,21;85360,29;46850,96;15781,14;13845,76;7770,76;84248,62;46737,43;15470,31;13985,05;8212,55;84405,35;45385,58;15120,0;13831,44;7849,79;82186,82
2;46319,98;15034,48;13764,71;7941,95;83061,12;45515,53;15234,62;13615,74;7705,25;82071,13;45413,84;14998,39;13745,32;8133,59;82291,14;44280,68;14559,17;13615,14;7751,82;80206,82
3;45134,26;14606,31;13529,24;8060,67;81330,48;44323,01;14800,43;13399,87;7632,63;80155,92;44260,73;14583,2;13538,87;8029,76;80412,56;43250,94;14249,16;13426,32;7619,75;78546,16
4;44197,76;14248,8;13314,81;8054,31;79815,68;43326,16;14441,16;13209,42;7554,48;78531,2;43268,36;14217,62;13353,31;7914,05;78753,34;42404,98;13939,59;13246,91;7543,62;77135,1
5;43475,51;13932,48;13124,8;7666,67;78199,46;42552,85;14113,96;13050,69;7473,2;77190,7;42418,05;13891,04;13174,68;7800,95;77284,73;41727,49;13669,25;13079,6;7518,63;75994,97
6;42881,05;13675,36;12962,67;7353,46;76872,55;41948,02;13837,3;12906,49;7389,96;76081,76;41739,72;13610,48;13008,57;7688,35;76047,12;41181,39;13475,16;12937,8;7445,43;75039,78
7;42350,73;13497,62;12833,59;7525,69;76207,64;41457,03;13635,04;12765,67;7306,52;75164,27;41263,11;13387,26;12867,59;7574,53;75092,49;40830,71;13370,38;12819,59;7349,63;74370,33
8;41963,71;13380,75;12749,37;7703,51;75797,34;41110,11;13491,35;12664,9;7228,5;74494,86;40968,62;13232,39;12772,99;7475,96;74449,96;40666,07;13258,27;12738,02;7236,82;73899,18
9;41809,48;13307,85;12705,15;7412,31;75234,79;40944,21;13393,34;12620,25;7163,06;74120,86;40823,43;13156,55;12722,32;7405,4;74107,7;40673,53;13160,43;12713,88;7159,38;73707,22
10;41876,1;13307,28;12622,75;7089,32;74895,44;40938,31;13379,77;12517,82;7119,81;73955,72;40791,13;13169,33;12609,82;7342,57;73912,85;40582,07;13151,97;12507,19;7083,59;73324,82
11;42128,23;13407,73;12431,31;7182,11;75149,38;41056,7;13477,19;12260,0;7098,2;73892,09;40835,73;13263,04;12348,99;7265,56;73713,32;40699,52;13223,55;12130,56;7083,16;73136,79
12;42538,36;13594,08;12162,71;7267,74;75562,89;41262,85;13611,63;11944,36;7054,57;73873,42;40926,44;13361,76;12033,76;7178,91;73500,86;41010,29;13339,16;11875,93;6935,31;73160,69
13;43119,47;13864,35;11893,35;6911,79;75788,96;41587,0;13743,74;11710,82;6953,25;73994,82;41110,75;13432,54;11795,8;7088,89;73427,98;41389,06;13466,11;11701,12;6733,17;73289,45
14;44038,63;14312,92;11775,16;6504,48;76631,19;42327,26;14073,09;11673,35;6833,71;74907,4;41744,13;13682,49;11737,46;6982,07;74146,15;42587,61;13980,54;11825,8;6611,12;75005,07
15;45429,37;15010,74;11934,41;6508,58;78883,1;43725,28;14774,32;11901,98;6752,23;77153,81;43114,52;14297,64;11926,11;6855,61;76193,88;44384,34;14886,06;12263,34;6626,44;78160,18
16;47136,91;15838,8;12319,13;6852,54;82147,39;45529,12;15683,29;12317,01;6757,37;80286,79;44931,93;15139,62;12318,48;6768,79;79158,82;46112,58;15737,92;12703,35;6755,5;81309,35
17;48928,78;16632,14;12823,47;7336,22;85720,61;47383,11;16563,85;12800,86;6875,32;83623,14;46792,7;15990,39;12826,67;6782,21;82391,98;48004,39;16597,36;13185,21;7026,58;84813,54
18;50550,06;17232,02;13304,23;7779,32;88865,63;49010,38;17230,65;13234,28;7050,47;86525,78;48416,48;16637,7;13294,73;6899,83;85248,72;49483,94;17177,05;13512,07;7225,28;87398,34
19;51810,5;17542,87;13649,71;8041,78;91044,85;50237,8;17581,56;13529,19;7218,62;88567,17;49625,69;16952,24;13596,46;7100,24;87274,63;50471,53;17408,53;13666,28;7360,85;88907,19
20;52801,11;17715,61;13911,43;8124,53;92552,68;51228,45;17796,56;13723,85;7362,98;90111,84;50530,68;17130,77;13792,73;7317,42;88771,6;51456,36;17758,79;13848,04;7478,56;90541,75
21;53643,19;17923,82;14154,09;8089,73;93810,83;52150,52;18072,97;13876,84;7479,98;91580,31;51268,14;17387,0;13965,46;7485,52;90106,12;52443,12;18186,81;14046,32;7575,3;92251,55
22;54297,89;18185,33;14331,73;8103,41;94918,37;52856,54;18395,31;14001,64;7571,76;92825,25;51792,43;17676,38;14093,62;7584,23;91146,66;53098,66;18467,81;14150,02;7591,84;93308,33
23;54687,35;18424,08;14388,81;8267,05;95767,29;53181,18;18657,19;14087,86;7635,31;93561,54;52032,51;17857,66;14136,39;7613,36;91639,92;53393,74;18681,2;14172,76;7614,02;93861,71
24;54737,7;18344,25;14342,02;8319,96;95743,93;53203,28;18601,31;14074,81;7641,47;93520,87;51998,13;17661,06;14076,67;7607,78;91343,65;53479,16;18485,91;14092,75;7570,52;93628,33
25;54501,96;17797,98;14239,45;8035,16;94574,54;53112,9;18115,93;13937,39;7579,62;92745,84;51808,43;16990,22;13934,27;7603,3;90336,22;53423,06;17790,24;13889,92;7529,61;92632,83
26;54536,82;17448,86;14182,51;7682,57;93850,75;53300,67;17822,59;13843,39;7539,22;92505,87;51939,13;16570,96;13852,99;7604,48;89967,56;53718,48;17914,85;13902,3;7556,6;93092,24
27;55295,91;17895,06;14252,66;7596,83;95040,47;54041,44;18268,83;13948,38;7604,01;93862,67;52748,4;17035,41;13958,95;7617,1;91359,86;54685,69;18830,36;14097,75;7711,42;95325,21
28;56316,94;18661,67;14398,26;7874,51;97251,38;54946,19;18973,0;14166,07;7734,84;95820,1;53767,48;17818,43;14183,74;7683,06;93452,71;55327,61;19378,65;14275,32;7825,15;96806,73
29;57040,82;19149,88;14549,65;8460,63;99200,97;55567,89;19347,28;14368,56;7867,76;97151,5;54457,28;18237,34;14419,51;7830,63;94944,75;55617,78;19645,69;14462,13;7987,49;97713,09
30;57437,23;19338,47;14698,14;8932,12;100405,96;55891,35;19408,56;14503,31;7962,72;97765,95;54824,08;18336,54;14595,12;7997,67;95753,4;55795,43;19720,46;14531,46;8058,36;98105,71
31;57602,45;19346,92;14816,43;8928,29;100694,09;56009,58;19312,24;14546,4;7995,59;97863,82;54999,74;18313,41;14664,81;8115,97;96093,94;55781,94;19513,87;14473,2;8124,17;97893,18
32;57610,39;19279,62;14741,58;8706,19;100337,78;56016,64;19163,25;14512,96;7981,91;97674,76;55072,91;18250,4;14647,49;8183,56;96154,35;55627,24;19420,35;14400,42;8082,22;97530,23
33;57424,02;19196,49;14358,97;8581,08;99560,55;55899,9;19018,22;14402,67;7939,91;97260,7;55011,93;18171,65;14551,15;8207,33;95942,06;55494,29;19385,4;14343,06;7981,65;97204,4
34;56584,89;18994,55;13882,76;8483,27;97945,47;55219,07;18791,17;14114,06;7858,94;95983,24;54347,06;17983,28;14275,56;8163,61;94769,51;54404,18;19017,16;13996,56;7825,92;95243,83
35;54787,43;18554,21;13558,99;8292,23;95192,86;53654,38;18372,8;13608,53;7725,53;93361,24;52755,79;17576,92;13778,09;8034,05;92144,85;52390,55;18364,79;13288,65;7655,66;91699,65
36;52758,89;17852,14;13432,17;8069,09;92112,3;51795,92;17703,09;13199,94;7543,89;90242,83;50942,75;16904,37;13354,76;7852,37;89054,25;50847,43;17577,59;13158,61;7471,29;89054,92
37;51388,31;16979,56;13481,45;7888,17;89737,49;50407,04;16834,21;13174,62;7344,76;87760,64;49755,99;16037,88;13282,25;7668,82;86744,93;49839,47;16588,65;13469,55;7338,18;87235,85
38;51179,05;16389,31;13625,88;7694,92;88889,16;50034,2;16217,76;13356,4;7247,36;86855,71;49590,25;15471,46;13421,18;7547,57;86030,46;50252,65;16295,65;13645,74;7353,66;87547,7
39;52245,44;16438,03;13777,31;7466,19;89926,97;50891,3;16231,25;13500,19;7341,1;87963,84;50493,07;15600,31;13562,28;7541,43;87197,08;52147,64;16668,51;13743,57;7557,77;90117,49
40;53531,27;16735,64;13879,01;7433,37;91579,29;52079,04;16556,62;13547,64;7507,88;89691,19;51576,46;16002,66;13632,71;7643,59;88855,41;52825,27;16948,52;13765,66;7643,33;91182,78
41;54025,19;16836,36;13914,38;7777,68;92553,61;52682,08;16795,68;13521,02;7613,78;90612,56;52011,82;16193,18;13630,6;7819,12;89654,73;52729,46;17222,01;13659,75;7694,95;91306,18
42;54065,68;16818,19;13996,09;8225,15;93105,11;52834,27;16925,22;13578,18;7669,33;91006,99;52143,67;16249,48;13701,47;7980,19;90074,81;52892,54;17424,99;13794,96;7744,78;91857,27
43;54146,04;16836,24;14214,49;8471,78;93668,55;52835,81;16994,48;13838,41;7714,13;91382,83;52414,8;16331,0;13960,55;8057,31;90763,65;52862,23;17523,46;14179,54;7817,07;92382,3
44;54028,82;16830,37;14441,34;8548,48;93849,02;52603,1;16967,46;14131,17;7759,76;91461,48;52488,13;16361,59;14254,54;8107,37;91211,62;52428,04;17466,1;14388,85;7890,99;92173,98
