;Unnamed: 0.1;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
73;25;45501,59;13722,45;13794,56;7028,79;80047,39;43856,63;13908,8;13427,61;7043,7;78236,74;43917,02;13772,34;12996,47;6652,2;77338,03;46922,22;17077,36;13883,6;6998,22;84881,4;46360,66;14527,11;13352,16;7084,67;81324,59;1,85;5,54;3,31;0,79;1,57;5,4;4,26;0,57;0,58;3,8;5,27;5,2;2,66;6,1;4,9;1,21;17,56;3,98;1,22;4,37;-859,07;-804,66;442,4;-55,88;-1277,2;-2504,03;-618,31;75,45;-40,97;-3087,85;-2443,64;-754,77;-355,69;-432,47;-3986,56;561,56;2550,25;531,44;-86,45;3556,81
74;26;45484,46;13382,44;13738,62;7004,6;79610,12;44106,77;13592,72;13354,81;7018,69;78072,99;43984,11;13344,55;12952,77;6616,11;76897,54;46583,44;16963,38;13985,91;7020,52;84553,25;46562,26;14343,27;13157,3;7059,85;81122,69;2,31;6,7;4,42;0,78;1,86;5,27;5,23;1,5;0,58;3,76;5,54;6,96;1,55;6,29;5,21;0,05;18,27;6,3;0,56;4,23;-1077,8;-960,83;581,32;-55,25;-1512,57;-2455,49;-750,55;197,51;-41,16;-3049,7;-2578,15;-998,72;-204,53;-443,74;-4225,15;21,18;2620,11;828,61;-39,33;3430,56
75;27;45964,26;13603,69;13747,76;7053,61;80369,32;44615,42;13753,69;13464,39;7066,12;78899,62;44414,33;13560,77;13097,08;6655,3;77727,48;47258,03;17673,15;14061,68;7138,74;86131,6;46975,99;14501,63;13186,95;7139,81;81804,38;2,15;6,19;4,25;1,21;1,75;5,03;5,16;2,1;1,03;3,55;5,45;6,49;0,68;6,79;4,98;0,6;21,87;6,63;0,02;5,29;-1011,73;-897,94;560,81;-86,2;-1435,06;-2360,57;-747,94;277,44;-73,69;-2904,76;-2561,66;-940,86;-89,87;-484,51;-4076,9;282,04;3171,52;874,73;-1,07;4327,22
76;28;46610,28;14054,33;13855,74;7162,36;81682,71;45184,45;14127,6;13677,74;7170,36;80160,15;45002,16;14054,26;13333,6;6750,53;79140,55;48524,85;18277,44;14381,07;7251,18;88434,54;47450,65;14811,87;13376,8;7303,99;82943,32;1,77;5,11;3,58;1,94;1,52;4,78;4,62;2,25;1,83;3,36;5,16;5,11;0,32;7,58;4,58;2,26;23,4;7,51;0,72;6,62;-840,37;-757,54;478,93;-141,63;-1260,61;-2266,2;-684,27;300,93;-133,63;-2783,17;-2448,49;-757,61;-43,2;-553,46;-3802,77;1074,2;3465,57;1004,26;-52,81;5491,22
77;29;47031,83;14313,6;14062,08;7296,11;82703,62;45600,33;14369,27;13875,98;7295,68;81141,26;45494,7;14357,22;13538,33;6865,1;80255,35;48286,43;18392,91;14698,55;7330,69;88708,58;47825,0;15012,27;13604,28;7502,73;83944,29;1,66;4,65;3,37;2,75;1,48;4,65;4,28;2,0;2,76;3,34;4,87;4,36;0,48;8,5;4,39;0,96;22,52;8,04;2,29;5,68;-793,17;-698,67;457,8;-206,62;-1240,67;-2224,67;-643,0;271,7;-207,05;-2803,03;-2330,3;-655,05;-65,95;-637,63;-3688,94;461,43;3380,64;1094,27;-172,04;4764,29
78;30;47259,79;14404,93;14266,26;7406,46;83337,44;45894,82;14461,04;14002,4;7388,44;81746,7;45860,66;14471,36;13685,24;6959,16;80976,42;48288,32;18275,64;14810,7;7449,19;88823,85;48192,05;15069,13;13775,72;7657,19;84694,09;1,93;4,41;3,56;3,27;1,6;4,77;4,04;1,65;3,51;3,48;4,84;3,97;0,66;9,12;4,39;0,2;21,28;7,51;2,72;4,88;-932,26;-664,2;490,54;-250,73;-1356,65;-2297,23;-608,09;226,68;-268,75;-2947,39;-2331,39;-597,77;-90,48;-698,03;-3717,67;96,27;3206,51;1034,98;-208,0;4129,76
79;31;47418,32;14445,97;14350,82;7453,77;83668,88;46150,45;14468,82;14030,75;7407,31;82057,33;46134,96;14505,94;13774,72;7001,98;81417,6;47943,58;18062,94;14475,27;7498,45;87980,24;48641,28;15020,21;13836,66;7705,48;85203,63;2,51;3,82;3,72;3,27;1,8;5,12;3,67;1,4;3,87;3,69;5,15;3,42;0,45;9,13;4,44;1,43;20,26;4,62;2,69;3,26;-1222,96;-574,24;514,16;-251,71;-1534,75;-2490,83;-551,39;194,09;-298,17;-3146,3;-2506,32;-514,27;-61,94;-703,5;-3786,03;-697,7;3042,73;638,61;-207,03;2776,61
80;32;47583,09;14486,9;14230,59;7447,19;83747,77;46407,35;14465,46;13994,65;7378,2;82245,66;46395,63;14530,92;13814,78;7002,36;81743,69;48623,88;17911,83;14465,96;7497,85;88499,52;48993,87;14961,06;13860,58;7682,78;85498,29;2,88;3,17;2,67;3,07;2,05;5,28;3,31;0,97;3,96;3,8;5,3;2,88;0,33;8,86;4,39;0,76;19,72;4,37;2,41;3,51;-1410,78;-474,17;370,01;-235,59;-1750,52;-2586,52;-495,61;134,07;-304,58;-3252,63;-2598,24;-430,15;-45,8;-680,42;-3754,6;-369,99;2950,77;605,38;-184,93;3001,23
81;33;47721,93;14535,22;13878,91;7402,9;83538,96;46626,54;14499,61;13913,82;7331,86;82371,83;46642,3;14578,33;13794,42;6973,85;81988,9;48355,86;17706,44;14403,93;7447,73;87913,96;49027,1;14969,15;13893,82;7635,76;85525,84;2,66;2,9;0,11;3,05;2,32;4,9;3,14;0,14;3,98;3,69;4,86;2,61;0,72;8,67;4,14;1,37;18,29;3,67;2,46;2,79;-1305,17;-433,93;-14,91;-232,86;-1986,88;-2400,56;-469,54;20,0;-303,9;-3154,01;-2384,8;-390,82;-99,4;-661,91;-3536,94;-671,24;2737,29;510,11;-188,03;2388,12
82;34;47419,75;14495,01;13470,87;7316,4;82702,03;46494,91;14516,38;13692,59;7251,25;81955,13;46518,0;14567,64;13619,11;6909,63;81614,38;48778,46;17569,41;14132,86;7352,01;87832,74;48610,9;14991,69;13746,3;7560,3;84909,19;2,45;3,31;2,0;3,23;2,6;4,35;3,17;0,39;4,09;3,48;4,31;2,83;0,93;8,61;3,88;0,34;17,19;2,81;2,76;3,44;-1191,15;-496,68;-275,43;-243,9;-2207,16;-2115,99;-475,31;-53,71;-309,05;-2954,06;-2092,9;-424,05;-127,19;-650,67;-3294,81;167,56;2577,72;386,56;-208,29;2923,55
83;35;46410,91;14285,33;13193,54;7185,43;81075,21;45792,52;14439,07;13288,67;7119,45;80639,71;45766,22;14411,31;13257,52;6806,17;80241,22;47292,7;17366,8;13374,96;7214,85;85249,31;47737,82;14943,49;13303,77;7443,95;83429,03;2,78;4,4;0,83;3,47;2,82;4,07;3,38;0,11;4,36;3,34;4,13;3,56;0,35;8,57;3,82;0,93;16,22;0,54;3,08;2,18;-1326,91;-658,16;-110,23;-258,52;-2353,82;-1945,3;-504,42;-15,1;-324,5;-2789,32;-1971,6;-532,18;-46,25;-637,78;-3187,81;-445,12;2423,31;71,19;-229,1;1820,28
84;36;45410,57;13988,6;13080,1;7037,43;79516,7;44946,45;14207,36;12988,57;6967,68;79110,06;44888,91;14106,25;13014,75;6693,48;78703,39;46232,6;16633,46;13303,86;7052,95;83222,87;46798,08;14739,97;12991,88;7291,98;81821,91;2,96;5,1;0,68;3,49;2,82;3,96;3,61;0,03;4,45;3,31;4,08;4,3;0,18;8,21;3,81;1,21;12,85;2,4;3,28;1,71;-1387,51;-751,37;88,22;-254,55;-2305,21;-1851,63;-532,61;-3,31;-324,3;-2711,85;-1909,17;-633,72;22,87;-598,5;-3118,52;-565,48;1893,49;311,98;-239,03;1400,96
85;37;45153,21;13723,25;13116,88;6911,7;78905,04;44491,87;13832,26;13047,76;6844,23;78216,12;44488,49;13718,25;13154,81;6612,17;77973,72;45529,88;15623,58;13782,48;6874,74;81810,68;46240,48;14373,23;13194,87;7130,5;80939,08;2,35;4,52;0,59;3,07;2,51;3,78;3,76;1,11;4,01;3,36;3,79;4,56;0,3;7,27;3,66;1,54;8,7;4,45;3,59;1,08;-1087,27;-649,98;-77,99;-218,8;-2034,04;-1748,61;-540,97;-147,11;-286,27;-2722,96;-1751,99;-654,98;-40,06;-518,33;-2965,36;-710,6;1250,35;587,61;-255,76;871,6
86;38;45469,75;13588,4;13256,68;6865,34;79180,17;44749,49;13593,75;13268,63;6817,54;78429,41;44810,56;13504,32;13440,81;6611,59;78367,28;46520,29;15800,82;13747,72;7075,48;83144,31;46350,25;14141,6;13591,44;7051,3;81134,59;1,9;3,91;2,46;2,64;2,41;3,45;3,87;2,38;3,32;3,33;3,32;4,51;1,11;6,24;3,41;0,37;11,73;1,15;0,34;2,48;-880,5;-553,2;-334,76;-185,96;-1954,42;-1600,76;-547,85;-322,81;-233,76;-2705,18;-1539,69;-637,28;-150,63;-439,71;-2767,31;170,04;1659,22;156,28;24,18;2009,72
87;39;45998,44;13640,79;13435,55;6933,4;80008,18;45782,28;13724,29;13399,54;6926,29;79832,4;45842,61;13660,56;13583,77;6720,03;79806,97;48363,5;15933,58;13898,36;7310,51;85505,95;47188,59;14307,29;13788,48;7120,92;82405,28;2,52;4,66;2,56;2,63;2,91;2,98;4,07;2,82;2,73;3,12;2,85;4,52;1,48;5,63;3,15;2,49;11,37;0,8;2,66;3,76;-1190,15;-666,5;-352,93;-187,52;-2397,1;-1406,31;-583,0;-388,94;-194,63;-2572,88;-1345,98;-646,73;-204,71;-400,89;-2598,31;1174,91;1626,29;109,88;189,59;3100,67
88;40;46510,37;13786,92;13555,94;7045,09;80898,32;46836,7;13997,3;13425,98;7070,14;81330,12;46896,35;13948,42;13587,26;6872,88;81304,91;48105,86;15970,52;13884,04;7358,6;85319,02;48083,99;14681,83;13811,32;7239,18;83816,33;3,27;6,1;1,85;2,68;3,48;2,59;4,66;2,79;2,34;2,97;2,47;5,0;1,62;5,06;3,0;0,05;8,78;0,53;1,65;1,79;-1573,62;-894,91;-255,38;-194,09;-2918,01;-1247,29;-684,53;-385,34;-169,04;-2486,21;-1187,64;-733,41;-224,06;-366,3;-2511,42;21,87;1288,69;72,72;119,42;1502,69
89;41;46850,76;13914,1;13562,24;7125,51;81452,61;47186,68;14140,66;13409,53;7147,3;81884,17;47319,72;14094,7;13543,8;6999,83;81958,05;47998,64;16181,54;13742,82;7408,33;85331,33;48377,78;15001,4;13789,84;7299,88;84468,9;3,16;7,25;1,65;2,39;3,57;2,46;5,74;2,76;2,09;3,06;2,19;6,04;1,78;4,11;2,97;0,78;7,87;0,34;1,49;1,02;-1527,02;-1087,3;-227,6;-174,37;-3016,29;-1191,1;-860,74;-380,31;-152,58;-2584,73;-1058,06;-906,7;-246,04;-300,05;-2510,85;-379,14;1180,14;-47,02;108,45;862,43
90;42;47028,58;13983,05;13600,07;7189,11;81800,81;47032,49;14158,98;13479,03;7189,23;81859,73;47281,45;14122,27;13609,33;7100,93;82113,98;48005,69;16172,68;13854,34;7482,94;85515,65;48195,21;15151,4;13853,68;7339,5;84539,79;2,42;7,71;1,83;2,05;3,24;2,41;6,55;2,7;2,05;3,17;1,9;6,79;1,76;3,25;2,87;0,39;6,74;0,0;1,95;1,15;-1166,63;-1168,35;-253,61;-150,39;-2738,98;-1162,72;-992,42;-374,65;-150,27;-2680,06;-913,76;-1029,13;-244,35;-238,57;-2425,81;-189,52;1021,28;0,66;143,44;975,86
91;43;47050,19;13974,11;13799,45;7262,91;82086,66;46712,24;14109,61;13720,31;7247,04;81789,2;47065,78;14102,65;13884,89;7190,31;82243,63;48176,71;16217,4;14196,01;7533,52;86123,64;47797,18;15090,52;14077,0;7413,41;84378,11;1,56;7,4;1,97;2,03;2,72;2,27;6,5;2,53;2,24;3,07;1,53;6,55;1,36;3,01;2,53;0,79;7,47;0,85;1,62;2,07;-746,99;-1116,41;-277,55;-150,5;-2291,45;-1084,94;-980,91;-356,69;-166,37;-2588,91;-731,4;-987,87;-192,11;-223,1;-2134,48;379,53;1126,88;119,01;120,11;1745,53
92;44;46747,84;13872,66;14026,85;7334,85;81982,2;46188,89;13983,99;13979,98;7317,15;81470,01;46598,26;14005,73;14188,52;7268,34;82060,85;47406,39;16034,22;14394,16;7658,2;85492,97;47203,13;14921,18;14312,29;7510,0;83946,61;0,96;7,03;1,99;2,33;2,34;2,15;6,28;2,32;2,57;2,95;1,28;6,14;0,86;3,22;2,25;0,43;7,46;0,57;1,97;1,84;-455,29;-1048,52;-285,44;-175,15;-1964,41;-1014,24;-937,19;-332,31;-192,85;-2476,6;-604,87;-915,45;-123,77;-241,66;-1885,76;203,26;1113,04;81,87;148,2;1546,36
93;45;45990,08;13676,41;14130,33;7388,7;81185,52;45381,27;13769,68;14096,58;7385,59;80633,12;45776,79;13796,34;14328,39;7333,63;81235,15;47027,03;15727,81;14227,6;7692,61;84675,05;46393,11;14738,16;14402,35;7603,59;83137,21;0,87;7,2;1,89;2,83;2,35;2,18;6,57;2,12;2,87;3,01;1,33;6,39;0,51;3,55;2,29;1,37;6,71;1,21;1,17;1,85;-403,03;-1061,75;-272,02;-214,89;-1951,69;-1011,84;-968,48;-305,77;-218,0;-2504,09;-616,32;-941,82;-73,96;-269,96;-1902,06;633,92;989,65;-174,75;89,02;1537,84
94;46;44964,7;13427,25;14148,08;7430,7;79970,73;44406,71;13504,73;14115,76;7451,56;79478,76;44747,34;13520,55;14355,96;7391,7;80015,55;45384,04;15436,35;14138,22;7663,17;82621,78;45430,88;14461,94;14372,71;7679,29;81944,81;1,03;7,15;1,56;3,24;2,41;2,25;6,62;1,79;2,97;3,01;1,5;6,51;0,12;3,74;2,35;0,1;6,74;1,63;0,21;0,83;-466,18;-1034,69;-224,63;-248,59;-1974,08;-1024,17;-957,21;-256,95;-227,73;-2466,05;-683,54;-941,39;-16,75;-287,59;-1929,26;-46,84;974,41;-234,49;-16,12;676,97
95;47;43939,32;13178,08;14165,84;7472,7;78755,94;43432,15;13239,78;14134,94;7517,53;78324,4;43717,88;13244,76;14383,53;7449,76;78795,93;44050,48;15112,02;14066,68;7634,82;80864,0;44385,55;14011,92;14280,5;7726,8;80404,78;1,01;5,95;0,8;3,29;2,05;2,15;5,51;1,02;2,71;2,59;1,5;5,48;0,72;3,59;2,0;0,75;7,85;1,5;1,19;0,57;-446,23;-833,84;-114,66;-254,1;-1648,84;-953,4;-772,14;-145,56;-209,27;-2080,38;-667,67;-767,16;103,03;-277,04;-1608,85;-335,07;1100,1;-213,82;-91,98;459,22
96;0;43736,91;14185,88;14401,97;7587,53;79912,29;42489,95;11942,56;13895,07;7427,14;75754,72;43049,45;12235,66;14091,13;7401,82;76778,06;42501,49;14596,17;13827,39;7494,15;78419,2;43263,95;13477,32;14126,58;7743,42;78611,27;1,09;5,26;1,95;2,01;1,66;1,79;11,39;1,64;4,08;3,63;0,5;9,21;0,25;4,41;2,33;1,76;8,3;2,12;3,22;0,24;472,96;708,56;275,39;-155,89;1301,02;-774,0;-1534,76;-231,51;-316,28;-2856,55;-214,5;-1241,66;-35,45;-341,6;-1833,21;-762,46;1118,85;-299,19;-249,27;-192,07
97;1;42452,18;13683,75;14147,35;7533,62;77816,9;41176,04;11496,79;13653,35;7377,22;73703,4;41603,47;11759,13;13850,73;7344,63;74557,96;40537,07;13614,51;13760,89;7305,32;75217,79;42081,05;12969,61;13912,31;7726,99;76689,96;0,88;5,51;1,69;2,5;1,47;2,15;11,36;1,86;4,53;3,89;1,13;9,33;0,44;4,95;2,78;3,67;4,97;1,09;5,46;1,92;371,13;714,14;235,04;-193,37;1126,94;-905,01;-1472,82;-258,96;-349,77;-2986,56;-477,58;-1210,48;-61,58;-382,36;-2132,0;-1543,98;644,9;-151,42;-421,67;-1472,17
98;2;41237,16;13219,54;13898,68;7478,05;75833,43;39958,95;11099,48;13430,86;7326,41;71815,7;40245,13;11341,13;13630,31;7275,79;72492,36;39173,23;13076,78;13644,16;7231,32;73125,49;40946,9;12519,31;13697,48;7670,06;74833,75;0,71;5,59;1,47;2,5;1,34;2,41;11,34;1,95;4,48;4,03;1,71;9,41;0,49;5,14;3,13;4,33;4,45;0,39;5,72;2,28;290,26;700,23;201,2;-192,01;999,68;-987,95;-1419,83;-266,62;-343,65;-3018,05;-701,77;-1178,18;-67,17;-394,27;-2341,39;-1773,67;557,47;-53,32;-438,74;-1708,26
99;3;40153,96;12823,79;13661,94;7418,18;74057,87;38919,24;10786,24;13241,59;7273,02;70220,09;39056,75;11021,13;13443,84;7189,26;70710,98;37703,03;12940,74;13324,84;7160,96;71129,57;39964,13;12134,1;13536,05;7571,49;73205,76;0,47;5,68;0,93;2,02;1,16;2,61;11,11;2,18;3,94;4,08;2,27;9,17;0,68;5,05;3,41;5,66;6,65;1,56;5,42;2,84;189,83;689,69;125,89;-153,31;852,11;-1044,89;-1347,86;-294,46;-298,47;-2985,67;-907,38;-1112,97;-92,21;-382,23;-2494,78;-2261,1;806,64;-211,21;-410,53;-2076,19
100;4;39234,18;12497,67;13443,35;7347,54;72522,74;38072,53;10541,4;13078,41;7212,13;68904,47;38099,48;10762,23;13281,23;7101,42;69244,36;37058,39;12694,79;13094,62;7052,82;69900,62;39110,92;11811,14;13400,34;7460,5;71782,89;0,32;5,81;0,32;1,51;1,03;2,65;10,75;2,4;3,33;4,01;2,59;8,88;0,89;4,81;3,54;5,25;7,48;2,28;5,46;2,62;123,26;686,53;43,01;-112,96;739,85;-1038,39;-1269,74;-321,93;-248,37;-2878,42;-1011,44;-1048,91;-119,11;-359,08;-2538,53;-2052,53;883,65;-305,72;-407,68;-1882,27
101;5;38494,61;12233,54;13248,37;7262,7;71239,22;37407,46;10341,96;12930,39;7140,27;67820,08;37405,01;10525,66;13129,21;7027,54;68087,42;36364,19;12297,3;13081,94;6991,68;68735,11;38355,4;11546,38;13253,35;7367,05;70522,18;0,36;5,95;0,04;1,42;1,02;2,47;10,43;2,44;3,08;3,83;2,48;8,84;0,94;4,61;3,45;5,19;6,5;1,29;5,1;2,53;139,21;687,16;-4,98;-104,35;717,04;-947,94;-1204,42;-322,96;-226,78;-2702,1;-950,39;-1020,72;-124,14;-339,51;-2434,76;-1991,21;750,92;-171,41;-375,37;-1787,07
102;6;37923,3;12018,02;13079,21;7176,22;70196,75;36869,74;10186,93;12792,5;7062,93;66912,1;36908,43;10341,46;12985,67;6956,12;67191,68;35979,93;12003,53;12999,01;6963,04;67945,51;37750,29;11341,31;13102,46;7293,5;69487,55;0,46;5,97;0,18;1,61;1,02;2,33;10,18;2,37;3,16;3,71;2,23;8,82;0,89;4,63;3,3;4,69;5,84;0,79;4,53;2,22;173,01;676,71;-23,25;-117,28;709,2;-880,55;-1154,38;-309,95;-230,57;-2575,45;-841,86;-999,85;-116,78;-337,38;-2295,87;-1770,36;662,22;-103,44;-330,46;-1542,04
103;7;37502,55;11840,47;12941,84;7099,92;69384,78;36427,62;10079,52;12666,42;6987,1;66160,66;36541,65;10241,08;12856,43;6874,11;66513,27;35684,84;11896,73;12805,35;6843,43;67230,35;37351,48;11196,93;12967,69;7233,72;68749,82;0,4;5,75;0,2;1,85;0,92;2,47;9,98;2,32;3,41;3,77;2,17;8,54;0,86;4,97;3,25;4,46;6,25;1,25;5,4;2,21;151,07;643,54;-25,85;-133,8;634,96;-923,86;-1117,41;-301,27;-246,62;-2589,16;-809,83;-955,85;-111,26;-359,61;-2236,55;-1666,64;699,8;-162,34;-390,29;-1519,47
104;8;37220,58;11706,73;12860,54;7026,64;68814,49;36182,44;10017,69;12574,9;6916,88;65691,91;36320,41;10192,99;12767,75;6789,12;66070,27;35864,04;11768,6;12677,91;6760,01;67070,56;37143,2;11106,64;12875,42;7175,22;68300,49;0,21;5,4;0,12;2,07;0,75;2,59;9,8;2,33;3,6;3,82;2,22;8,23;0,84;5,38;3,27;3,44;5,96;1,53;5,79;1,8;77,38;600,09;-14,88;-148,58;514,0;-960,76;-1088,95;-300,52;-258,34;-2608,58;-822,79;-913,65;-107,67;-386,1;-2230,22;-1279,16;661,96;-197,51;-415,21;-1229,93
105;9;37077,6;11628,14;12837,72;6950,39;68493,85;36203,97;9998,68;12521,08;6856,52;65580,25;36266,3;10164,54;12722,19;6713,09;65866,12;35778,89;11741,91;12570,94;6705,27;66797,01;37086,92;11060,88;12821,99;7110,84;68080,63;0,03;5,13;0,12;2,26;0,61;2,38;9,6;2,35;3,58;3,67;2,21;8,1;0,78;5,59;3,25;3,53;6,16;1,96;5,7;1,89;-9,32;567,26;15,73;-160,45;413,22;-882,95;-1062,2;-300,91;-254,32;-2500,38;-820,62;-896,34;-99,8;-397,75;-2214,51;-1308,03;681,03;-251,05;-405,57;-1283,62
106;10;37115,91;11621,5;12769,99;6888,84;68396,24;36302,62;10022,09;12408,71;6814,04;65547,46;36340,62;10181,81;12607,01;6654,67;65784,11;35706,63;11679,07;12533,84;6645,01;66564,55;37124,82;11045,8;12677,37;7060,9;67908,89;0,02;5,21;0,73;2,44;0,72;2,21;9,27;2,12;3,5;3,48;2,11;7,82;0,56;5,75;3,13;3,82;5,73;1,13;5,89;1,98;-8,91;575,7;92,62;-172,06;487,35;-822,2;-1023,71;-268,66;-246,86;-2361,43;-784,2;-863,99;-70,36;-406,23;-2124,78;-1418,19;633,27;-143,53;-415,89;-1344,34
107;11;37360,57;11695,25;12564,54;6851,19;68471,55;36305,0;10088,93;12156,46;6786,85;65337,24;36495,97;10275,0;12328,54;6612,38;65711,89;35937,81;11555,1;12154,77;6611,19;66258,87;37204,79;11055,38;12343,43;7034,59;67638,19;0,42;5,79;1,79;2,61;1,23;2,42;8,74;1,51;3,52;3,4;1,91;7,06;0,12;6,0;2,85;3,41;4,52;1,53;6,02;2,04;155,78;639,87;221,11;-183,4;833,36;-899,79;-966,45;-186,97;-247,74;-2300,95;-708,82;-780,38;-14,89;-422,21;-1926,3;-1266,98;499,72;-188,66;-423,4;-1379,32
108;12;37725,45;11819,16;12276,84;6789,08;68610,53;36361,88;10203,67;11842,05;6726,2;65133,8;36710,65;10432,18;11984,87;6547,38;65675,08;36648,52;11864,29;11789,86;6505,42;66808,09;37316,76;11119,39;11975,93;6969,02;67381,1;1,1;6,29;2,51;2,58;1,82;2,56;8,24;1,12;3,48;3,34;1,62;6,18;0,07;6,05;2,53;1,79;6,7;1,55;6,65;0,85;408,69;699,77;300,91;-179,94;1229,43;-954,88;-915,72;-133,88;-242,82;-2247,3;-606,11;-687,21;8,94;-421,64;-1706,02;-668,24;744,9;-186,07;-463,6;-573,01
109;13;38145,05;11979,74;12007,51;6662,5;68794,8;36688,16;10389,79;11584,57;6596,46;65258,98;37028,01;10650,49;11711,2;6428,29;65817,99;37819,07;12570,67;11741,5;6332,87;68464,11;37516,81;11286,36;11765,65;6815,49;67384,32;1,67;6,14;2,06;2,24;2,09;2,21;7,94;1,54;3,21;3,15;1,3;5,63;0,46;5,68;2,32;0,81;11,38;0,21;7,08;1,6;628,24;693,38;241,86;-152,99;1410,48;-828,65;-896,57;-181,08;-219,03;-2125,34;-488,8;-635,87;-54,45;-387,2;-1566,33;302,26;1284,31;-24,15;-482,62;1079,79
110;14;38747,5;12269,25;11889,54;6522,26;69428,55;37430,8;10743,46;11509,5;6460,55;66144,31;37725,87;11005,47;11599,5;6290,69;66621,53;38403,7;13186,7;11913,0;6124,11;69627,51;38083,4;11644,42;11789,62;6653,99;68171,43;1,74;5,37;0,85;1,98;1,84;1,71;7,74;2,38;2,91;2,97;0,94;5,49;1,61;5,46;2,27;0,84;13,24;1,05;7,96;2,14;664,1;624,83;99,92;-131,73;1257,12;-652,6;-900,96;-280,12;-193,44;-2027,12;-357,53;-638,95;-190,12;-363,3;-1549,9;320,3;1542,28;123,38;-529,88;1456,08
111;15;39668,81;12764,81;12027,18;6433,94;70894,74;38644,72;11322,75;11697,81;6393,64;68058,92;39004,02;11550,88;11703,94;6184,49;68443,33;40202,06;14242,86;12296,7;6170,75;72912,37;39214,41;12241,48;12065,15;6576,5;70097,55;1,16;4,28;0,31;2,17;1,14;1,45;7,51;3,04;2,78;2,91;0,54;5,64;2,99;5,96;2,36;2,52;16,35;1,92;6,17;4,02;454,4;523,33;-37,97;-142,56;797,19;-569,69;-918,73;-367,34;-182,86;-2038,63;-210,39;-690,6;-361,21;-392,01;-1654,22;987,65;2001,38;231,55;-405,75;2814,82
112;16;40882,73;13377,07;12377,38;6431,13;73068,31;40084,52;11960,72;12046,04;6421,2;70512,48;40515,56;12174,99;11970,76;6149,72;70811,03;41524,36;15270,44;12734,57;6271,41;75800,78;40563,01;12925,35;12484,35;6594,28;72566,98;0,79;3,49;0,86;2,47;0,69;1,18;7,46;3,51;2,62;2,83;0,12;5,81;4,11;6,74;2,42;2,37;18,14;2,0;4,9;4,46;319,72;451,72;-106,97;-163,15;501,33;-478,49;-964,63;-438,31;-173,08;-2054,5;-47,45;-750,36;-513,59;-444,56;-1755,95;961,35;2345,09;250,22;-322,87;3233,8
113;17;42284,97;13977,38;12849,89;6524,79;75637,03;41460,71;12470,03;12419,37;6540,11;72890,22;41854,18;12736,9;12310,16;6207,57;73108,81;42527,56;15974,8;13210,4;6532,51;78245,27;41729,86;13519,07;12912,98;6690,68;74852,58;1,33;3,39;0,49;2,48;1,05;0,64;7,76;3,82;2,25;2,62;0,3;5,79;4,67;7,22;2,33;1,91;18,16;2,3;2,36;4,53;555,11;458,31;-63,09;-165,89;784,45;-269,15;-1049,04;-493,61;-150,57;-1962,36;124,32;-782,17;-602,82;-483,11;-1743,77;797,7;2455,73;297,42;-158,17;3392,69
114;18;43621,25;14446,22;13313,12;6667,11;78047,7;42607,61;12806,88;12742,0;6682,49;74838,98;42922,49;13144,64;12595,98;6313,87;74976,98;43490,8;16327,45;13381,07;6702,03;79901,35;42650,38;13947,04;13236,58;6818,22;76652,22;2,28;3,58;0,58;2,22;1,82;0,1;8,17;3,74;1,99;2,37;0,64;5,75;4,84;7,4;2,19;1,97;17,07;1,09;1,7;4,24;970,86;499,18;76,54;-151,11;1395,48;-42,78;-1140,16;-494,58;-135,73;-1813,24;272,1;-802,4;-640,6;-504,35;-1675,24;840,42;2380,41;144,49;-116,19;3249,13
115;19;44675,1;14712,9;13661,71;6804,63;79854,34;43440,02;12988,22;12969,31;6781,59;76179,14;43721,21;13358,17;12735,9;6416,08;76231,36;44610,11;16263,74;13573,02;6816,34;81263,21;43349,55;14195,16;13392,84;6931,1;77868,65;3,06;3,65;2,01;1,82;2,55;0,21;8,5;3,16;2,16;2,17;0,86;5,9;4,91;7,43;2,1;2,91;14,57;1,35;1,66;4,36;1325,55;517,74;268,87;-126,47;1985,69;90,47;-1206,94;-423,53;-149,51;-1689,51;371,66;-836,99;-656,94;-515,02;-1637,29;1260,56;2068,58;180,18;-114,76;3394,56
