;Unnamed: 0.1;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
30;30;49689,23;16654,74;14741,18;7689,12;88774,27;46174,49;16074,62;14289,07;7764,14;84302,32;47222,28;15598,9;14100,57;7465,45;84387,2;48825,6;18703,13;12876,73;7687,0;88092,46;45418,67;14757,47;13285,48;7407,85;80869,47;9,4;12,86;10,96;3,8;9,77;1,66;8,93;7,55;4,81;4,24;3,97;5,7;6,14;0,78;4,35;7,5;26,74;3,08;3,77;8,93;4270,56;1897,27;1455,7;281,27;7904,8;755,82;1317,15;1003,59;356,29;3432,85;1803,61;841,43;815,09;57,6;3517,73;3406,93;3945,66;-408,75;279,15;7222,99
31;31;49862,71;16698,44;14845,31;7742,71;89149,17;46408,54;16076,47;14347,12;7813,25;84645,38;47457,58;15658,54;14180,45;7554,43;84851,0;48909,3;18743,54;13049,78;7697,31;88399,93;45613,75;14793,03;13366,82;7489,85;81263,47;9,32;12,88;11,06;3,38;9,7;1,74;8,68;7,33;4,32;4,16;4,04;5,85;6,09;0,86;4,41;7,22;26,71;2,37;2,77;8,78;4248,96;1905,41;1478,49;252,86;7885,7;794,79;1283,44;980,3;323,4;3381,91;1843,83;865,51;813,63;64,58;3587,53;3295,55;3950,51;-317,04;207,46;7136,46
32;32;50005,16;16701,31;14810,59;7743,75;89260,81;46618,23;16049,22;14347,87;7809,8;84825,12;47679,94;15683,91;14200,37;7584,89;85149,11;49042,75;18823,43;13561,02;7698,83;89126,03;45862,17;14708,31;13419,26;7506,74;81496,49;9,03;13,55;10,37;3,16;9,53;1,65;9,12;6,92;4,04;4,08;3,96;6,63;5,82;1,04;4,48;6,94;27,98;1,06;2,56;9,36;4142,99;1993,0;1391,33;237,01;7764,32;756,06;1340,91;928,61;303,06;3328,63;1817,77;975,6;781,11;78,15;3652,62;3180,58;4115,12;141,76;192,09;7629,54
33;33;50121,63;16694,29;14554,09;7696,1;89066,11;46810,9;16051,46;14277,7;7772,07;84912,13;47870,89;15736,55;14178,86;7562,96;85349,26;48861,6;18675,72;13284,09;7600,2;88421,61;46259,7;14573,12;13452,93;7482,15;81767,9;8,35;14,56;8,19;2,86;8,93;1,19;10,14;6,13;3,87;3,85;3,48;7,98;5,4;1,08;4,38;5,62;28,15;1,26;1,58;8,14;3861,93;2121,17;1101,16;213,95;7298,21;551,2;1478,34;824,77;289,92;3144,23;1611,19;1163,43;725,93;80,81;3581,36;2601,9;4102,6;-168,84;118,05;6653,71
34;34;49711,34;16560,58;14180,06;7596,99;88048,97;46622,02;16002,34;14032,83;7683,07;84340,26;47631,87;15701,09;13988,86;7480,26;84802,08;48188,17;18294,43;12644,02;7443,58;86570,2;46367,93;14410,52;13372,35;7409,45;81560,25;7,21;14,92;6,04;2,53;7,96;0,55;11,05;4,94;3,69;3,41;2,73;8,96;4,61;0,96;3,97;3,93;26,95;5,45;0,46;6,14;3343,41;2150,06;807,71;187,54;6488,72;254,09;1591,82;660,48;273,62;2780,01;1263,94;1290,57;616,51;70,81;3241,83;1820,24;3883,91;-728,33;34,13;5009,95
35;35;48442,84;16190,62;13834,57;7448,35;85916,38;45788,8;15798,87;13576,78;7528,27;82692,72;46677,32;15452,06;13566,81;7333,63;83029,82;46643,55;17771,94;12779,04;7265,23;84459,76;45812,29;14219,57;13127,73;7282,81;80442,39;5,74;13,86;5,38;2,27;6,8;0,05;11,11;3,42;3,37;2,8;1,89;8,67;3,34;0,7;3,22;1,81;24,98;2,66;0,24;4,99;2630,55;1971,05;706,84;165,54;5473,99;-23,49;1579,3;449,05;245,46;2250,33;865,03;1232,49;439,08;50,82;2587,43;831,26;3552,37;-348,69;-17,58;4017,37
36;36;47168,11;15651,53;13644,04;7277,54;83741,22;44827,34;15389,04;13232,53;7338,23;80787,14;45553,87;15000,45;13248,79;7155,4;80958,51;45922,64;16773,82;12351,15;7093,43;82141,04;45007,82;13950,1;12957,67;7129,67;79045,25;4,8;12,2;5,3;2,07;5,94;0,4;10,31;2,12;2,93;2,2;1,21;7,53;2,25;0,36;2,42;2,03;20,24;4,68;0,51;3,92;2160,29;1701,43;686,37;147,87;4695,97;-180,48;1438,94;274,86;208,56;1741,89;546,05;1050,35;291,12;25,73;1913,26;914,82;2823,72;-606,52;-36,24;3095,79
37;37;46762,99;15081,21;13683,52;7126,39;82654,11;44367,13;14811,64;13286,27;7165,13;79630,17;44938,07;14446,1;13337,69;6994,62;79716,48;45196,56;15390,38;12780,93;6914,41;80282,28;44525,88;13599,93;13080,05;6992,59;78198,44;5,02;10,89;4,61;1,91;5,7;0,36;8,91;1,58;2,47;1,83;0,93;6,22;1,97;0,03;1,94;1,51;13,17;2,29;1,12;2,66;2237,11;1481,28;603,47;133,8;4455,67;-158,75;1211,71;206,22;172,54;1431,73;412,19;846,17;257,64;2,03;1518,04;670,68;1790,45;-299,12;-78,18;2083,84
38;38;47015,62;14724,14;13842,25;7069,12;82651,13;44712,35;14417,62;13517,72;7102,44;79750,13;45194,02;14107,65;13604,11;6931,57;79837,35;46635,93;15446,8;13293,04;7101,67;82477,44;44773,52;13407,97;13341,54;6941,22;78464,25;5,01;9,82;3,75;1,84;5,34;0,14;7,53;1,32;2,32;1,64;0,94;5,22;1,97;0,14;1,75;4,16;15,21;0,36;2,31;5,11;2242,1;1316,17;500,71;127,9;4186,88;-61,17;1009,65;176,18;161,22;1285,88;420,5;699,68;262,57;-9,65;1373,1;1862,41;2038,83;-48,5;160,45;4013,19
39;39;47498,24;14751,77;13985,8;7152,98;83388,79;45877,69;14502,36;13646,64;7209,28;81235,97;46378,24;14228,17;13754,86;7020,57;81381,84;48146,85;15701,42;13092,38;7204,4;84145,05;45881,21;13577,39;13537,57;7021,33;80017,5;3,52;8,65;3,31;1,87;4,21;0,01;6,81;0,81;2,68;1,52;1,08;4,79;1,61;0,01;1,71;4,94;15,64;3,29;2,61;5,16;1617,03;1174,38;448,23;131,65;3371,29;-3,52;924,97;109,07;187,95;1218,47;497,03;650,78;217,29;-0,76;1364,34;2265,64;2124,03;-445,19;183,07;4127,55
40;40;48007,23;14937,11;14070,73;7284,89;84299,96;47045,27;14826,81;13659,46;7365,98;82897,52;47629,38;14529,58;13774,01;7180,65;83113,62;48814,36;15857,22;13022,62;7237,53;84931,73;47037,41;13927,4;13629,71;7156,04;81750,56;2,06;7,25;3,24;1,8;3,12;0,02;6,46;0,22;2,93;1,4;1,26;4,32;1,06;0,34;1,67;3,78;13,86;4,45;1,14;3,89;969,82;1009,71;441,02;128,85;2549,4;7,86;899,41;29,75;209,94;1146,96;591,97;602,18;144,3;24,61;1363,06;1776,95;1929,82;-607,09;81,49;3181,17
41;41;48413,87;15026,26;14100,91;7366,88;84907,92;47443,01;15081,2;13627,82;7449,05;83601,08;48124,78;14695,62;13737,03;7319,53;83876,96;48624,16;16190,39;13118,61;7349,78;85282,94;47449,69;14217,11;13643,55;7260,15;82570,51;2,03;5,69;3,35;1,47;2,83;0,01;6,08;0,12;2,6;1,25;1,42;3,37;0,69;0,82;1,58;2,48;13,88;3,85;1,23;3,28;964,18;809,15;457,36;106,73;2337,41;-6,68;864,09;-15,73;188,9;1030,57;675,09;478,51;93,48;59,38;1306,45;1174,47;1973,28;-524,94;89,63;2712,43
42;42;48664,86;15056,07;14178,63;7421,69;85321,25;47314,49;15207,35;13697,72;7498,4;83717,96;48114,54;14778,52;13807,71;7434,78;84135,55;48016,79;16481,7;12993,95;7384,17;84876,61;47343,88;14349,4;13694,52;7337,86;82725,65;2,79;4,92;3,54;1,14;3,14;0,06;5,98;0,02;2,19;1,2;1,63;2,99;0,83;1,32;1,7;1,42;14,86;5,12;0,63;2,6;1320,98;706,67;484,11;83,83;2595,6;-29,39;857,95;3,2;160,54;992,31;770,66;429,12;113,19;96,92;1409,9;672,91;2132,3;-700,57;46,31;2150,96
43;43;48705,99;15101,3;14382,49;7490,25;85680,03;47044,29;15213,71;13966,24;7575,11;83799,35;47981,62;14876,36;14097,11;7541,98;84497,07;47809,64;16784,26;13375,36;7430,13;85399,39;47098,57;14289,08;13870,39;7411,2;82669,23;3,41;5,68;3,69;1,07;3,64;0,12;6,47;0,69;2,21;1,37;1,87;4,11;1,63;1,76;2,21;1,51;17,46;3,57;0,26;3,3;1607,42;812,22;512,1;79,05;3010,8;-54,28;924,63;95,85;163,91;1130,12;883,05;587,28;226,72;130,78;1827,84;711,07;2495,18;-495,03;18,93;2730,16
44;44;48404,15;15097,64;14598,0;7565,57;85665,36;46565,35;15123,7;14260,44;7661,29;83610,78;47567,64;14902,02;14417,02;7638,8;84525,48;47061,62;16764,05;13083,07;7529,7;84438,44;46685,19;14105,03;14058,66;7483,99;82332,88;3,68;7,04;3,84;1,09;4,05;0,26;7,22;1,44;2,37;1,55;1,89;5,65;2,55;2,07;2,66;0,81;18,85;6,94;0,61;2,56;1718,96;992,61;539,34;81,58;3332,48;-119,84;1018,67;201,78;177,3;1277,9;882,45;796,99;358,36;154,81;2192,6;376,43;2659,02;-975,59;45,71;2105,56
45;45;47673,25;14974,82;14702,15;7632,87;84983,09;45760,13;14965,71;14397,87;7727,93;82851,64;46675,7;14761,48;14567,63;7720,99;83725,8;46264,35;16364,54;13163,47;7598,05;83390,41;46004,38;13869,78;14131,27;7552,62;81558,06;3,63;7,97;4,04;1,06;4,2;0,53;7,9;1,89;2,32;1,59;1,46;6,43;3,09;2,23;2,66;0,57;17,99;6,85;0,6;2,25;1668,87;1105,04;570,88;80,25;3425,03;-244,25;1095,93;266,6;175,31;1293,58;671,32;891,7;436,36;168,37;2167,74;259,97;2494,76;-967,8;45,43;1832,35
46;46;46694,43;14778,0;14730,76;7694,08;83897,27;44760,56;14773,11;14427,94;7780,5;81742,11;45496,36;14518,16;14601,97;7794,59;82411,08;45081,23;15844,85;13111,43;7586,03;81623,54;45080,9;13566,36;14098,18;7601,85;80347,28;3,58;8,93;4,49;1,21;4,42;0,71;8,9;2,34;2,35;1,74;0,92;7,02;3,57;2,54;2,57;0,0;16,8;7,0;0,21;1,59;1613,53;1211,64;632,58;92,23;3549,99;-320,34;1206,75;329,76;178,65;1394,83;415,46;951,8;503,79;192,74;2063,8;0,33;2278,49;-986,75;-15,82;1276,26
47;47;45715,61;14581,18;14759,38;7755,28;82811,45;43761,0;14580,51;14458,01;7833,07;80632,59;44317,02;14274,85;14636,32;7868,18;81096,37;43783,7;15298,82;12619,66;7549,94;79252,12;43980,98;13171,2;13997,45;7617,75;78767,38;3,94;10,71;5,44;1,81;5,13;0,5;10,7;3,29;2,83;2,37;0,76;8,38;4,56;3,29;2,96;0,45;16,15;9,84;0,89;0,62;1734,63;1409,98;761,93;137,53;4044,07;-219,98;1409,31;460,56;215,32;1865,21;336,04;1103,65;638,87;250,43;2328,99;-197,28;2127,62;-1377,79;-67,81;484,74
48;0;40716,0;11873,63;13920,36;7589,05;74099,04;41016,8;12798,0;13847,09;7630,5;75292,39;41507,67;12804,63;14115,99;7713,54;76141,83;42339,69;14802,38;12728,74;7493,38;77364,19;42812,7;12723,79;13841,53;7603,41;76981,43;4,9;6,68;0,57;0,19;3,74;4,19;0,58;0,04;0,36;2,19;3,05;0,64;1,98;1,45;1,09;1,1;16,34;8,04;1,45;0,5;-2096,69;-850,16;78,83;-14,36;-2882,39;-1795,89;74,21;5,56;27,09;-1689,04;-1305,03;80,84;274,46;110,13;-839,6;-473,0;2078,59;-1112,79;-110,03;382,76
49;1;39359,33;11466,49;13649,29;7536,73;72011,84;39782,58;12321,74;13632,93;7588,5;73325,75;40127,97;12316,29;13863,11;7654,98;73962,35;40222,67;14625,45;13478,15;7413,47;75739,74;41677,27;12277,41;13642,11;7565,7;75162,49;5,56;6,6;0,05;0,38;4,19;4,55;0,36;0,07;0,3;2,44;3,72;0,32;1,62;1,18;1,6;3,49;19,12;1,2;2,01;0,77;-2317,94;-810,92;7,18;-28,97;-3150,65;-1894,69;44,33;-9,18;22,8;-1836,74;-1549,3;38,88;221,0;89,28;-1200,14;-1454,6;2348,04;-163,96;-152,23;577,25
50;2;38134,99;11095,14;13397,04;7478,04;70105,21;38606,44;11888,09;13423,57;7539,77;71457,87;38830,48;11888,19;13634,57;7578,78;71932,02;38993,7;14269,9;13197,44;7334,07;73795,11;40606,59;11877,39;13433,49;7509,78;73427,25;6,09;6,59;0,27;0,42;4,52;4,93;0,09;0,07;0,4;2,68;4,37;0,09;1,5;0,92;2,04;3,97;20,14;1,76;2,34;0,5;-2471,6;-782,25;-36,45;-31,74;-3322,04;-2000,15;10,7;-9,92;29,99;-1969,38;-1776,11;10,8;201,08;69,0;-1495,23;-1612,89;2392,51;-236,05;-175,71;367,86
51;3;37138,56;10787,24;13177,25;7408,01;68511,06;37548,37;11530,49;13225,13;7479,33;69783,32;37691,8;11558,61;13446,43;7475,55;70172,39;38641,38;13788,84;12988,64;7287,39;72706,25;39623,09;11552,97;13247,27;7440,99;71864,33;6,27;6,63;0,53;0,44;4,67;5,24;0,19;0,17;0,52;2,9;4,87;0,05;1,5;0,46;2,35;2,48;19,35;1,95;2,06;1,17;-2484,53;-765,73;-70,02;-32,98;-3353,27;-2074,72;-22,48;-22,14;38,34;-2081,01;-1931,29;5,64;199,16;34,56;-1691,94;-981,71;2235,87;-258,63;-153,6;841,92
52;4;36318,68;10537,89;12982,71;7327,24;67166,52;36675,92;11245,6;13049,11;7409,15;68379,78;36766,15;11278,13;13281,57;7368,85;68694,7;37511,4;13417,17;12677,15;7150,06;70755,78;38780,66;11276,82;13081,77;7367,23;70506,48;6,35;6,55;0,76;0,54;4,74;5,43;0,28;0,25;0,57;3,02;5,19;0,01;1,53;0,02;2,57;3,27;18,98;3,09;2,95;0,35;-2461,98;-738,93;-99,06;-39,99;-3339,96;-2104,74;-31,22;-32,66;41,92;-2126,7;-2014,51;1,31;199,8;1,62;-1811,78;-1269,26;2140,35;-404,62;-217,17;249,3
53;5;35613,64;10336,34;12803,66;7238,89;65992,53;36030,31;11021,47;12901,99;7332,65;67286,42;36083,01;10998,56;13120,4;7281,22;67483,19;36986,38;13154,0;12615,91;7027,51;69783,8;38118,83;11020,21;12926,62;7296,14;69361,79;6,57;6,21;0,95;0,78;4,86;5,48;0,01;0,19;0,5;2,99;5,34;0,2;1,5;0,2;2,71;2,97;19,36;2,4;3,68;0,61;-2505,19;-683,87;-122,96;-57,25;-3369,26;-2088,52;1,26;-24,63;36,51;-2075,37;-2035,82;-21,65;193,78;-14,92;-1878,6;-1132,45;2133,79;-310,71;-268,63;422,01
54;6;35067,36;10181,18;12640,72;7150,87;65040,13;35539,95;10848,48;12764,99;7251,98;66405,4;35595,56;10764,46;12966,76;7198,14;66524,92;36488,42;12927,52;12447,89;6960,21;68824,04;37588,29;10805,16;12770,2;7231,98;68395,62;6,71;5,77;1,01;1,12;4,91;5,45;0,4;0,04;0,28;2,91;5,3;0,38;1,54;0,47;2,74;2,93;19,64;2,52;3,76;0,63;-2520,93;-623,98;-129,48;-81,11;-3355,49;-2048,34;43,32;-5,21;20,0;-1990,22;-1992,73;-40,7;196,56;-33,84;-1870,7;-1099,87;2122,36;-322,31;-271,77;428,42
55;7;34727,61;10071,84;12501,18;7069,84;64370,47;35138,33;10720,18;12625,6;7170,65;65654,76;35251,21;10626,62;12833,52;7103,64;65814,99;35838,91;12704,77;12262,52;6877,46;67683,66;37144,86;10657,29;12611,49;7176,08;67589,72;6,51;5,49;0,87;1,48;4,76;5,4;0,59;0,11;0,08;2,86;5,1;0,29;1,76;1,01;2,63;3,52;19,21;2,77;4,16;0,14;-2417,25;-585,45;-110,31;-106,24;-3219,25;-2006,53;62,89;14,11;-5,43;-1934,96;-1893,65;-30,67;222,03;-72,44;-1774,73;-1305,95;2047,48;-348,97;-298,62;93,94
56;8;34551,92;10001,91;12408,63;6992,95;63955,41;34892,28;10640,71;12521,64;7098,79;65153,42;35050,77;10568,03;12746,39;7013,09;65378,28;35691,2;12604,71;12268,86;6825,01;67389,78;36853,74;10565,72;12493,37;7121,38;67034,21;6,25;5,34;0,68;1,8;4,59;5,32;0,71;0,23;0,32;2,81;4,89;0,02;2,03;1,52;2,47;3,15;19,3;1,8;4,16;0,53;-2301,82;-563,81;-84,74;-128,43;-3078,8;-1961,46;74,99;28,27;-22,59;-1880,79;-1802,97;2,31;253,02;-108,29;-1655,93;-1162,54;2038,99;-224,51;-296,37;355,57
57;9;34495,58;9969,02;12368,01;6918,76;63751,37;34853,6;10611,77;12471,5;7045,26;64982,13;34997,82;10558,42;12704,94;6944,29;65205,47;35594,06;12566,65;12185,42;6798,63;67144,76;36767,65;10514,84;12433,36;7063,35;66779,2;6,18;5,19;0,53;2,05;4,53;5,21;0,92;0,31;0,26;2,69;4,81;0,41;2,18;1,69;2,36;3,19;19,51;1,99;3,75;0,55;-2272,07;-545,82;-65,35;-144,59;-3027,83;-1914,05;96,93;38,14;-18,09;-1797,07;-1769,83;43,58;271,58;-119,06;-1573,73;-1173,59;2051,81;-247,94;-264,72;365,56
58;10;34594,99;9992,8;12293,4;6861,09;63742,28;34880,7;10614,91;12365,51;7007,07;64868,19;35053,71;10582,22;12591,35;6893,3;65120,58;35793,73;12499,08;12185,64;6748,68;67227,13;36780,12;10506,47;12303,88;7015,92;66606,4;5,94;4,89;0,09;2,21;4,3;5,16;1,03;0,5;0,13;2,61;4,69;0,72;2,34;1,75;2,23;2,68;18,97;0,96;3,81;0,93;-2185,14;-513,67;-10,48;-154,83;-2864,12;-1899,43;108,44;61,63;-8,85;-1738,21;-1726,42;75,75;287,47;-122,62;-1485,82;-986,39;1992,61;-118,24;-267,24;620,73
59;11;34892,81;10091,38;12104,45;6824,11;63912,75;34841,5;10637,37;12108,69;6970,93;64558,49;35179,99;10634,92;12309,28;6845,63;64969,82;36228,67;12604,29;12024,64;6681,14;67538,74;36786,92;10548,27;12001,9;6982,48;66319,57;5,15;4,33;0,85;2,27;3,63;5,29;0,84;0,89;0,17;2,66;4,37;0,82;2,56;1,96;2,04;1,52;19,49;0,19;4,32;1,84;-1894,11;-456,89;102,55;-158,37;-2406,82;-1945,42;89,1;106,79;-11,55;-1761,08;-1606,93;86,65;307,38;-136,85;-1349,75;-558,25;2056,02;22,74;-301,34;1219,17
60;12;35375,71;10254,95;11833,73;6758,22;64222,61;34835,23;10709,26;11792,92;6894,07;64231,48;35381,3;10741,56;11965,46;6766,25;64854,57;37542,01;12830,29;11448,19;6600,45;68420,94;36851,86;10653,85;11667,8;6905,67;66079,18;4,01;3,74;1,42;2,14;2,81;5,47;0,52;1,07;0,17;2,8;3,99;0,82;2,55;2,02;1,85;1,87;20,43;1,88;4,42;3,54;-1476,15;-398,9;165,93;-147,45;-1856,57;-2016,63;55,41;125,12;-11,6;-1847,7;-1470,56;87,71;297,66;-139,42;-1224,61;690,15;2176,44;-219,61;-305,22;2341,76
61;13;36024,92;10479,93;11560,62;6623,68;64689,15;35034,95;10877,9;11552,43;6750,18;64215,46;35714,23;10940,23;11704,3;6630,13;64988,89;38507,53;13177,99;11484,65;6441,39;69611,56;37102,63;10852,66;11478,08;6744,02;66177,38;2,9;3,43;0,72;1,78;2,25;5,57;0,23;0,65;0,09;2,96;3,74;0,81;1,97;1,69;1,8;3,79;21,43;0,06;4,49;5,19;-1077,71;-372,73;82,54;-120,34;-1488,23;-2067,68;25,24;74,35;6,16;-1961,92;-1388,4;87,57;226,22;-113,89;-1188,49;1404,9;2325,33;6,57;-302,63;3434,18
62;14;36855,91;10815,5;11438,7;6474,0;65584,11;35677,83;11216,54;11503,87;6608,42;65006,66;36399,87;11291,67;11617,67;6472,87;65782,08;38556,42;13552,46;11563,3;6272,99;69945,17;37754,18;11231,55;11510,44;6580,16;67076,33;2,38;3,7;0,62;1,61;2,22;5,5;0,13;0,06;0,43;3,09;3,59;0,54;0,93;1,63;1,93;2,12;20,66;0,46;4,67;4,28;-898,27;-416,05;-71,74;-106,16;-1492,22;-2076,35;-15,01;-6,57;28,26;-2069,67;-1354,31;60,12;107,23;-107,29;-1294,25;802,24;2320,91;52,86;-307,17;2868,84
63;15;37889,76;11299,47;11593,57;6378,49;67161,29;36895,81;11765,32;11716,48;6547,55;66925,16;37595,18;11829,15;11755,77;6345,41;67525,51;40425,78;14663,86;11993,25;6266,35;73349,24;38943,98;11839,64;11786,55;6507,61;69077,78;2,71;4,56;1,64;1,98;2,77;5,26;0,63;0,59;0,61;3,12;3,46;0,09;0,26;2,49;2,25;3,8;23,85;1,75;3,71;6,18;-1054,22;-540,17;-192,98;-129,12;-1916,49;-2048,17;-74,32;-70,07;39,94;-2152,62;-1348,8;-10,49;-30,78;-162,2;-1552,27;1481,8;2824,22;206,7;-241,26;4271,46
64;16;39135,57;11871,2;11964,76;6376,49;69348,02;38336,07;12405,93;12087,38;6589,25;69418,63;39035,98;12453,61;12054,73;6299,26;69843,58;41895,41;15646,02;12532,85;6401,53;76475,81;40412,34;12517,56;12202,7;6539,39;71671,98;3,16;5,16;1,95;2,49;3,24;5,14;0,89;0,95;0,76;3,14;3,41;0,51;1,21;3,67;2,55;3,67;24,99;2,71;2,11;6,7;-1276,77;-646,36;-237,94;-162,9;-2323,96;-2076,27;-111,63;-115,32;49,86;-2253,35;-1376,36;-63,95;-147,97;-240,13;-1828,4;1483,07;3128,46;330,15;-137,86;4803,83
65;17;40552,21;12441,7;12441,16;6481,99;71917,06;39609,56;12991,65;12483,67;6724,74;71809,62;40392,21;13038,29;12416,04;6364,69;72211,23;42823,27;16408,59;13062,42;6695,32;78989,6;41840,15;13082,95;12636,67;6656,32;74216,08;3,08;4,9;1,55;2,62;3,1;5,33;0,7;1,21;1,03;3,24;3,46;0,34;1,75;4,38;2,7;2,35;25,42;3,37;0,59;6,43;-1287,94;-641,25;-195,51;-174,33;-2299,02;-2230,59;-91,3;-153,0;68,42;-2406,46;-1447,94;-44,66;-220,63;-291,63;-2004,85;983,12;3325,64;425,75;39,0;4773,52
66;18;41909,58;12906,99;12895,17;6637,36;74349,1;40667,24;13420,59;12824,42;6880,66;73792,91;41491,64;13478,22;12716,85;6486,46;74173,17;43563,7;16817,35;13391,19;6826,5;80598,74;43067,9;13470,01;13017,35;6791,11;76346,37;2,69;4,18;0,94;2,26;2,62;5,57;0,37;1,48;1,32;3,34;3,66;0,06;2,31;4,49;2,85;1,15;24,85;2,87;0,52;5,57;-1158,32;-563,02;-122,18;-153,75;-1997,27;-2400,66;-49,42;-192,93;89,55;-2553,46;-1576,26;8,21;-300,5;-304,65;-2173,2;495,8;3347,34;373,84;35,39;4252,37
67;19;42998,71;13199,16;13225,63;6778,89;76202,39;41546,15;13645,22;13060,66;6986,82;75238,85;42256,87;13717,76;12869,38;6599,58;75443,59;44875,36;17155,89;13622,11;6976,21;82629,57;44008,74;13674,0;13296,48;6885,47;77864,7;2,3;3,47;0,53;1,55;2,13;5,6;0,21;1,77;1,47;3,37;3,98;0,32;3,21;4,15;3,11;1,97;25,46;2,45;1,32;6,12;-1010,03;-474,84;-70,85;-106,58;-1662,31;-2462,59;-28,78;-235,82;101,35;-2625,85;-1751,87;43,76;-427,1;-285,89;-2421,11;866,62;3481,89;325,63;90,74;4764,87
68;20;43884,21;13409,83;13453,42;6889,87;77637,33;42287,65;13790,64;13219,2;7050,44;76347,93;42832,21;13877,05;12950,59;6685,67;76345,52;45689,64;17500,92;13645,64;7050,08;83886,28;44706,82;13817,82;13465,84;6965,38;78955,85;1,84;2,95;0,09;1,08;1,67;5,41;0,2;1,83;1,22;3,3;4,19;0,43;3,83;4,02;3,31;2,2;26,65;1,34;1,22;6,24;-822,61;-407,99;-12,42;-75,51;-1318,52;-2419,17;-27,18;-246,64;85,06;-2607,92;-1874,61;59,23;-515,25;-279,7;-2610,33;982,82;3683,1;179,8;84,7;4930,43
69;21;44660,83;13646,62;13622,46;6968,34;78898,25;42915,44;13987,3;13340,74;7093,24;77336,72;43363,59;14083,26;13049,43;6739,57;77235,85;46177,17;17796,17;13830,7;7094,93;84898,97;45235,09;14027,23;13539,39;7062,17;79863,88;1,27;2,71;0,61;1,33;1,21;5,13;0,28;1,47;0,44;3,16;4,14;0,4;3,62;4,57;3,29;2,08;26,87;2,15;0,46;6,3;-574,26;-380,61;83,07;-93,83;-965,63;-2319,65;-39,93;-198,65;31,07;-2527,16;-1871,5;56,03;-489,96;-322,6;-2628,03;942,08;3768,94;291,31;32,76;5035,09
70;22;45270,14;13921,84;13746,48;7024,16;79962,62;43378,39;14214,32;13445,56;7117,67;78155,94;43781,78;14316,08;13137,89;6762,32;77998,07;46631,25;18163,88;14029,7;7143,74;85968,57;45650,84;14311,95;13579,6;7144,48;80686,87;0,83;2,73;1,23;1,68;0,9;4,98;0,68;0,99;0,38;3,14;4,09;0,03;3,25;5,35;3,33;2,15;26,91;3,31;0,01;6,55;-380,7;-390,11;166,88;-120,32;-724,25;-2272,45;-97,63;-134,04;-26,81;-2530,93;-1869,06;4,13;-441,71;-382,16;-2688,8;980,41;3851,93;450,1;-0,74;5281,7
71;23;45626,01;14175,74;13826,77;7063,8;80692,32;43634,91;14386,69;13532,91;7120,4;78674,91;43991,39;14481,35;13166,1;6755,44;78394,28;46675,58;18312,14;14043,11;7157,14;86187,97;45991,16;14615,11;13625,5;7174,01;81405,78;0,79;3,01;1,48;1,54;0,88;5,12;1,56;0,68;0,75;3,35;4,35;0,92;3,37;5,83;3,7;1,49;25,3;3,06;0,24;5,87;-365,15;-439,37;201,27;-110,21;-713,46;-2356,25;-228,42;-92,59;-53,61;-2730,87;-1999,77;-133,76;-459,4;-418,57;-3011,5;684,42;3697,03;417,61;-16,87;4782,19
72;24;45684,79;14155,72;13844,86;7068,19;80753,56;43756,36;14314,36;13538,17;7094,47;78703,36;44007,48;14337,25;13113,36;6716,22;78174,31;46620,13;18005,7;14091,73;7069,82;85787,38;46228,04;14729,66;13573,67;7147,6;81678,96;1,18;3,9;2,0;1,11;1,13;5,35;2,82;0,26;0,74;3,64;4,8;2,66;3,39;6,04;4,29;0,85;22,24;3,82;1,09;5,03;-543,25;-573,94;271,19;-79,41;-925,4;-2471,68;-415,3;-35,5;-53,13;-2975,6;-2220,56;-392,41;-460,31;-431,38;-3504,65;392,09;3276,04;518,06;-77,78;4108,42
