;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;50756,98;14674,19;14549,82;8004,54;87985,52;48244,94;15193,88;14305,67;8064,54;85809,03;48387,82;14970,9;14547,16;8101,83;86007,72;50451,09;14560,5;14615,15;7967,23;87593,96
1;49298,17;14140,82;14345,58;7960,05;85744,61;46977,28;14679,63;14099,08;8044,59;83800,57;47234,94;14507,26;14310,78;8054,75;84107,73;48621,27;14071,16;14280,62;7905,41;84878,46
2;47926,6;13645,32;14127,68;7910,48;83610,08;45795,41;14204,73;13893,41;8004,54;81898,08;46123,55;14064,52;14092,0;7991,09;82271,16;47485,96;13652,49;14057,57;7832,39;83028,4
3;46718,44;13216,69;13890,48;7850,91;81676,51;44762,27;13799,14;13693,03;7931,71;80186,15;45088,04;13659,65;13902,38;7900,78;80550,85;46514,84;13259,48;13880,0;7759,42;81413,75
4;45705,54;12848,49;13660,3;7777,09;79991,42;43849,38;13455,15;13516,12;7843,06;78663,71;44134,35;13293,9;13729,4;7799,62;78957,27;45653,86;12904,88;13711,12;7700,18;79970,04
5;44891,1;12529,4;13463,31;7688,44;78572,24;43024,85;13157,53;13375,21;7758,1;77315,69;43272,39;12968,16;13559,21;7704,97;77504,73;44798,9;12604,08;13559,12;7666,76;78628,86
6;44208,09;12263,99;13292,94;7598,32;77363,34;42334,43;12898,65;13246,49;7677,04;76156,62;42556,35;12697,62;13396,84;7614,42;76265,23;44135,99;12367,33;13427,13;7576,77;77507,22
7;43602,26;12057,33;13142,88;7519,44;76321,91;41824,88;12676,37;13111,18;7597,12;75209,54;42030,03;12493,53;13254,94;7522,16;75300,66;43558,79;12200,55;13302,75;7446,43;76508,52
8;43140,55;11900,71;13040,42;7447,74;75529,43;41469,07;12502,98;13007,02;7522,82;74501,89;41651,36;12336,88;13157,71;7428,75;74574,7;43200,16;12044,23;13193,15;7340,81;75778,36
9;42880,51;11785,04;12994,27;7378,7;75038,51;41222,33;12388,62;12950,09;7459,65;74020,67;41361,49;12210,0;13101,27;7339,22;74011,98;43060,02;11914,39;13114,22;7284,72;75373,34
