;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;51871,04;15618,45;14493,63;8246,03;90229,15;49189,15;15653,26;14253,82;7995,23;87091,46;49244,45;15104,46;14372,85;8459,94;87181,7;50086,05;16380,91;14292,86;8026,23;88786,05;51622,1;14283,7;14651,77;7787,15;88344,73;0,48;9,34;1,08;5,89;2,13;4,71;9,59;2,72;2,67;1,42;4,61;5,75;1,9;8,64;1,32;2,98;14,68;2,45;3,07;0,5;248,94;1334,75;-158,14;458,88;1884,42;-2432,95;1369,56;-397,95;208,08;-1253,27;-2377,65;820,76;-278,92;672,79;-1163,03;-1536,05;2097,21;-358,91;239,08;441,32
1;50114,67;14994,37;14198,18;8280,9;87588,12;47806,24;15099,0;13998,54;7931,92;84835,7;47903,39;14628,56;14111,99;8392,33;85036,27;48322,25;15667,41;14060,39;7928,28;85978,33;50278,14;13878,86;14367,47;7708,62;86233,09;0,33;8,04;1,18;7,42;1,57;4,92;8,79;2,57;2,9;1,62;4,72;5,4;1,78;8,87;1,39;3,89;12,89;2,14;2,85;0,3;-163,47;1115,51;-169,29;572,28;1355,03;-2471,9;1220,14;-368,93;223,3;-1397,39;-2374,75;749,7;-255,48;683,71;-1196,82;-1955,89;1788,55;-307,08;219,66;-254,76
2;48525,43;14438,16;13931,96;8277,21;85172,76;46501,25;14593,91;13757,06;7857,52;82709,74;46631,94;14181,45;13867,36;8314,62;82995,37;46985,28;15097,22;13851,82;7823,02;83757,34;48994,2;13478,17;14107,52;7642,32;84222,21;0,96;7,12;1,24;8,31;1,13;5,09;8,28;2,48;2,82;1,8;4,82;5,22;1,7;8,8;1,46;4,1;12,01;1,81;2,36;0,55;-468,77;959,99;-175,56;634,89;950,55;-2492,95;1115,74;-350,46;215,2;-1512,47;-2362,26;703,28;-240,16;672,3;-1226,84;-2008,92;1619,05;-255,7;180,7;-464,87
3;47233,84;13996,32;13713,44;8208,67;83152,27;45341,32;14174,7;13541,61;7767,22;80824,85;45488,19;13786,03;13651,77;8218,91;81144,9;45979,19;14690,92;13669,92;7721,05;82061,08;47831,55;13091,03;13890,39;7593,81;82406,78;1,25;6,92;1,27;8,1;0,9;5,21;8,28;2,51;2,28;1,92;4,9;5,31;1,72;8,23;1,53;3,87;12,22;1,59;1,68;0,42;-597,71;905,29;-176,95;614,86;745,49;-2490,23;1083,67;-348,78;173,41;-1581,93;-2343,36;695,0;-238,62;625,1;-1261,88;-1852,36;1599,89;-220,47;127,24;-345,7
4;46223,88;13629,71;13517,96;8098,02;81469,57;44350,52;13828,24;13358,24;7681,33;79218,33;44484,25;13441,43;13464,12;8106,23;79496,03;45141,25;14330,95;13468,34;7617,52;80558,06;46856,5;12747,88;13710,98;7541,88;80857,24;1,35;6,92;1,41;7,37;0,76;5,35;8,47;2,57;1,85;2,03;5,06;5,44;1,8;7,48;1,68;3,66;12,42;1,77;1,0;0,37;-632,62;881,83;-193,02;556,15;612,32;-2505,99;1080,36;-352,74;139,45;-1638,91;-2372,25;693,55;-246,86;564,35;-1361,21;-1715,25;1583,07;-242,64;75,65;-299,18
5;45436,3;13298,54;13320,64;7976,89;80032,37;43534,91;13534,88;13206,13;7617,28;77893,2;43622,46;13144,41;13298,4;7982,79;78048,06;44419,38;14026,37;13245,48;7519,52;79210,75;46103,75;12478,34;13556,46;7466,2;79604,76;1,45;6,57;1,74;6,84;0,54;5,57;8,47;2,58;2,02;2,15;5,38;5,34;1,9;6,92;1,96;3,65;12,41;2,29;0,71;0,49;-667,45;820,2;-235,82;510,69;427,61;-2568,84;1056,54;-350,33;151,08;-1711,56;-2481,29;666,07;-258,06;516,59;-1556,7;-1684,37;1548,03;-310,98;53,32;-394,01
6;44785,52;13045,97;13138,83;7863,27;78833,59;42871,63;13298,78;13063,34;7555,89;76789,64;42912,13;12905,91;13142,76;7866,46;76827,26;43861,09;13783,45;13083,56;7421,8;78149,9;45476,33;12287,77;13406,51;7376,8;78547,41;1,52;6,17;2,0;6,59;0,36;5,73;8,23;2,56;2,43;2,24;5,64;5,03;1,97;6,64;2,19;3,55;12,17;2,41;0,61;0,51;-690,81;758,2;-267,68;486,47;286,18;-2604,7;1011,01;-343,17;179,09;-1757,77;-2564,2;618,14;-263,75;489,66;-1720,15;-1615,24;1495,68;-322,95;45,0;-397,51
7;44213,24;12913,72;12998,33;7769,71;77895,0;42343,24;13126,2;12917,9;7476,52;75863,86;42366,9;12734,75;12994,35;7770,74;75866,74;43371,97;13590,88;12970,67;7337,27;77270,79;44888,53;12170,37;13252,17;7288,43;77599,51;1,5;6,11;1,92;6,6;0,38;5,67;7,85;2,52;2,58;2,24;5,62;4,64;1,95;6,62;2,23;3,38;11,67;2,12;0,67;0,42;-675,29;743,35;-253,84;481,28;295,49;-2545,29;955,83;-334,27;188,09;-1735,65;-2521,63;564,38;-257,82;482,31;-1732,77;-1516,56;1420,51;-281,5;48,84;-328,72
8;43796,89;12854,71;12916,64;7700,4;77268,64;41982,91;13007,83;12818,83;7389,35;75198,92;42010,71;12617,31;12892,29;7679,99;75200,3;43036,77;13456,09;12889,54;7259,06;76641,46;44431,07;12100,03;13137,42;7204,64;76873,16;1,43;6,24;1,68;6,88;0,51;5,51;7,5;2,43;2,56;2,18;5,45;4,28;1,87;6,6;2,18;3,14;11,21;1,89;0,76;0,3;-634,18;754,68;-220,78;495,76;395,48;-2448,16;907,8;-318,59;184,71;-1674,24;-2420,36;517,28;-245,13;475,35;-1672,86;-1394,3;1356,06;-247,88;54,42;-231,7
9;43618,45;12821,34;12886,77;7651,99;76978,55;41819,37;12940,62;12789,05;7311,29;74860,33;41848,28;12546,11;12850,41;7579,99;74824,79;42924,75;13359,68;12861,33;7212,2;76357,96;44191,19;12060,63;13081,66;7129,0;76462,47;1,3;6,31;1,49;7,34;0,67;5,37;7,3;2,24;2,56;2,1;5,3;4,03;1,77;6,33;2,14;2,87;10,77;1,68;1,17;0,14;-572,74;760,71;-194,89;522,99;516,08;-2371,82;879,99;-292,61;182,29;-1602,14;-2342,91;485,48;-231,25;450,99;-1637,68;-1266,44;1299,05;-220,33;83,2;-104,51
