;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;47899,09;15468,24;14053,79;7800,1;85221,22;47547,4;14609,11;14121,18;7830,17;84107,86;47621,52;14611,26;14283,72;8560,01;85076,5;46087,05;14999,19;14102,94;7719,73;82908,9
1;46423,9;14897,6;13813,33;7745,05;82879,87;46193,2;14105,06;13878,6;7782,12;81958,98;46361,89;14100,16;14035,5;8495,45;82993,01;45565,73;13989,47;13640,86;7650,44;80846,51
2;45047,91;14379,19;13578,67;7685,44;80691,21;44924,22;13648,31;13645,26;7727,73;79945,52;45120,77;13621,8;13800,5;8421,47;80964,53;44327,76;13401,26;13379,86;7575,8;78684,68
3;43854,67;13951,38;13355,09;7617,38;78778,53;43810,02;13272,93;13431,31;7664,22;78178,49;43931,06;13204,96;13589,42;8332,29;79057,73;43099,24;13167,77;13316,21;7522,25;77105,47
4;42865,11;13597,08;13145,76;7539,6;77147,56;42857,41;12960,18;13250,45;7603,11;76671,15;42883,48;12862,69;13402,83;8236,79;77385,8;42157,69;12861,61;13200,49;7463,39;75683,18
5;42077,1;13293,6;12954,03;7453,34;75778,07;42061,55;12686,75;13109,04;7552,98;75410,33;42058,47;12599,72;13237,71;8143,45;76039,34;41428,04;12573,45;13057,92;7379,11;74438,52
6;41458,98;13051,24;12786,21;7367,26;74663,68;41433,63;12463,89;12980,67;7496,51;74374,71;41437,6;12403,29;13086,57;8044,47;74971,93;40885,13;12357,13;12944,92;7299,11;73486,29
7;40981,62;12881,63;12650,75;7288,61;73802,6;40982,95;12304,36;12845,55;7416,9;73549,75;40983,53;12257,62;12948,43;7933,22;74122,81;40608,32;12233,26;12847,25;7212,12;72900,95
8;40655,45;12768,55;12561,96;7211,7;73197,67;40695,0;12192,49;12743,22;7325,46;72956,17;40681,88;12152,41;12852,68;7824,04;73511,02;40285,4;12190,18;12743,32;7155,43;72374,34
9;40498,38;12698,58;12516,76;7133,15;72846,87;40547,09;12115,63;12695,54;7241,06;72599,31;40522,94;12086,69;12806,4;7732,28;73148,3;39949,37;12143,13;12652,54;7087,3;71832,34
10;40518,5;12697,18;12436,78;7071,75;72724,21;40507,47;12101,54;12594,15;7184,71;72387,87;40492,55;12091,39;12697,07;7656,37;72937,38;39917,07;12196,72;12446,05;7057,55;71617,39
11;40706,16;12786,35;12249,59;7036,43;72778,54;40550,38;12175,06;12343,28;7162,46;72231,18;40569,45;12185,72;12429,34;7584,7;72769,21;40152,16;12343,03;12116,56;7030,17;71641,93
12;40990,46;12935,18;11981,76;6974,6;72882,01;40682,92;12308,72;12027,83;7118,23;72137,7;40708,26;12310,05;12096,14;7482,36;72596,8;40328,2;12525,46;11908,9;6933,71;71696,28
13;41350,64;13132,81;11703,61;6843,31;73030,37;40967,57;12495,74;11776,5;7004,01;72243,82;40926,78;12436,51;11830,38;7325,6;72519,27;40444,78;12738,87;11777,05;6762,81;71723,51
14;42027,77;13501,37;11561,57;6699,75;73790,46;41655,38;12864,11;11712,72;6866,2;73098,41;41519,57;12743,21;11736,83;7158,66;73158,27;41378,04;13272,12;11919,83;6660,98;73230,97
15;43229,18;14138,12;11678,21;6617,62;75663,13;42934,23;13512,15;11915,33;6769,71;75131,42;42728,65;13377,81;11882,12;7039,16;75027,76;42925,49;14108,51;12331,91;6662,11;76028,02
16;44765,48;14907,88;12004,38;6636,5;78314,25;44550,73;14284,62;12290,12;6759,09;77884,56;44309,14;14160,46;12208,65;7010,35;77688,6;44494,64;14881,14;12825,72;6765,89;78967,39
17;46361,06;15628,34;12442,06;6767,47;81198,93;46169,19;14983,84;12706,66;6853,4;80713,09;45919,29;14860,37;12619,23;7091,89;80490,77;46119,9;15624,87;13457,32;6965,64;82167,73
18;47792,22;16161,19;12869,14;6941,75;83764,3;47565,88;15496,0;13062,65;6989,91;83114,43;47316,79;15370,63;12982,66;7223,68;82893,76;47288,1;16153,92;13772,45;7118,49;84332,96
19;48902,76;16432,07;13189,76;7087,96;85612,56;48610,02;15775,21;13292,17;7101,2;84778,6;48348,16;15654,42;13198,62;7339,77;84540,97;48108,76;16265,53;13763,14;7209,91;85347,33
20;49754,58;16578,57;13437,04;7204,11;86974,3;49430,74;15963,37;13446,63;7182,86;86023,6;49115,7;15831,25;13324,36;7430,5;85701,8;48841,32;16559,54;13830,98;7309,27;86541,11
21;50434,45;16755,34;13657,8;7300,73;88148,33;50158,27;16206,27;13589,82;7245,63;87199,99;49737,32;16028,43;13434,12;7499,98;86699,86;49630,0;16864,9;13950,98;7404,64;87850,51
22;50910,75;16973,5;13824,71;7369,03;89077,98;50667,32;16477,58;13717,73;7297,8;88160,43;50137,56;16248,33;13512,61;7551,07;87449,58;50020,18;17142,24;14017,24;7424,21;88603,87
23;51131,29;17163,97;13900,24;7397,39;89592,89;50824,94;16677,2;13803,35;7342,36;88647,85;50224,29;16412,15;13527,27;7582,74;87746,45;50197,48;17385,37;14059,4;7422,31;89064,55
24;51080,2;17080,4;13880,33;7382,35;89423,27;50723,09;16582,19;13795,49;7363,44;88464,21;50032,16;16241,48;13466,1;7579,62;87319,36;50195,73;17129,64;13976,39;7400,62;88702,38
25;50833,74;16600,56;13788,52;7335,04;88557,86;50543,03;16099,74;13677,12;7352,49;87672,38;49698,57;15607,43;13348,03;7537,67;86191,7;49988,48;16334,21;13747,34;7322,46;87392,49
26;50800,32;16275,95;13725,51;7317,05;88118,82;50598,4;15780,44;13591,91;7349,05;87319,8;49645,19;15178,56;13295,26;7512,46;85631,47;50272,41;16435,01;13745,71;7314,98;87768,11
27;51308,77;16605,38;13779,46;7381,83;89075,45;51103,91;16112,54;13673,25;7394,57;88284,27;50186,52;15551,43;13411,89;7559,96;86709,79;51143,89;17262,08;13936,79;7429,44;89772,19
28;52037,48;17203,12;13911,35;7500,0;90651,96;51746,2;16691,66;13852,51;7490,07;89780,45;50924,27;16236,89;13626,36;7678,15;88465,67;51764,23;17708,5;14132,96;7490,76;91096,44
29;52582,28;17580,08;14057,41;7624,51;91844,28;52166,83;17019,27;14024,58;7616,84;90827,51;51396,82;16633,76;13835,84;7841,96;89708,38;52185,87;17836,71;14361,52;7550,67;91934,76
30;52859,34;17718,08;14182,11;7720,67;92480,21;52355,01;17112,84;14140,32;7717,73;91325,89;51602,19;16778,19;13987,97;7992,13;90360,48;52309,19;17908,72;14443,4;7594,01;92255,31
31;52885,75;17712,9;14253,32;7763,25;92615,22;52365,97;17102,25;14174,09;7745,42;91387,74;51631,03;16835,19;14054,43;8075,79;90596,42;52226,78;17920,08;14368,23;7619,47;92134,56
32;52761,8;17645,01;14224,28;7752,56;92383,64;52171,45;17051,02;14138,14;7730,36;91090,97;51484,91;16847,68;14052,69;8099,88;90485,16;51943,24;17801,41;14243,11;7572,84;91560,61
33;52520,5;17560,72;14060,31;7694,99;91836,51;51719,8;16985,58;14034,47;7707,38;90447,23;51116,27;16812,85;13989,03;8081,83;89999,98;51359,41;17559,54;14070,64;7431,51;90421,1
34;51842,36;17384,93;13789,78;7595,68;90612,75;50949,41;16850,5;13786,11;7651,32;89237,35;50369,95;16666,97;13779,21;8021,08;88837,2;50431,7;17208,64;13718,96;7319,5;88678,81
35;50517,03;17029,28;13475,02;7461,89;88483,21;49858,92;16573,96;13372,37;7537,21;87342,46;49185,07;16344,25;13395,87;7920,19;86845,36;49086,52;16776,97;13156,99;7239,39;86259,86
36;49123,28;16473,86;13251,14;7310,44;86158,72;48697,9;16100,31;13076,77;7400,92;85275,9;47985,57;15831,61;13129,65;7811,98;84758,82;48161,84;16202,25;12995,44;7152,7;84512,24
37;48326,28;15794,91;13229,64;7170,39;84521,23;47806,65;15465,1;13145,38;7294,06;83711,19;47263,25;15199,54;13232,9;7736,36;83432,06;47739,7;15530,34;13165,32;7061,28;83496,65
38;48347,65;15384,87;13354,66;7110,1;84197,28;47637,51;15052,49;13370,13;7270,33;83330,46;47296,45;14800,08;13486,6;7731,15;83314,29;48220,42;15346,76;13380,7;7072,65;84020,53
39;49140,14;15544,28;13527,97;7175,97;85388,36;48419,33;15175,26;13490,84;7356,56;84441,98;48125,96;14913,32;13620,29;7816,69;84476,25;49682,44;15718,36;13708,64;7264,28;86373,72
