;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;43715,64;13703,42;14281,49;7558,06;79258,61;43871,25;13606,37;14171,65;7675,05;79324,32;44032,91;13731,74;14344,04;7694,85;79803,54;42092,43;12902,08;14185,78;7589,83;76770,12;43506,27;14002,73;14435,6;7699,53;79644,13;0,48;2,14;1,07;1,84;0,48;0,84;2,83;1,83;0,32;0,4;1,21;1,94;0,63;0,06;0,2;3,25;7,86;1,73;1,42;3,61;209,37;-299,31;-154,11;-141,47;-385,52;364,98;-396,36;-263,95;-24,48;-319,81;526,64;-270,99;-91,56;-4,68;159,41;-1413,84;-1100,65;-249,82;-109,7;-2874,01
1;42484,13;13220,81;14090,22;7527,42;77322,58;42613,18;13117,07;13978,02;7650,52;77358,79;42808,24;13225,77;14120,4;7675,9;77830,31;42074,45;12627,31;13694,68;7591,44;75987,88;42506,31;13593,26;14254,91;7666,37;78020,86;0,05;2,74;1,16;1,81;0,89;0,25;3,5;1,94;0,21;0,85;0,71;2,7;0,94;0,12;0,24;1,02;7,11;3,93;0,98;2,61;-22,18;-372,45;-164,69;-138,95;-698,28;106,87;-476,19;-276,89;-15,85;-662,07;301,93;-367,49;-134,51;9,53;-190,55;-431,86;-965,95;-560,23;-74,93;-2032,98
2;41305,97;12775,34;13884,02;7484,39;75449,72;41428,85;12674,2;13777,37;7613,12;75493,54;41612,42;12754,17;13911,32;7634,81;75912,72;41104,0;12261,4;13286,28;7568,98;74220,66;41570,06;13189,41;14081,52;7614,6;76455,59;0,64;3,14;1,4;1,71;1,32;0,34;3,91;2,16;0,02;1,26;0,1;3,3;1,21;0,27;0,71;1,12;7,04;5,65;0,6;2,92;-264,09;-414,07;-197,5;-130,21;-1005,87;-141,21;-515,21;-304,15;-1,48;-962,05;42,36;-435,24;-170,2;20,21;-542,87;-466,06;-928,01;-795,24;-45,62;-2234,93
3;40231,07;12394,57;13656,31;7420,18;73702,13;40379,73;12310,53;13569,77;7554,57;73814,6;40483,23;12343,52;13726,58;7558,17;74111,5;40086,01;12002,61;13316,57;7506,65;72911,84;40742,8;12798,24;13919,32;7536,17;74996,53;1,26;3,15;1,89;1,54;1,73;0,89;3,81;2,51;0,24;1,58;0,64;3,55;1,38;0,29;1,18;1,61;6,22;4,33;0,39;2,78;-511,73;-403,67;-263,01;-115,99;-1294,4;-363,07;-487,71;-349,55;18,4;-1181,93;-259,57;-454,72;-192,74;22,0;-885,03;-656,79;-795,63;-602,75;-29,52;-2084,69
4;39295,6;12067,54;13434,0;7340,36;72137,5;39478,29;12004,41;13383,75;7485,11;72351,56;39494,06;11989,25;13556,8;7467,43;72507,54;39147,32;11682,64;12924,31;7429,72;71183,99;39996,1;12432,59;13758,59;7465,46;73652,74;1,75;2,94;2,36;1,68;2,06;1,29;3,44;2,72;0,26;1,77;1,26;3,57;1,47;0,03;1,55;2,12;6,03;6,06;0,48;3,35;-700,5;-365,05;-324,59;-125,1;-1515,24;-517,81;-428,18;-374,84;19,65;-1301,18;-502,04;-443,34;-201,79;1,97;-1145,2;-848,78;-749,95;-834,28;-35,74;-2468,75
5;38522,53;11779,46;13244,55;7254,38;70800,92;38722,94;11728,24;13242,14;7416,17;71109,49;38704,03;11684,56;13391,27;7386,18;71166,04;38458,71;11381,17;12847,65;7327,93;70015,46;39295,3;12105,22;13591,42;7432,8;72424,75;1,97;2,69;2,55;2,4;2,24;1,46;3,11;2,57;0,22;1,82;1,5;3,48;1,47;0,63;1,74;2,13;5,98;5,47;1,41;3,33;-772,77;-325,76;-346,87;-178,42;-1623,83;-572,36;-376,98;-349,28;-16,63;-1315,26;-591,27;-420,66;-200,15;-46,62;-1258,71;-836,59;-724,05;-743,77;-104,87;-2409,29
6;37895,74;11538,51;13084,19;7172,83;69691,27;38104,95;11484,97;13116,66;7345,56;70052,14;38079,62;11444,91;13233,16;7311,56;70069,25;38055,21;11164,84;12804,08;7233,53;69257,66;38654,55;11822,9;13430,86;7409,94;71318,25;1,96;2,41;2,58;3,2;2,28;1,42;2,86;2,34;0,87;1,78;1,49;3,2;1,47;1,33;1,75;1,55;5,57;4,67;2,38;2,89;-758,81;-284,39;-346,67;-237,11;-1626,98;-549,6;-337,93;-314,2;-64,38;-1266,11;-574,93;-377,99;-197,7;-98,38;-1249,0;-599,34;-658,06;-626,78;-176,41;-2060,59
7;37396,05;11354,24;12947,21;7102,17;68799,67;37618,71;11286,32;12982,29;7270,5;69157,82;37580,84;11283,02;13092,44;7235,61;69191,91;37501,22;11065,96;12623,32;7155,1;68345,6;38105,0;11595,4;13297,42;7362,63;70360,45;1,86;2,08;2,63;3,54;2,22;1,28;2,67;2,37;1,25;1,71;1,38;2,69;1,54;1,73;1,66;1,58;4,57;5,07;2,82;2,86;-708,95;-241,16;-350,21;-260,46;-1560,78;-486,29;-309,08;-315,13;-92,13;-1202,63;-524,16;-312,38;-204,98;-127,02;-1168,54;-603,78;-529,44;-674,1;-207,53;-2014,85
8;37031,13;11218,43;12851,21;7031,11;68131,88;37278,18;11148,26;12878,2;7199,45;68504,09;37234,48;11178,39;12992,45;7156,45;68561,77;37299,21;11071,57;12175,71;7102,67;67649,16;37697,11;11450,53;13220,59;7291,19;69659,42;1,77;2,03;2,79;3,57;2,19;1,11;2,64;2,59;1,26;1,66;1,23;2,38;1,73;1,85;1,58;1,06;3,31;7,9;2,59;2,89;-665,98;-232,1;-369,38;-260,08;-1527,54;-418,93;-302,27;-342,39;-91,74;-1155,33;-462,63;-272,14;-228,14;-134,74;-1097,65;-397,9;-378,96;-1044,88;-188,52;-2010,26
9;36803,24;11120,59;12797,82;6951,84;67673,49;37078,58;11077,08;12823,75;7141,44;68120,85;37052,6;11105,91;12931,17;7075,99;68165,67;37352,21;10884,68;12521,92;7052,38;67811,19;37451,31;11395,87;13195,28;7210,29;69252,75;1,73;2,42;3,01;3,58;2,28;1,0;2,8;2,82;0,95;1,63;1,06;2,54;2,0;1,86;1,57;0,26;4,49;5,1;2,19;2,08;-648,07;-275,28;-397,46;-258,45;-1579,26;-372,73;-318,79;-371,53;-68,85;-1131,9;-398,71;-289,96;-264,11;-134,3;-1087,08;-99,1;-511,19;-673,36;-157,91;-1441,56
10;36666,14;11058,6;12701,24;6888,25;67314,23;36920,76;11035,88;12695,0;7096,54;67748,18;36921,64;11055,15;12791,71;7005,25;67773,75;37140,68;10913,78;12371,27;6990,46;67416,19;37248,64;11340,06;13069,07;7157,4;68815,18;1,56;2,48;2,81;3,76;2,18;0,88;2,68;2,86;0,85;1,55;0,88;2,51;2,12;2,13;1,51;0,29;3,76;5,34;2,33;2,03;-582,5;-281,46;-367,83;-269,15;-1500,95;-327,88;-304,18;-374,07;-60,86;-1067,0;-327,0;-284,91;-277,36;-152,15;-1041,43;-107,96;-426,28;-697,8;-166,94;-1398,99
11;36551,99;11025,57;12481,25;6853,93;66912,74;36700,57;10982,44;12386,33;7055,75;67125,09;36724,39;11011,97;12476,55;6950,07;67162,98;36962,2;10950,85;11959,25;6924,51;66796,81;36976,3;11210,92;12719,66;7145,63;68052,51;1,15;1,65;1,87;4,08;1,67;0,75;2,04;2,62;1,26;1,36;0,68;1,77;1,91;2,74;1,31;0,04;2,32;5,98;3,09;1,85;-424,31;-185,35;-238,41;-291,7;-1139,77;-275,73;-228,48;-333,33;-89,88;-927,42;-251,91;-198,95;-243,11;-195,56;-889,53;-14,1;-260,07;-760,41;-221,12;-1255,7
