;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN
0;47617,06;15674,85;13982,78;7641,09;84915,78;46790,38;16181,83;13963,68;7747,65;84683,53;46884,8;15747,65;14112,1;8050,24;84794,8;44544,04;15200,08;13722,51;7654,35;81120,98
1;46102,55;15141,09;13726,91;7574,97;82545,51;45373,27;15594,66;13720,24;7703,01;82391,18;45484,66;15227,27;13858,53;7991,13;82561,58;43419,31;15078,56;13488,16;7707,57;79693,6
2;44721,05;14655,13;13481,01;7518,87;80376,06;44080,77;15059,69;13486,26;7643,26;80269,99;44215,34;14746,21;13622,82;7909,41;80493,77;42424,0;14785,4;13241,16;7676,92;78127,47
3;43578,49;14252,36;13253,1;7476,32;78560,26;43009,63;14615,77;13271,07;7560,6;78457,07;43167,42;14333,84;13417,32;7793,32;78711,9;41415,63;14355,53;12981,38;7576,65;76329,19
4;42672,38;13918,53;13043,22;7424,84;77058,97;42145,36;14248,27;13083,45;7476,3;76953,37;42270,48;13979,76;13232,25;7674,47;77156,96;40563,86;13984,51;12761,48;7526,34;74836,18
5;41964,94;13633,18;12851,23;7342,94;75792,29;41446,28;13935,71;12927,86;7408,87;75718,71;41449,05;13668,74;13056,65;7582,05;75756,49;39970,41;13659,16;12581,4;7454,16;73665,12
6;41385,62;13400,75;12684,03;7238,93;74709,32;40873,32;13682,62;12791,87;7336,64;74684,45;40768,54;13406,19;12896,86;7492,11;74563,69;39383,35;13398,24;12422,02;7358,17;72561,78
7;40884,58;13228,65;12551,98;7129,86;73795,08;40403,82;13494,09;12667,78;7240,15;73805,85;40303,54;13200,22;12764,91;7379,11;73647,78;39068,86;13208,35;12274,76;7243,44;71795,42
8;40527,78;13111,34;12472,35;7037,86;73149,33;40078,2;13351,32;12583,71;7148,98;73162,2;40024,4;13049,24;12678,35;7264,52;73016,51;38959,47;13084,08;12196,36;7135,86;71375,77
9;40387,96;13047,0;12443,3;6979,96;72858,22;39935,93;13244,77;12545,84;7094,18;72820,72;39882,86;12956,23;12630,89;7175,36;72645,34;38958,91;13023,89;12209,43;7103,01;71295,24
10;40449,46;13061,64;12379,68;6947,79;72838,57;39949,88;13225,8;12436,79;7063,77;72676,24;39860,33;12952,21;12515,46;7114,08;72442,08;38954,14;13061,06;12019,67;7033,03;71067,9
11;40675,21;13175,86;12202,57;6920,34;72973,97;40081,43;13329,34;12161,42;7031,52;72603,71;39935,77;13048,01;12247,25;7068,05;72299,09;38963,33;13219,51;11632,46;7034,67;70849,97
12;41031,06;13360,71;11941,17;6851,61;73184,54;40312,73;13463,67;11837,13;6957,51;72571,05;40048,55;13145,88;11931,29;6988,9;72114,62;39304,27;13310,72;11404,11;6892,54;70911,64
13;41529,95;13607,94;11672,48;6713,24;73523,61;40692,53;13578,07;11619,26;6821,17;72711,02;40222,24;13192,49;11707,91;6842,49;71965,13;39759,42;13314,37;11292,26;6722,49;71088,53
14;42370,28;14041,68;11556,55;6572,48;74540,99;41515,06;13912,57;11602,34;6693,03;73723,0;40856,83;13421,12;11668,71;6687,25;72633,9;41070,71;13751,25;11461,56;6610,74;72894,26
15;43710,84;14761,25;11724,67;6508,14;76704,89;43004,97;14675,75;11836,3;6653,37;76170,39;42278,32;14047,06;11868,3;6597,49;74791,18;42884,6;14622,94;11921,01;6595,29;76023,85
16;45366,34;15634,32;12110,19;6549,65;79660,5;44862,95;15659,74;12253,21;6730,27;79506,17;44140,59;14927,14;12261,99;6618,44;77948,17;44499,63;15474,5;12410,74;6708,56;79093,43
17;47075,82;16474,33;12595,27;6701,06;82846,48;46698,66;16583,46;12749,01;6920,04;82951,17;45984,5;15832,3;12764,27;6769,31;81350,38;46022,34;16390,17;12972,19;6968,35;82353,06
18;48619,46;17109,19;13055,12;6914,54;85698,32;48281,62;17289,45;13193,0;7144,09;85908,16;47571,01;16548,45;13225,59;6994,54;84339,59;47414,83;16956,18;13343,02;7132,12;84846,16
19;49841,42;17439,97;13397,41;7134,53;87813,33;49489,53;17710,3;13484,85;7324,04;88008,72;48773,13;16943,55;13524,59;7226,87;86468,15;48422,11;17129,86;13505,09;7205,0;86262,06
20;50800,53;17645,71;13666,39;7326,48;89439,11;50472,85;18015,45;13672,42;7457,35;89618,07;49691,8;17198,69;13716,77;7427,31;88034,57;49322,72;17436,06;13698,95;7293,81;87751,54
21;51594,21;17921,96;13915,33;7465,89;90897,39;51374,74;18380,84;13825,92;7557,55;91139,05;50440,65;17514,41;13879,43;7571,38;89405,87;50305,76;17816,18;13912,29;7397,76;89431,99
22;52259,48;18252,27;14096,84;7547,38;92155,98;52036,14;18771,78;13956,83;7626,89;92391,63;50956,23;17855,87;14000,14;7664,51;90476,75;50819,85;18129,72;13991,24;7410,58;90351,39
23;52775,09;18522,8;14155,89;7571,94;93025,72;52293,3;19071,48;14050,06;7661,57;93076,41;51159,62;18095,97;14046,4;7714,21;91016,2;50939,34;18461,23;13960,54;7401,86;90762,96
24;52947,0;18442,18;14107,41;7546,97;93043,56;52265,9;19045,44;14043,09;7645,17;92999,6;51086,94;17974,08;13994,88;7706,46;90762,35;50902,96;18278,77;13874,82;7349,99;90406,54
25;52702,83;17884,31;13998,33;7494,7;92080,17;52171,86;18609,66;13909,93;7579,04;92270,49;50879,59;17397,96;13857,83;7644,64;89780,02;50714,8;17497,35;13708,02;7306,61;89226,77
26;52629,43;17561,64;13933,62;7490,35;91615,04;52338,8;18399,83;13818,1;7548,36;92105,1;50984,88;17082,65;13780,75;7623,23;89471,5;50986,36;17511,58;13763,68;7352,85;89614,48
