;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
0;44382,64;13469,41;14221,03;7664,91;79737,99;42852,79;13201,3;14023,86;7798,88;77876,83;43278,57;13341,64;14102,69;7910,66;78633,56;41198,27;12727,99;13534,18;7488,85;74949,29;43263,95;13477,32;14126,58;7743,42;78611,27;2,59;0,06;0,67;1,01;1,43;0,95;2,05;0,73;0,72;0,93;0,03;1,01;0,17;2,16;0,03;4,77;5,56;4,19;3,29;4,66;1118,69;-7,91;94,45;-78,51;1126,72;-411,16;-276,02;-102,72;55,46;-734,44;14,62;-135,68;-23,89;167,24;22,29;-2065,68;-749,33;-592,4;-254,57;-3661,98
1;43005,08;12998,56;13996,42;7614,31;77614,37;41511,17;12726,52;13764,87;7753,81;75756,37;41831,06;12834,48;13851,1;7849,86;76366,5;40585,6;12175,71;13501,14;7442,24;73704,69;42065,49;12978,23;13898,6;7729,15;76671,47;2,23;0,16;0,7;1,49;1,23;1,32;1,94;0,96;0,32;1,19;0,56;1,11;0,34;1,56;0,4;3,52;6,18;2,86;3,71;3,87;939,59;20,33;97,82;-114,84;942,9;-554,32;-251,71;-133,73;24,66;-915,1;-234,43;-143,75;-47,5;120,71;-304,97;-1479,89;-802,52;-397,46;-286,91;-2966,78
2;41718,08;12563,92;13760,21;7559,69;75601,9;40278,24;12297,9;13525,09;7698,19;73799,42;40468,98;12376,69;13618,72;7772,66;74237,05;39705,82;11890,86;13368,35;7373,42;72338,45;40946,9;12519,31;13697,48;7670,06;74833,75;1,88;0,36;0,46;1,44;1,03;1,63;1,77;1,26;0,37;1,38;1,17;1,14;0,57;1,34;0,8;3,03;5,02;2,4;3,87;3,33;771,18;44,61;62,73;-110,37;768,15;-668,66;-221,41;-172,39;28,13;-1034,33;-477,92;-142,62;-78,76;102,6;-596,7;-1241,08;-628,45;-329,13;-296,64;-2495,3
3;40601,25;12194,7;13509,28;7496,03;73801,26;39239,72;11948,05;13319,37;7624,98;72132,12;39273,04;12001,97;13419,66;7670,32;72364,99;39160,33;11606,04;13130,91;7306,04;71203,32;39968,3;12131,78;13539,72;7540,13;73179,94;1,58;0,52;0,22;0,58;0,85;1,82;1,51;1,63;1,13;1,43;1,74;1,07;0,89;1,73;1,11;2,02;4,33;3,02;3,1;2,7;632,95;62,92;-30,44;-44,1;621,32;-728,58;-183,73;-220,35;84,85;-1047,82;-695,26;-129,81;-120,06;130,19;-814,95;-807,97;-525,74;-408,81;-234,09;-1976,62
4;39690,44;11892,26;13274,38;7414,39;72271,47;38389,61;11655,47;13145,27;7541,21;70731,56;38305,05;11681,22;13247,68;7564,78;70798,73;37823,76;11347,95;12973,16;7233,54;69378,41;39110,92;11811,14;13400,34;7388,54;71710,93;1,48;0,69;0,94;0,35;0,78;1,84;1,32;1,9;2,07;1,37;2,06;1,1;1,14;2,39;1,27;3,29;3,92;3,19;2,1;3,25;579,52;81,12;-125,96;25,85;560,54;-721,31;-155,67;-255,07;152,67;-979,37;-805,87;-129,92;-152,66;176,24;-912,2;-1287,16;-463,19;-427,18;-155,0;-2332,52
5;38993,0;11649,6;13084,2;7311,32;71038,12;37697,78;11395,72;12995,48;7455,85;69544,83;37598,15;11387,72;13092,95;7477,08;69555,9;37248,89;11079,84;12876,89;7123,5;68329,12;38354,29;11547,0;13252,37;7272,87;70426,52;1,67;0,89;1,27;0,53;0,87;1,71;1,31;1,94;2,52;1,25;1,97;1,38;1,2;2,81;1,24;2,88;4,05;2,83;2,05;2,98;638,71;102,6;-168,17;38,45;611,6;-656,51;-151,28;-256,89;182,98;-881,69;-756,14;-159,28;-159,42;204,21;-870,62;-1105,4;-467,16;-375,48;-149,37;-2097,4
6;38446,0;11454,07;12925,2;7209,38;70034,65;37129,46;11186,62;12860,63;7371,64;68548,35;37089,73;11166,85;12951,75;7393,8;68602,13;36995,6;10892,56;12763,28;7043,63;67695,07;37750,29;11341,31;13102,46;7209,11;69403,16;1,84;0,99;1,35;0,0;0,91;1,64;1,36;1,85;2,25;1,23;1,75;1,54;1,15;2,56;1,15;2,0;3,96;2,59;2,3;2,46;695,71;112,76;-177,25;0,27;631,49;-620,83;-154,69;-241,83;162,53;-854,81;-660,56;-174,46;-150,7;184,69;-801,03;-754,69;-448,75;-339,17;-165,48;-1708,09
7;37992,76;11295,58;12784,82;7129,13;69202,29;36674,91;11048,09;12738,47;7289,89;67751,36;36714,6;11059,3;12827,49;7299,21;67900,6;36401,12;10824,31;12638,48;6944,91;66808,82;37351,78;11196,76;12967,94;7192,29;68708,77;1,72;0,88;1,41;0,88;0,72;1,81;1,33;1,77;1,36;1,39;1,71;1,23;1,08;1,49;1,18;2,55;3,33;2,54;3,44;2,77;640,98;98,82;-183,12;-63,16;493,52;-676,87;-148,67;-229,47;97,6;-957,41;-637,18;-137,46;-140,45;106,92;-808,17;-950,66;-372,45;-329,46;-247,38;-1899,95
8;37672,08;11179,87;12696,52;7057,25;68605,72;36428,97;10966,09;12657,15;7212,57;67264,78;36492,79;11014,85;12746,11;7202,74;67456,49;36249,85;10742,57;12534,15;6879,38;66405,95;37143,2;11106,64;12875,42;7175,22;68300,49;1,42;0,66;1,39;1,64;0,45;1,92;1,27;1,7;0,52;1,52;1,75;0,83;1,0;0,38;1,24;2,41;3,28;2,65;4,12;2,77;528,88;73,23;-178,9;-117,97;305,23;-714,23;-140,55;-218,27;37,35;-1035,71;-650,41;-91,79;-129,31;27,52;-844,0;-893,35;-364,07;-341,27;-295,84;-1894,54
9;37539,62;11117,8;12675,82;6980,53;68313,77;36449,17;10920,92;12621,41;7143,21;67134,71;36445,88;10981,1;12707,77;7118,92;67253,67;36282,18;10758,17;12464,58;6831,57;66336,5;37086,84;11060,92;12821,99;7119,11;68088,87;1,22;0,51;1,14;1,95;0,33;1,72;1,27;1,56;0,34;1,4;1,73;0,72;0,89;0,0;1,23;2,17;2,74;2,79;4,04;2,57;452,78;56,88;-146,17;-138,58;224,9;-637,67;-140,0;-200,58;24,1;-954,16;-640,96;-79,82;-114,22;-0,19;-835,2;-804,66;-302,75;-357,41;-287,54;-1752,37
